,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,God's Plan,Drake,2500696,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
2,Look Alive (feat. Drake),BlocBoy JB,1546942,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
3,All The Stars (with SZA),Kendrick Lamar,1402644,https://open.spotify.com/track/2Imq77E6CEJR5TPUxlJvTY
4,Pray For Me (with Kendrick Lamar),The Weeknd,1302932,https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x
5,rockstar,Post Malone,969310,https://open.spotify.com/track/1OmcAT5Y8eg5bUPv9qJT4R
6,Mine,Bazzi,885543,https://open.spotify.com/track/6tHWl8ows5JOZq9Yfaqn3M
7,Havana (feat. Young Thug),Camila Cabello,815369,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
8,River (feat. Ed Sheeran),Eminem,752656,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
9,X (with 2 Chainz & Saudi),ScHoolboy Q,736167,https://open.spotify.com/track/4LmAnpjlhWTahvRkYR8xJa
10,Stir Fry,Migos,732752,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf
11,I Fall Apart,Post Malone,726760,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
12,"King's Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,708269,https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH
13,Finesse - Remix; feat. Cardi B,Bruno Mars,694936,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
14,The Middle,Zedd,674170,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
15,Let You Down,NF,669230,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
16,Big Shot (with Travis Scott),Kendrick Lamar,667585,https://open.spotify.com/track/5cXg9IQS34FzLVdHhp7hu7
17,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,665813,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
18,The Ways (with Swae Lee),Khalid,639446,https://open.spotify.com/track/5jyyPsIGM2yqkZN9R3TmvN
19,Him & I (with Halsey),G-Eazy,632851,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4
20,IDGAF,Dua Lipa,624028,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
21,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,622526,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
22,Wolves,Selena Gomez,597317,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
23,Never Be the Same,Camila Cabello,594790,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
24,Ric Flair Drip (& Metro Boomin),Offset,588480,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
25,Black Panther,Kendrick Lamar,586795,https://open.spotify.com/track/5qN4HFkapdAOV94XPryVof
26,Bartier Cardi (feat. 21 Savage),Cardi B,543657,https://open.spotify.com/track/75FDPwaULRdYDn4StFN2rT
27,Say Something (feat. Chris Stapleton),Justin Timberlake,542386,https://open.spotify.com/track/1LhMopPAallLeaeNutqbgS
28,No Limit,G-Eazy,536700,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW
29,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,527967,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
30,Perfect,Ed Sheeran,524744,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
31,Walk It Talk It,Migos,524610,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
32,Sick Boy,The Chainsmokers,505646,https://open.spotify.com/track/7jqDzXJS0K0Re8uphYNit0
33,Narcos,Migos,497734,https://open.spotify.com/track/0wbnC9AUenxp613TYaJsGK
34,New Rules,Dua Lipa,495780,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
35,Paramedic!,SOB X RBE,473095,https://open.spotify.com/track/2tPcTFiQF9MbVUyjZ3zDhA
36,Betrayed,Lil Xan,451414,https://open.spotify.com/track/6NWl2m8asvH83xjuXVNsuG
37,HUMBLE.,Kendrick Lamar,443626,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
38,XO Tour Llif3,Lil Uzi Vert,443538,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
39,Silence,Marshmello,440818,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
40,FRIENDS,Marshmello,437077,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
41,Opps (with Yugen Blakrok),Vince Staples,435911,https://open.spotify.com/track/7bUcBztfGqO7cSI2gMZeCI
42,MotorSport,Migos,431798,https://open.spotify.com/track/4wFjTWCunQFKtukqrNijEt
43,PICK IT UP (feat. A$AP Rocky),Famous Dex,428824,https://open.spotify.com/track/3ncgNpxLoBQ65ABk4djDyd
44,Thunder,Imagine Dragons,426371,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
45,LOVE. FEAT. ZACARI.,Kendrick Lamar,424931,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As
46,I Miss You (feat. Julia Michaels),Clean Bandit,420507,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL
47,Codeine Dreaming (feat. Lil Wayne),Kodak Black,420172,https://open.spotify.com/track/4DTpngLjoHj5gFxEZFeD3J
48,Tip Toe (feat. French Montana),Jason Derulo,417161,https://open.spotify.com/track/2z4pcBLQXF2BXKFvd0BuB6
49,She Loves Control,Camila Cabello,409205,https://open.spotify.com/track/5HwnezK198pJCEj1l2Adjy
50,Unforgettable,French Montana,406699,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
51,I Am,Jorja Smith,398960,https://open.spotify.com/track/0DJBgBiYeSn6n1AXAkFVE8
52,Plain Jane,A$AP Ferg,391452,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
53,Shape of You,Ed Sheeran,384721,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
54,Congratulations,Post Malone,378396,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
55,Too Good At Goodbyes,Sam Smith,377439,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
56,Miss You (with Major Lazer & Tory Lanez),Cashmere Cat,375134,https://open.spotify.com/track/0as7lPxkBPctZ7uVmchRNM
57,Capital Letters,Hailee Steinfeld,367993,https://open.spotify.com/track/3towKHKVOXCCcL1fHv6xFO
58,Bank Account,21 Savage,367468,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
59,Wanted You (feat. Lil Uzi Vert),NAV,361881,https://open.spotify.com/track/790MhTXPFrYkrqCKvpg4t1
60,Perfect Duet (Ed Sheeran & Beyonc?),Ed Sheeran,361838,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
61,Bounce Out With That,YBN Nahmir,361773,https://open.spotify.com/track/5lZsh9Qf7CbHI9Fcc7Zcsq
62,What Lovers Do (feat. SZA),Maroon 5,353225,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
63,Candy Paint,Post Malone,346444,https://open.spotify.com/track/42CeaId2XNlxugDvyqHfDf
64,Young Dumb & Broke,Khalid,341955,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
65,Notice Me,Migos,339718,https://open.spotify.com/track/3OnOomd79OjqSYHchCQ6ht
66,Bloody Waters (with Anderson .Paak & James Blake),Ab-Soul,337826,https://open.spotify.com/track/4KXwFI9pgJLpUIAc9oSL8j
67,Bodak Yellow,Cardi B,336305,https://open.spotify.com/track/2771LMNxwf62FTAdpJMQfM
68,Diplomatic Immunity,Drake,334869,https://open.spotify.com/track/5goGDc74vVREyN8al8CkPh
69,I Get the Bag (feat. Migos),Gucci Mane,332438,https://open.spotify.com/track/1XRgIKC5TPwo7nWGyKqgG0
70,New Freezer (feat. Kendrick Lamar),Rich The Kid,332151,https://open.spotify.com/track/4pYZLpX23Vx8rwDpJCpPTA
71,BUTTERFLY EFFECT,Travis Scott,327316,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX
72,Nowadays (feat. Landon Cube),Lil Skies,323812,https://open.spotify.com/track/2u7mxWSeoqTXndK5e08jMp
73,1-800-273-8255,Logic,320391,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
74,Plug Walk,Rich The Kid,309845,https://open.spotify.com/track/0gD6lWJhbXHWNVwQziSVvl
75,So Far Away (feat. Jamie Scott & Romy Dya),Martin Garrix,307832,https://open.spotify.com/track/0OlnLZY4cmQzT6ZGttvWBM
76,End Game,Taylor Swift,304879,https://open.spotify.com/track/2x0WlnmfG39ZuDmstl9xfX
77,Sky Walker (feat. Travis Scott),Miguel,304609,https://open.spotify.com/track/5WoaF1B5XIEnWfmb5NZikf
78,Gucci Gang,Lil Pump,303887,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
79,Tell Me You Love Me,Demi Lovato,301553,https://open.spotify.com/track/5Htb1uFQ1KrkFXlefS8oGj
80,Location,Khalid,300833,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
81,Feel It Still,Portugal. The Man,300739,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
82,Rewrite The Stars,Zac Efron,300640,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN
83,How Long,Charlie Puth,297918,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
84,Filthy,Justin Timberlake,293732,https://open.spotify.com/track/5ZpjODX6OH1xZs3AOewTO6
85,Redemption (with Babes Wodumo),Zacari,293272,https://open.spotify.com/track/76iVOVsliCHlWqKuDnCfhE
86,goosebumps,Travis Scott,287042,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
87,Bad At Love,Halsey,285156,https://open.spotify.com/track/7y9iMe8SOB6z3NoHE2OfXl
88,Heaven,Julia Michaels,284234,https://open.spotify.com/track/4QfNOZN7vrQCQKK1ZJ3XPb
89,For You (Fifty Shades Freed) (& Rita Ora),Liam Payne,284117,https://open.spotify.com/track/5hM6sP0Gh1jD57drszNueC
90,Nuh Ready Nuh Ready (feat. PARTYNEXTDOOR),Calvin Harris,276864,https://open.spotify.com/track/2rYyq0b3XWwmWl0k727OVG
91,Sorry Not Sorry,Demi Lovato,275195,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
