,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,God's Plan,Drake,2732589,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
2,Psycho (feat. Ty Dolla $ign),Post Malone,2520239,https://open.spotify.com/track/65NwOZqoXny4JxqAPlfxRF
3,Look Alive (feat. Drake),BlocBoy JB,1518639,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
4,All The Stars (with SZA),Kendrick Lamar,1433810,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
5,Pray For Me (with Kendrick Lamar),The Weeknd,1244237,https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x
6,Love Lies (with Normani),Khalid,993099,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
7,rockstar,Post Malone,951363,https://open.spotify.com/track/2U7Hu2RaNQNRi7izoJyZaX
8,Mine,Bazzi,942134,https://open.spotify.com/track/6tHWl8ows5JOZq9Yfaqn3M
9,The Middle,Zedd,875378,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
10,FRIENDS,Marshmello,839948,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
11,Stir Fry,Migos,798194,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf
12,River (feat. Ed Sheeran),Eminem,756209,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
13,44 More,Logic,747900,https://open.spotify.com/track/6iyp6udVpLuq3MCUulZT4h
14,I Fall Apart,Post Malone,732378,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
15,"King's Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,717621,https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH
16,IDGAF,Dua Lipa,692813,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
17,Havana (feat. Young Thug),Camila Cabello,678719,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
18,Let You Down,NF,634682,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
19,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,633271,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
20,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,617669,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
21,Him & I (with Halsey),G-Eazy,610992,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4
22,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,587832,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
23,Ric Flair Drip (& Metro Boomin),Offset,579980,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
24,Say Something (feat. Chris Stapleton),Justin Timberlake,576911,https://open.spotify.com/track/1LhMopPAallLeaeNutqbgS
25,Never Be the Same,Camila Cabello,560450,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
