,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,rockstar,Post Malone,1927773,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
2,Havana,Camila Cabello,1178627,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
3,Too Good At Goodbyes,Sam Smith,1053022,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
4,Gucci Gang,Lil Pump,944202,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
5,Wolves,Selena Gomez,897681,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
6,What Lovers Do (feat. SZA),Maroon 5,887752,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
7,Ghostface Killers,21 Savage,849692,https://open.spotify.com/track/5u6vkDnOyaf8LsteDAj2ub
8,Silence,Marshmello,787954,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
9,1-800-273-8255,Logic,754470,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
10,Let You Down,NF,739330,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
11,New Rules,Dua Lipa,738150,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
12,Perfect,Ed Sheeran,719479,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
13,Bank Account,21 Savage,696794,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
14,Dusk Till Dawn - Radio Edit,ZAYN,668854,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
15,MotorSport,Migos,665056,https://open.spotify.com/track/1YZfcVLbbJwfizR5cDOp3q
16,I Fall Apart,Post Malone,658558,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
17,Ric Flair Drip (& Metro Boomin),Offset,632867,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
18,Sorry Not Sorry,Demi Lovato,630406,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
19,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,628708,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
20,XO Tour Llif3,Lil Uzi Vert,620587,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
21,Unforgettable,French Montana,601741,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
22,Bodak Yellow,Cardi B,593382,https://open.spotify.com/track/2771LMNxwf62FTAdpJMQfM
23,Plain Jane,A$AP Ferg,563587,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
24,Pray,Sam Smith,538705,https://open.spotify.com/track/7DsX5K72fewVGb47qj7Tbg
25,Stargazing,Kygo,538085,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP
26,How Long,Charlie Puth,535525,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
27,Congratulations,Post Malone,528580,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
28,Young Dumb & Broke,Khalid,518874,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
29,I Get the Bag (feat. Migos),Gucci Mane,507964,https://open.spotify.com/track/1XRgIKC5TPwo7nWGyKqgG0
