,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,Sucker,Jonas Brothers,1732453,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO
2,7 rings,Ariana Grande,1500350,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
3,"break up with your girlfriend, i'm bored",Ariana Grande,1295272,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS
4,Wow.,Post Malone,1272375,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
5,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,1215691,https://open.spotify.com/track/7dbka99KTWke5o9hRp0JoB
6,MIDDLE CHILD,J. Cole,1214733,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
7,Shallow,Lady Gaga,1205289,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
8,Murder On My Mind,YNW Melly,1140545,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC
9,Going Bad (feat. Drake),Meek Mill,979873,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
10,Robbery,Juice WRLD,923875,https://open.spotify.com/track/44ShclXTOOnYtt5CnCDeGV
11,Look Back at It,A Boogie Wit da Hoodie,842574,https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8
12,Pure Water (with Migos),Mustard,821207,https://open.spotify.com/track/63cd4JkwGgYJrbOizbfmsp
13,Dancing With A Stranger (with Normani),Sam Smith,807899,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
14,Talk,Khalid,778292,https://open.spotify.com/track/0rTV5WefWd1J3OwIheTzxM
15,"I CanÅft Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",benny blanco,766120,https://open.spotify.com/track/1WSGTYKLEpKfNQYYW5Oymt
16,SICKO MODE,Travis Scott,757724,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
17,i'm so tired...,Lauv,741976,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI
18,bury a friend,Billie Eilish,739128,https://open.spotify.com/track/4NzMOnvSJVNKF7nw5NkXIP
19,Happier,Marshmello,729790,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
20,Without Me,Halsey,729359,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
21,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,710040,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6
22,"thank u, next",Ariana Grande,698260,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
23,Thotiana,Blueface,697770,https://open.spotify.com/track/3oh6SCCeLuXhFpEyepla6G
24,Drip Too Hard (Lil Baby & Gunna),Lil Baby,640458,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
25,Eastside (with Halsey & Khalid),benny blanco,623733,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
26,Please Me,Cardi B,606128,https://open.spotify.com/track/0PG9fbaaHFHfre2gUVo7AN
27,ZEZE (feat. Travis Scott & Offset),Kodak Black,605610,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z
28,a lot,21 Savage,603209,https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d
29,I,Lil Skies,574215,https://open.spotify.com/track/4ZT9FnbFu1PaBfV3itxiqT
30,Mo Bamba,Sheck Wes,556315,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr
31,Who Do You Love,The Chainsmokers,538100,https://open.spotify.com/track/11cDEev79fPKi6uJCjUhu8
32,Let Me Down Slowly,Alec Benjamin,535994,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
33,High Hopes,Panic! At The Disco,528925,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
34,Red Room,Offset,518574,https://open.spotify.com/track/4TWflhgevIGo448fWc6mQq
35,Better Now,Post Malone,515039,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
36,Nights Like This (feat. Ty Dolla $ign),Kehlani,514825,https://open.spotify.com/track/6ZRuF2n1CQxyxxAAWsKJOy
37,Lucid Dreams,Juice WRLD,508299,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
38,Better,Khalid,507720,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
39,Don't Call Me Up,Mabel,489993,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
40,wish you were gay,Billie Eilish,477721,https://open.spotify.com/track/4txc3txsIt81diMzGhrVPS
41,Giant (with Rag'n'Bone Man),Calvin Harris,474923,https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd
42,Saturday Nights,Khalid,473779,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8
43,Girls Need Love (with Drake) - Remix,Summer Walker,471377,https://open.spotify.com/track/0mfCH4nfpshBQR9ueZP5eP
44,Hear Me Calling,Juice WRLD,467090,https://open.spotify.com/track/5UYK9MervBCROg8AHNeEIy
45,Legacy (feat. Travis Scott & 21 Savage),Offset,466187,https://open.spotify.com/track/7pMRoGLEJuFM2wl5pt0R99
46,Sweet but Psycho,Ava Max,464495,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
47,Youngblood,5 Seconds of Summer,459899,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
48,Nonstop,Drake,459693,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
49,Mixed Personalities (feat. Kanye West),YNW Melly,454695,https://open.spotify.com/track/6vWEAOUSxohKxhp0K1BsxL
50,Bohemian Rhapsody - Remastered 2011,Queen,448623,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
51,Taste (feat. Offset),Tyga,423496,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
52,Con Calma,Daddy Yankee,415840,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
53,Be Alright,Dean Lewis,410961,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
54,Leave Me Alone,Flipp Dinero,410804,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g
55,Faucet Failure,Ski Mask The Slump God,407692,https://open.spotify.com/track/1ThmUihH9dF8EV08ku5AXN
56,Startender (feat. Offset and Tyga),A Boogie Wit da Hoodie,404369,https://open.spotify.com/track/0jAfdqv18goRTUxm3ilRjb
57,Armed And Dangerous,Juice WRLD,401465,https://open.spotify.com/track/5wujBwqG7INdStqGd4tRMX
58,SAD!,XXXTENTACION,399685,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
59,Splashin,Rich The Kid,397330,https://open.spotify.com/track/79OEIr4J4FHV0O3KrhaXRb
60,No Stylist (feat. Drake),French Montana,395579,https://open.spotify.com/track/04MLEeAMuV9IlHEsD8vF6A
61,MIA (feat. Drake),Bad Bunny,390089,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
62,Last Hurrah,Bebe Rexha,389575,https://open.spotify.com/track/0i0wnv9UoFdZ5MfuFGQzMy
63,rockstar (feat. 21 Savage),Post Malone,389101,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
64,needy,Ariana Grande,388959,https://open.spotify.com/track/1TEL6MlSSVLSdhOSddidlJ
65,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,388093,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
66,NASA,Ariana Grande,381287,https://open.spotify.com/track/4SPu0Ql902hTVXkBoNIYtq
67,Almost (Sweet Music),Hozier,380727,https://open.spotify.com/track/6UTmrvq4nRmx1iQ6iMd1FD
68,Whip (feat. Travis Scott),2 Chainz,378181,https://open.spotify.com/track/6Z4rmc0uujCpl8yXe3yjgI
69,Wake Up in the Sky,Gucci Mane,377037,https://open.spotify.com/track/2G1tXoGBaEMJ7FKGnkf6ud
70,when the party's over,Billie Eilish,376308,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
71,lovely,Billie Eilish,375308,https://open.spotify.com/track/1NJcg626wLln4pGHpiV7mf
72,Noticed,Lil Mosey,371580,https://open.spotify.com/track/6JQvHMSaR8flFsN53ypOfP
73,bad idea,Ariana Grande,367421,https://open.spotify.com/track/7EQpvVujgytLVY8vKiDHAg
