,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,rockstar,Post Malone,1726296,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
2,Havana,Camila Cabello,1097932,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
3,Gucci Gang,Lil Pump,1059527,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
4,Wolves,Selena Gomez,890393,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
5,Too Good At Goodbyes,Sam Smith,821413,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
6,Perfect,Ed Sheeran,794552,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
7,What Lovers Do (feat. SZA),Maroon 5,785498,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
8,Ric Flair Drip (& Metro Boomin),Offset,749226,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
9,Silence,Marshmello,731892,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
10,Plain Jane,A$AP Ferg,725420,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
11,Let You Down,NF,700181,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
12,1-800-273-8255,Logic,689204,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
13,New Rules,Dua Lipa,684415,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
14,Bank Account,21 Savage,670459,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
15,I Fall Apart,Post Malone,667683,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
16,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,657108,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
17,Walk On Water (feat. Beyonc?),Eminem,614023,https://open.spotify.com/track/5b2QnYcT9rQIkhRWt4HztQ
18,XO Tour Llif3,Lil Uzi Vert,606290,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
19,No Limit,G-Eazy,599705,https://open.spotify.com/track/2Xqd0wUttjueBfdcltADOv
20,Wanted You (feat. Lil Uzi Vert),NAV,599571,https://open.spotify.com/track/790MhTXPFrYkrqCKvpg4t1
21,MotorSport,Migos,582741,https://open.spotify.com/track/1YZfcVLbbJwfizR5cDOp3q
