,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,Se?orita,Shawn Mendes,2628666,https://open.spotify.com/track/0TK2YIli7K1leLovkQiNik
2,Money In The Grave (Drake ft. Rick Ross),Drake,2011638,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
3,Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,1592815,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
4,Beautiful People (feat. Khalid),Ed Sheeran,1583433,https://open.spotify.com/track/4evmHXcjt3bTUHD1cvny97
5,I Don't Care (with Justin Bieber),Ed Sheeran,1453286,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns
6,bad guy,Billie Eilish,1350103,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
7,Panini,Lil Nas X,1288223,https://open.spotify.com/track/6fTt0CH2t0mdeB2N9XFG5r
8,Ransom,Lil Tecca,1124097,https://open.spotify.com/track/1kBbgxAUc4HQv7cgIayIDH
9,One Thing Right,Marshmello,1114577,https://open.spotify.com/track/4hPpVbbakQNv8YTHYaOJP4
10,You Need To Calm Down,Taylor Swift,1090662,https://open.spotify.com/track/29fRTIKsJhLUJoldM89GZS
11,No Guidance (feat. Drake),Chris Brown,975364,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
12,If I Can't Have You,Shawn Mendes,917938,https://open.spotify.com/track/6LsAAHotRLMOHfCsSfYCsz
13,The London (feat. J. Cole & Travis Scott),Young Thug,883260,https://open.spotify.com/track/7DcvwMAiqKJQD1rrdfxSDx
14,Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,872362,https://open.spotify.com/track/543bCW2ruMPmxUBWirQ3MR
15,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,871653,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
16,Don't Check On Me (feat. Justin Bieber & Ink),Chris Brown,869130,https://open.spotify.com/track/7ILEWkpfdK6AjH2D7jppWk
17,It's You,Ali Gatie,859580,https://open.spotify.com/track/6moU77g9RQyMzHNuKEaQKq
18,Truth Hurts,Lizzo,845318,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh
