,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,Better Now,Post Malone,1647585,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
2,Nice For What,Drake,1353723,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
3,I Like It,Cardi B,1243069,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
4,All Mine,Kanye West,1197488,https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF
5,Lucid Dreams,Juice WRLD,1183938,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc
6,Back To You,Selena Gomez,1094706,https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9
7,I'm Upset,Drake,1090675,https://open.spotify.com/track/54oMZ3blwWwuPN4wEoG5mk
8,Girls Like You (feat. Cardi B),Maroon 5,1039156,https://open.spotify.com/track/6FRLCMO5TUHTexlWo8ym1W
9,Yes Indeed,Lil Baby,1011729,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
10,Yikes,Kanye West,980837,https://open.spotify.com/track/2r4JRwcbIeuAzWjH4YXlLs
11,Body,Loud Luxury,974297,https://open.spotify.com/track/43V1z6QToNNWNldV4FEG6r
12,Reborn,KIDS SEE GHOSTS,930026,https://open.spotify.com/track/4RVbK6cV0VqWdpCDcx3hiT
13,Psycho (feat. Ty Dolla $ign),Post Malone,929823,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
14,This Is America,Childish Gambino,916007,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
15,One Kiss (with Dua Lipa),Calvin Harris,902092,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
16,Taste (feat. Offset),Tyga,892149,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
17,no tears left to cry,Ariana Grande,878578,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
18,God's Plan,Drake,819613,https://open.spotify.com/track/6T8cJz5lAqGer9GUHGyelE
19,Look Alive (feat. Drake),BlocBoy JB,807327,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
20,Youngblood,5 Seconds of Summer,802258,https://open.spotify.com/track/55S2PQgSMYAhgoTCcGCDfw
21,4th Dimension,KIDS SEE GHOSTS,797603,https://open.spotify.com/track/6JyEh4kl9DLwmSAoNDRn5b
22,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,736856,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
23,Feel The Love,KIDS SEE GHOSTS,722923,https://open.spotify.com/track/3aUFrxO1B8EW63QchEl3wX
24,Jackie Chan,Ti?sto,710545,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
25,Ghost Town,Kanye West,702471,https://open.spotify.com/track/6Bg7MznA9X0dIhlAsLyBYj
26,Playinwitme (feat. Kehlani),KYLE,702398,https://open.spotify.com/track/4F1yvJfQ7gJkrcgFJQDjOr
27,OTW,Khalid,702200,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
28,rockstar (feat. 21 Savage),Post Malone,690076,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
29,lovely (with Khalid),Billie Eilish,636706,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
30,Fire,KIDS SEE GHOSTS,631371,https://open.spotify.com/track/7oHkit3F3vimtsBbnZkU0G
31,Nevermind,Dennis Lloyd,618725,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
32,Plug Walk,Rich The Kid,615265,https://open.spotify.com/track/6mAz8D1TmlTuef90dbNIiZ
33,Kids See Ghosts,KIDS SEE GHOSTS,613696,https://open.spotify.com/track/2I3dW2dCBZAJGj5X21E53k
34,Ball For Me (feat. Nicki Minaj),Post Malone,608320,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa
35,Solo (feat. Demi Lovato),Clean Bandit,607004,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
36,Love Lies (with Normani),Khalid,599505,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
