,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,rockstar,Post Malone,1517801,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
2,Havana,Camila Cabello,1018882,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
3,Gucci Gang,Lil Pump,853775,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
4,All I Want for Christmas Is You,Mariah Carey,841666,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
5,Perfect Duet (Ed Sheeran & Beyonc?),Ed Sheeran,753038,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
6,Wolves,Selena Gomez,740789,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
7,Ric Flair Drip (& Metro Boomin),Offset,689626,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
8,Silence,Marshmello,689561,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
9,Him & I,G-Eazy,679639,https://open.spotify.com/track/3YU6vJbjYUG0tiJyXf9x5V
10,Perfect,Ed Sheeran,667129,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
11,Let You Down,NF,667049,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
12,New Rules,Dua Lipa,659265,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
13,Too Good At Goodbyes,Sam Smith,613572,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
14,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,610447,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
15,What Lovers Do (feat. SZA),Maroon 5,603953,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
16,I Fall Apart,Post Malone,599093,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
17,XO Tour Llif3,Lil Uzi Vert,598230,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
18,Bank Account,21 Savage,586279,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
19,Unforgettable,French Montana,564516,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
20,Plain Jane,A$AP Ferg,553137,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
21,No Limit,G-Eazy,547032,https://open.spotify.com/track/2Xqd0wUttjueBfdcltADOv
22,HUMBLE.,Kendrick Lamar,540545,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
23,MotorSport,Migos,530493,https://open.spotify.com/track/1YZfcVLbbJwfizR5cDOp3q
24,Candy Paint,Post Malone,520400,https://open.spotify.com/track/42CeaId2XNlxugDvyqHfDf
25,Congratulations,Post Malone,519630,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
26,1-800-273-8255,Logic,512799,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
27,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,511019,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
