,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,1963036,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
2,bad guy,Billie Eilish,1496124,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
3,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,1494023,https://open.spotify.com/track/4Sib57MmYGJzSvkW84jTwh
4,Old Town Road,Lil Nas X,1455416,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
5,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,990361,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
6,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,884619,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6
7,SOS,Avicii,815176,https://open.spotify.com/track/6nDKrPlXdpomGBgAlO7UdP
8,Wow.,Post Malone,809940,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
9,MIDDLE CHILD,J. Cole,798183,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
10,7 rings,Ariana Grande,779441,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
11,Talk (feat. Disclosure),Khalid,776258,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq
12,Sucker,Jonas Brothers,762422,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO
13,Going Bad (feat. Drake),Meek Mill,749909,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
14,Sanguine Paradise,Lil Uzi Vert,721409,https://open.spotify.com/track/3XiNC94b4Tq1xwv70sQJGN
15,Boy With Luv (feat. Halsey),BTS,695328,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
16,Pure Water (with Migos),Mustard,675697,https://open.spotify.com/track/63cd4JkwGgYJrbOizbfmsp
17,bury a friend,Billie Eilish,656758,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF
18,Murder On My Mind,YNW Melly,645497,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC
19,Shallow,Lady Gaga,639245,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
20,Pop Out (feat. Lil Tjay),Polo G,601941,https://open.spotify.com/track/5AjINjwKyRvQJhSe2zpPHi
21,when the party's over,Billie Eilish,570424,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
22,wish you were gay,Billie Eilish,569929,https://open.spotify.com/track/3Fj47GNK2kUF0uaEDgXLaD
23,Truth Hurts,Lizzo,559678,https://open.spotify.com/track/4HFpIAtiojlAuYNmITpYGn
24,Here With Me,Marshmello,559484,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac
25,"break up with your girlfriend, i'm bored",Ariana Grande,553080,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS
26,Happier,Marshmello,542706,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
27,Power is Power (feat. The Weeknd & Travis Scott),SZA,534138,https://open.spotify.com/track/4cbdPT6uaBOgOQe3fLMofl
28,Freaky,Tory Lanez,533291,https://open.spotify.com/track/0NJp8GyCOWnQh71xKSPfuV
29,Without Me,Halsey,532632,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
30,Floating (feat. 21 Savage),ScHoolboy Q,532051,https://open.spotify.com/track/4NN6N5TxBO5k9uqu0W4gfQ
31,Earth,Lil Dicky,528872,https://open.spotify.com/track/2S1LebN6AXXQqJolBxlWgO
32,Eastside (with Halsey & Khalid),benny blanco,525214,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
33,CHopstix (feat. Travis Scott),ScHoolboy Q,509182,https://open.spotify.com/track/2EGtBS7Ws3ajiSkJLviFJ4
34,Better,Khalid,508563,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
35,Don't Call Me Up,Mabel,506764,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
36,SICKO MODE,Travis Scott,498047,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
37,Dancing With A Stranger (with Normani),Sam Smith,496750,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
38,Look Back at It,A Boogie Wit da Hoodie,490883,https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8
39,Mixed Personalities (feat. Kanye West),YNW Melly,479359,https://open.spotify.com/track/6vWEAOUSxohKxhp0K1BsxL
40,Robbery,Juice WRLD,476006,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
41,Light It Up (with Tyga & Chris Brown),Marshmello,464775,https://open.spotify.com/track/4Q8aDd3H6LF8t4eY7So9O8
42,Faucet Failure,Ski Mask The Slump God,461682,https://open.spotify.com/track/1ThmUihH9dF8EV08ku5AXN
43,"thank u, next",Ariana Grande,460476,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
44,Who Do You Love,The Chainsmokers,452605,https://open.spotify.com/track/5QiNbIilmMiMBXvaAlf7lN
45,lovely,Billie Eilish,445356,https://open.spotify.com/track/1NJcg626wLln4pGHpiV7mf
46,Paradise,Bazzi,443997,https://open.spotify.com/track/7njKgVl3AnLflRad38o7AG
47,Sweet but Psycho,Ava Max,443379,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
48,High Hopes,Panic! At The Disco,438950,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
49,Outta My Head (with John Mayer),Khalid,438529,https://open.spotify.com/track/09oZ9eXQ2fo6YDrPzJqAoP
50,Saturday Nights,Khalid,437424,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8
51,Kill This Love,BLACKPINK,427233,https://open.spotify.com/track/4pUCKHjJ4Ijewc37rRrvHn
52,Drip Too Hard (Lil Baby & Gunna),Lil Baby,423859,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
53,Better Now,Post Malone,414310,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
54,"Enzo (with Sheck Wes, feat. Offset, 21 Savage & Gucci Mane)",DJ Snake,412948,https://open.spotify.com/track/6mCqxnyOhr4tHMbRbQL4Yn
55,Walk Me Home,P!nk,410185,https://open.spotify.com/track/6jfEZdUJ2Yla6h7gTJgKuo
56,That's a Rack,Lil Uzi Vert,405342,https://open.spotify.com/track/4pCEIQ6wBVuaJdER5bALtO
57,all the good girls go to hell,Billie Eilish,400733,https://open.spotify.com/track/6IRdLKIyS4p7XNiP8r6rsx
58,Be Alright,Dean Lewis,399373,https://open.spotify.com/track/2H4gf1wLxvYreMj1jcaN0k
59,you should see me in a crown,Billie Eilish,395459,https://open.spotify.com/track/3XF5xLJHOQQRbWya6hBp7d
60,i'm so tired...,Lauv,394986,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI
61,Lucid Dreams,Juice WRLD,394631,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
62,my strange addiction,Billie Eilish,388907,https://open.spotify.com/track/3Tc57t9l2O8FwQZtQOvPXK
63,Price On My Head (feat. The Weeknd),NAV,388697,https://open.spotify.com/track/4hqOmrCCJKyiuwDexd8c2t
64,ZEZE (feat. Travis Scott & Offset),Kodak Black,388105,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z
65,Let Me Down Slowly,Alec Benjamin,376040,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
66,a lot,21 Savage,372216,https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d
67,"Carry On (from the Original Motion Picture ""POK?MON Detective Pikachu"")",Kygo,371770,https://open.spotify.com/track/3y3brCCecHC3Db18aIOnny
68,Youngblood,5 Seconds of Summer,371647,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
69,Envy Me,Calboy,370341,https://open.spotify.com/track/05t7JMip6JrLuSrMV5yYjX
70,Mo Bamba,Sheck Wes,352316,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr
71,rockstar (feat. 21 Savage),Post Malone,347484,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
72,xanny,Billie Eilish,346224,https://open.spotify.com/track/4QIo4oxwzzafcBWkKjDpXY
73,Taste (feat. Offset),Tyga,345087,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
74,Clout (feat. Cardi B),Offset,340944,https://open.spotify.com/track/59ywHNwwchG4nZJMLyxSzd
75,I,Lil Skies,340941,https://open.spotify.com/track/4ZT9FnbFu1PaBfV3itxiqT
76,Sixteen,Ellie Goulding,339746,https://open.spotify.com/track/4PkIDTPGedm0enzdvilLNd
77,Con Calma,Daddy Yankee,339628,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
78,Racks in the Middle (feat. Roddy Ricch and Hit-Boy),Nipsey Hussle,330772,https://open.spotify.com/track/6ya8ejoKgw906Y8LWclqrp
79,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,330025,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
80,MONOPOLY (with Victoria Mon?t),Ariana Grande,328275,https://open.spotify.com/track/6tsOcBnaKgzK22yEiqRh8P
81,My Bad,Khalid,325014,https://open.spotify.com/track/2XKFnwB6djxrJCjR3PdeRb
82,I Like Me Better,Lauv,321698,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
83,3 Nights,Dominic Fike,321570,https://open.spotify.com/track/1tNJrcVe6gwLEiZCtprs1u
