,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,Wow.,Post Malone,1782464,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
2,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,1482073,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
3,"thank u, next",Ariana Grande,1191176,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
4,Going Bad (feat. Drake),Meek Mill,1187574,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
5,SICKO MODE,Travis Scott,1152391,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
6,Without Me,Halsey,996423,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
7,ZEZE (feat. Travis Scott & Offset),Kodak Black,993542,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z
8,Mo Bamba,Sheck Wes,846630,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr
9,Drip Too Hard (Lil Baby & Gunna),Lil Baby,785910,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
10,Happier,Marshmello,749888,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
11,Eastside (with Halsey & Khalid),benny blanco,682057,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
12,Better Now,Post Malone,650908,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
13,High Hopes,Panic! At The Disco,650654,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
14,Lucid Dreams,Juice WRLD,639794,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
15,Look Back at It,A Boogie Wit da Hoodie,638056,https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8
16,monster,21 Savage,626679,https://open.spotify.com/track/2FUNBaa5DwItJtYEBgAblU
17,Better,Khalid,617490,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
18,Leave Me Alone,Flipp Dinero,601605,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g
19,Saturday Nights,Khalid,592784,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8
20,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,592617,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
21,Nonstop,Drake,589618,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
22,imagine,Ariana Grande,583365,https://open.spotify.com/track/0todbbT9g5uQGbeFCiBf2F
23,MIA (feat. Drake),Bad Bunny,574817,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
24,Startender (feat. Offset and Tyga),A Boogie Wit da Hoodie,544414,https://open.spotify.com/track/0jAfdqv18goRTUxm3ilRjb
25,I Like It,Cardi B,539451,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
26,KIKA,6ix9ine,539423,https://open.spotify.com/track/6Gy7rXB6Ku5vIWC7WGWsl3
27,SAD!,XXXTENTACION,531808,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
28,Shallow,Lady Gaga,528557,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
29,Taste (feat. Offset),Tyga,523087,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
30,God's Plan,Drake,519489,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
31,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,517494,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
32,Youngblood,5 Seconds of Summer,512018,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
33,rockstar (feat. 21 Savage),Post Malone,510824,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
34,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,500863,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF
35,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,497135,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
36,Girls Like You (feat. Cardi B),Maroon 5,493019,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
37,Sweet but Psycho,Ava Max,490502,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
38,a lot,21 Savage,483918,https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d
39,No Stylist (feat. Drake),French Montana,477117,https://open.spotify.com/track/04MLEeAMuV9IlHEsD8vF6A
40,when the party's over,Billie Eilish,470413,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
41,In My Feelings,Drake,468452,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
42,whoa (mind in awe),XXXTENTACION,451789,https://open.spotify.com/track/7pdF27mSDuPWhppnHAmWHa
43,Wake Up in the Sky,Gucci Mane,448502,https://open.spotify.com/track/2G1tXoGBaEMJ7FKGnkf6ud
44,Body (feat. brando),Loud Luxury,433414,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
45,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,426676,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6
46,Psycho (feat. Ty Dolla $ign),Post Malone,423684,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
47,Moonlight,XXXTENTACION,420856,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
48,Money,Cardi B,411936,https://open.spotify.com/track/2GGMabyHXnJmjY6CXhhB2e
