,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,Wow.,Post Malone,1780762,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
2,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,1749717,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
3,Going Bad (feat. Drake),Meek Mill,1321915,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
4,Lost in the Fire,Gesaffelstein,1278705,https://open.spotify.com/track/7wFybC8jBH3zE139OpCtpG
5,Without Me,Halsey,1148645,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
6,SICKO MODE,Travis Scott,1134340,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
7,"thank u, next",Ariana Grande,1030230,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
8,Dancing With A Stranger (with Normani),Sam Smith,978502,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
9,ZEZE (feat. Travis Scott & Offset),Kodak Black,977437,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z
10,Drip Too Hard (Lil Baby & Gunna),Lil Baby,956473,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
11,Look Back at It,A Boogie Wit da Hoodie,913664,https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8
12,Mo Bamba,Sheck Wes,893725,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr
13,High Hopes,Panic! At The Disco,887504,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
14,Happier,Marshmello,771317,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
15,Saturday Nights,Khalid,756376,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8
16,Leave Me Alone,Flipp Dinero,736086,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g
17,Eastside (with Halsey & Khalid),benny blanco,734773,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
18,Startender (feat. Offset and Tyga),A Boogie Wit da Hoodie,662037,https://open.spotify.com/track/0jAfdqv18goRTUxm3ilRjb
19,Better,Khalid,658247,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
20,Better Now,Post Malone,657540,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
21,Shallow,Lady Gaga,639176,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
22,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,621936,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
23,KIKA,6ix9ine,612604,https://open.spotify.com/track/6Gy7rXB6Ku5vIWC7WGWsl3
24,Nonstop,Drake,601591,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
25,monster,21 Savage,589685,https://open.spotify.com/track/2FUNBaa5DwItJtYEBgAblU
26,No Stylist (feat. Drake),French Montana,582624,https://open.spotify.com/track/04MLEeAMuV9IlHEsD8vF6A
27,Lucid Dreams,Juice WRLD,577234,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
28,Giant (with Rag'n'Bone Man),Calvin Harris,572346,https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd
29,Taste (feat. Offset),Tyga,559980,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
30,Youngblood,5 Seconds of Summer,559423,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
31,Sweet but Psycho,Ava Max,543428,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
32,when the party's over,Billie Eilish,543091,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
33,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,542794,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6
34,MIA (feat. Drake),Bad Bunny,536818,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
35,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,532782,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
36,SAD!,XXXTENTACION,519078,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
37,Wake Up in the Sky,Gucci Mane,510318,https://open.spotify.com/track/2G1tXoGBaEMJ7FKGnkf6ud
38,Butterfly Doors,Lil Pump,500745,https://open.spotify.com/track/4NdXQlDTzxbOMkzJGWFtz3
39,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,493607,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
40,a lot,21 Savage,488118,https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d
41,Crushed Up,Future,483134,https://open.spotify.com/track/7AYuSG1LoaaFVKjOxsB6Vh
42,Money,Cardi B,464731,https://open.spotify.com/track/2GGMabyHXnJmjY6CXhhB2e
43,rockstar (feat. 21 Savage),Post Malone,463112,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
44,Space Cadet (feat. Gunna),Metro Boomin,460354,https://open.spotify.com/track/1fewSx2d5KIZ04wsooEBOz
45,Splashin,Rich The Kid,458884,https://open.spotify.com/track/79OEIr4J4FHV0O3KrhaXRb
46,Hope,The Chainsmokers,456263,https://open.spotify.com/track/4BiiOzZCrXEzHRLYcYFiD5
47,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,453226,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF
48,imagine,Ariana Grande,450610,https://open.spotify.com/track/0todbbT9g5uQGbeFCiBf2F
49,Noticed,Lil Mosey,445112,https://open.spotify.com/track/6JQvHMSaR8flFsN53ypOfP
50,Armed And Dangerous,Juice WRLD,436923,https://open.spotify.com/track/5wujBwqG7INdStqGd4tRMX
51,Girls Like You (feat. Cardi B),Maroon 5,435032,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
52,Body (feat. brando),Loud Luxury,430992,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
53,I Like It,Cardi B,426557,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
