,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,Dance Monkey,Tones And I,1715365,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
2,The Box,Roddy Ricch,1496556,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
3,ROXANNE,Arizona Zervas,1494734,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
4,Circles,Post Malone,1183668,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
5,Falling,Trevor Daniel,1043956,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
6,Blinding Lights,The Weeknd,981135,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
7,Memories,Maroon 5,913554,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
8,My Oh My (feat. DaBaby),Camila Cabello,863399,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
9,Don't Start Now,Dua Lipa,861070,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
10,Someone You Loved,Lewis Capaldi,855186,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
11,Futsal Shuffle 2020,Lil Uzi Vert,812187,https://open.spotify.com/track/2Ec33AVlkTTq8BHFgBTdQs
12,everything i wanted,Billie Eilish,792264,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
13,HIGHEST IN THE ROOM (feat. ROSAL?A & Lil Baby) - REMIX,Travis Scott,790634,https://open.spotify.com/track/7h0d2h0fUmzbs7zeFigJPn
14,Bandit (with YoungBoy Never Broke Again),Juice WRLD,770130,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
15,BOP,DaBaby,742488,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
16,Adore You,Harry Styles,741674,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
17,Se?orita,Shawn Mendes,727475,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
18,OUT WEST (feat. Young Thug),JACKBOYS,725550,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw
19,Heartless,The Weeknd,723955,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU
20,GANG GANG,JACKBOYS,711691,https://open.spotify.com/track/6uJONCdr2rC65BNmCnTBWK
21,hot girl bummer,blackbear,691352,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
22,bad guy,Billie Eilish,681925,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
23,WHAT TO DO? (feat. Don Toliver),JACKBOYS,660371,https://open.spotify.com/track/4AO1XhrgJczQ9bNVxdfKQe
24,HIGHEST IN THE ROOM,Travis Scott,655251,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
25,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,654940,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
26,Watermelon Sugar,Harry Styles,626877,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
27,Lose You To Love Me,Selena Gomez,621863,https://open.spotify.com/track/1HfMVBKM75vxSfsQ5VefZ5
28,No Idea,Don Toliver,612551,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu
29,Had Enough (feat. Quavo & Offset),Don Toliver,599139,https://open.spotify.com/track/2jrAaawDRCn1JjeouxAyDN
30,Suicidal,YNW Melly,588440,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8
31,"10,000 Hours (with Justin Bieber)",Dan + Shay,565713,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
32,Ballin' (with Roddy Ricch),Mustard,564995,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
33,Lucid Dreams,Juice WRLD,559453,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
34,If the World Was Ending - feat. Julia Michaels,JP Saxe,544685,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
35,RITMO (Bad Boys For Life),Black Eyed Peas,538549,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
36,Ransom,Lil Tecca,538526,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
37,Beautiful People (feat. Khalid),Ed Sheeran,532185,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
38,Before You Go,Lewis Capaldi,514415,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
39,GATTI,JACKBOYS,505832,https://open.spotify.com/track/40mjsnRjCpycdUw3xhS20g
40,Money In The Grave (Drake ft. Rick Ross),Drake,505369,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
41,Truth Hurts,Lizzo,490171,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh
42,Old Town Road - Remix,Lil Nas X,485412,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
43,Ride It,Regard,484775,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
44,I Don't Care (with Justin Bieber),Ed Sheeran,479222,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
45,One Thing Right,Marshmello,474285,https://open.spotify.com/track/4hPpVbbakQNv8YTHYaOJP4
46,Lalala,Y2K,471940,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
47,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,467325,https://open.spotify.com/track/07Oz5StQ7GRoygNLaXs2pd
48,Woah,Lil Baby,465333,https://open.spotify.com/track/598yNsG1JFrGd4n2kMoz7F
49,Robbery,Juice WRLD,443620,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
50,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,439195,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk
51,July,Noah Cyrus,434736,https://open.spotify.com/track/5a6pdCHlWS2ekOOQ70QnAr
52,Goodbyes (Feat. Young Thug),Post Malone,431254,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
53,Trampoline,SHAED,426757,https://open.spotify.com/track/4HBvwhhYo7YiYXkUDrOHzS
54,Wow.,Post Malone,421263,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg
55,Yellow Hearts,Ant Saunders,420706,https://open.spotify.com/track/2W4yABdLc4Jnds67Poi5Nl
56,VIBEZ,DaBaby,416251,https://open.spotify.com/track/0fySG6A6qLE8IvDpayb5bM
57,Stuck In A Dream (feat. Gunna),Lil Mosey,411394,https://open.spotify.com/track/7iHHxY2NLlJRAmlAmC4ahQ
58,VALENTINO,24kGoldn,388910,https://open.spotify.com/track/6piAUJJQFD8oHDUr0b7l7q
59,Suge,DaBaby,384661,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB
60,223's (feat. 9lokknine),YNW Melly,381763,https://open.spotify.com/track/29ZXwWOOLz9t5fa3eT3i7T
61,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,377342,https://open.spotify.com/track/7CZyCXKG6d5ALeq41sLzbw
62,7 rings,Ariana Grande,375278,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
63,How Do You Sleep?,Sam Smith,373195,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
64,Shallow,Lady Gaga,372559,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
65,It's You,Ali Gatie,367445,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
66,Happier,Marshmello,365179,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
67,SICKO MODE,Travis Scott,362326,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
68,LOYAL (feat. Drake),PARTYNEXTDOOR,362138,https://open.spotify.com/track/5bvnqVuq7UFl0txSlHpsfS
69,Hate Me (with Juice WRLD),Ellie Goulding,359992,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE
70,when the party's over,Billie Eilish,357951,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
71,Falling,Harry Styles,355118,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
72,Sucker,Jonas Brothers,354296,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
73,Pop Out (feat. Lil Tjay),Polo G,347602,https://open.spotify.com/track/6uFn47ACjqYkc0jADwEdj1
74,Going Bad (feat. Drake),Meek Mill,342756,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
75,MIDDLE CHILD,J. Cole,342035,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
76,Hot (Remix) [feat. Gunna and Travis Scott],Young Thug,341230,https://open.spotify.com/track/4ea9w8c4ROqiZpJVhfBA3m
77,Camelot,NLE Choppa,337448,https://open.spotify.com/track/4sWuPniHClkInYAnzXAYUF
78,Up All Night,Khalid,336517,https://open.spotify.com/track/1mpD5Q8IM32I4bF6eCpU74
79,Start Wit Me (feat. Gunna),Roddy Ricch,332363,https://open.spotify.com/track/7A20WnLkjtZU2d7hIB6Ziu
80,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,328123,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6
81,You Need To Calm Down,Taylor Swift,325903,https://open.spotify.com/track/6RRNNciQGZEXnqk8SQ9yv5
82,Eastside (with Halsey & Khalid),benny blanco,325444,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
83,No Guidance (feat. Drake),Chris Brown,323479,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
84,The London (feat. J. Cole & Travis Scott),Young Thug,322743,https://open.spotify.com/track/3s4mrPrEFFPF0LmAfutW0n
85,rockstar (feat. 21 Savage),Post Malone,322325,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
86,Panini,Lil Nas X,321654,https://open.spotify.com/track/1000nHvUdawXuUHgBod4Wv
87,Into the Unknown,Idina Menzel,320376,https://open.spotify.com/track/3Z0oQ8r78OUaHvGPiDBR3W
88,I'm Not Alright,Loud Luxury,320376,https://open.spotify.com/track/4otVP2TcJliXWq2GjkvWkR
89,Death,Trippie Redd,314135,https://open.spotify.com/track/3Kd6Wp3lG5HXMB2dlvuy7y
90,Higher Love,Kygo,312849,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
91,Ayy Macarena,Tyga,310426,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX
92,Hop Off A Jet (feat. Travis Scott),Young Thug,310103,https://open.spotify.com/track/3RZftiuTcLOqpsd8ZlwNhr
93,Lights Up,Harry Styles,304858,https://open.spotify.com/track/4jAIqgrPjKLTY9Gbez25Qb
94,Roses - Imanbek Remix,SAINt JHN,304103,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
95,Lose Control,MEDUZA,301650,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
96,Graveyard,Halsey,298522,https://open.spotify.com/track/6V9fHiv84WlVTg7CSnIVY2
97,GOODMORNINGTOKYO!,TOKYOÅfS REVENGE,297980,https://open.spotify.com/track/0Q2n5yzl2XRqYbV77tZNYp
98,Without Me,Halsey,297618,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
99,lovely (with Khalid),Billie Eilish,297083,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
100,Murder On My Mind,YNW Melly,291599,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC
101,TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,291153,https://open.spotify.com/track/2FvD20Z8aoWIePi7PoN8sG
102,Somebody,Internet Money,290233,https://open.spotify.com/track/735RSTb2xbtWbDtKD9XDYi
103,Nice To Meet Ya,Niall Horan,287958,https://open.spotify.com/track/3cphb8kdsjElYR7r5icK3H
104,Better Now,Post Malone,287697,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
105,Youngblood,5 Seconds of Summer,287215,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
106,Legends,Juice WRLD,286602,https://open.spotify.com/track/1Knctxx9vGZxpZfF66BIEa
107,Family,The Chainsmokers,285205,https://open.spotify.com/track/3TKpJrY9q49Mj1JOsM9zGL
108,High Hopes,Panic! At The Disco,284493,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
109,Drip Too Hard (Lil Baby & Gunna),Lil Baby,282929,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
110,F.N,Lil Tjay,281563,https://open.spotify.com/track/0RLLvYBopDwooCyvnTwgYu
111,Talk (feat. Disclosure),Khalid,281003,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq
112,Tip Toe (feat. A Boogie Wit da Hoodie),Roddy Ricch,280706,https://open.spotify.com/track/6ztvsy3C6hPjVg9j4x1XKJ
113,Only Human,Jonas Brothers,280443,https://open.spotify.com/track/0DiDStADDVh3SvAsoJAFMk
114,God's Plan,Drake,279708,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
115,Good as Hell,Lizzo,279235,https://open.spotify.com/track/3Yh9lZcWyKrK9GjbhuS0hR
116,JACKBOYS,JACKBOYS,276591,https://open.spotify.com/track/62zKJrpbLxz6InR3tGyr7o
117,The Git Up,Blanco Brown,276508,https://open.spotify.com/track/2KKijf6Ett4kmVNJze2roh
118,Lover (Remix) [feat. Shawn Mendes],Taylor Swift,276353,https://open.spotify.com/track/3i9UVldZOE0aD0JnyfAZZ0
119,SAD!,XXXTENTACION,275714,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
120,Look At Her Now,Selena Gomez,275013,https://open.spotify.com/track/4yI3HpbSFSgFZtJP2kDe5m
121,SUGAR,BROCKHAMPTON,273990,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA
122,Own It (feat. Ed Sheeran & Burna Boy),Stormzy,272980,https://open.spotify.com/track/4QPEwDdOMhY7rNS05mTyMR
123,All Girls Are The Same,Juice WRLD,272336,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
124,Heartless (feat. Morgan Wallen),Diplo,271562,https://open.spotify.com/track/0rFQ5cKYJ9WtHSKp9sxVYt
125,Say So,Doja Cat,271145,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
126,I Like Me Better,Lauv,270081,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
127,If I Can't Have You,Shawn Mendes,266921,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh
128,Dancing With A Stranger (with Normani),Sam Smith,266843,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
129,Pure Water (with Migos),Mustard,264988,https://open.spotify.com/track/3j84U36KvLeXNDPv4t5pI8
130,Behind Barz - Bonus,Drake,261897,https://open.spotify.com/track/4B7fTyj1FIPvP9tT5X3DnR
131,"thank u, next",Ariana Grande,261818,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
132,Shape of You,Ed Sheeran,259801,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
133,Mean It,Lauv,258707,https://open.spotify.com/track/3GRSqlALWISqLeNncZMbpX
134,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,255139,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
135,Don't Stop Believin',Journey,252162,https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue
136,Say You Won't Let Go,James Arthur,251828,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
137,Enemies (feat. DaBaby),Post Malone,251254,https://open.spotify.com/track/0Xek5rqai2jcOWCYWJfVCF
138,Let Me Know (I Wonder Why Freestyle),Juice WRLD,250765,https://open.spotify.com/track/3wwo0bJvDSorOpNfzEkfXx
