,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,Havana (feat. Young Thug),Camila Cabello,1286947,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
2,rockstar,Post Malone,1256489,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
3,River (feat. Ed Sheeran),Eminem,987658,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
4,Finesse - Remix; feat. Cardi B,Bruno Mars,891307,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
5,Never Be the Same,Camila Cabello,864695,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
6,No Limit,G-Eazy,857459,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW
7,Him & I (with Halsey),G-Eazy,825296,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4
8,Bartier Cardi (feat. 21 Savage),Cardi B,797009,https://open.spotify.com/track/75FDPwaULRdYDn4StFN2rT
9,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,753559,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
10,Wolves,Selena Gomez,746080,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
11,All The Stars (with SZA),Kendrick Lamar,737059,https://open.spotify.com/track/12SJpYZEdj4kzWZ8FPFg4Y
12,Let You Down,NF,730134,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
13,New Rules,Dua Lipa,666516,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
14,I Fall Apart,Post Malone,665126,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
15,Ric Flair Drip (& Metro Boomin),Offset,648164,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
16,Silence,Marshmello,634159,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
17,Perfect,Ed Sheeran,628937,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
18,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,601807,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
19,Real Friends,Camila Cabello,597787,https://open.spotify.com/track/3iq9nhbI8fcnNamxMft1uv
20,Codeine Dreaming (feat. Lil Wayne),Kodak Black,573734,https://open.spotify.com/track/4DTpngLjoHj5gFxEZFeD3J
21,What Lovers Do (feat. SZA),Maroon 5,554397,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
22,Perfect Duet (Ed Sheeran & Beyonc?),Ed Sheeran,551294,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
23,HUMBLE.,Kendrick Lamar,541727,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
24,Gucci Gang,Lil Pump,530655,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
25,XO Tour Llif3,Lil Uzi Vert,514986,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
26,MotorSport,Migos,511644,https://open.spotify.com/track/1YZfcVLbbJwfizR5cDOp3q
27,Bank Account,21 Savage,504512,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
