,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,cardigan,Taylor Swift,1791362,https://open.spotify.com/track/4R2kfaDFhslZEMJqAFNpdd
2,exile (feat. Bon Iver),Taylor Swift,1642219,https://open.spotify.com/track/4pvb0WLRcMtbPGmtejJJ6y
3,ROCKSTAR (feat. Roddy Ricch),DaBaby,1584048,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
4,the 1,Taylor Swift,1534295,https://open.spotify.com/track/0Jlcvv8IykzHaSmj49uNW8
5,POPSTAR (feat. Drake),DJ Khaled,1496398,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq
6,Savage Love (Laxed - Siren Beat),Jawsh 685,1411419,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
7,GREECE (feat. Drake),DJ Khaled,1331331,https://open.spotify.com/track/35RJhm1pEovTBwnNR0zWad
8,Roses - Imanbek Remix,SAINt JHN,1285850,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
9,the last great american dynasty,Taylor Swift,1214073,https://open.spotify.com/track/2Eeur20xVqfUoM3Q7EFPFt
10,Wishing Well,Juice WRLD,1208036,https://open.spotify.com/track/6o3QUC5oAE4g6WxRIFcZtb
11,my tears ricochet,Taylor Swift,1206834,https://open.spotify.com/track/1MgV7FIyNxIG7WzMRJV5HC
12,Watermelon Sugar,Harry Styles,1191229,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
13,Come & Go (with Marshmello),Juice WRLD,1129982,https://open.spotify.com/track/7y7w4tl4MaRC2UMEj1mPtr
14,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",Jack Harlow,1111096,https://open.spotify.com/track/2MbdDtCv5LUVjYy9RuGTgC
15,august,Taylor Swift,1091731,https://open.spotify.com/track/3hUxzQpSfdDqwM3ZTFQY0K
16,mirrorball,Taylor Swift,1034966,https://open.spotify.com/track/0ZNU020wNYvgW84iljPkPP
17,The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,1020437,https://open.spotify.com/track/1H7KnK26kc1YyellpbINEn
18,seven,Taylor Swift,1010991,https://open.spotify.com/track/6KJqZcs9XDgVck7Lg9QOTC
19,Blinding Lights,The Weeknd,996181,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
20,invisible string,Taylor Swift,962641,https://open.spotify.com/track/6VsvKPJ4xjVNKpI8VVZ3SV
21,this is me trying,Taylor Swift,953893,https://open.spotify.com/track/7kt9e9LFSpN1zQtYEl19o1
22,illicit affairs,Taylor Swift,917015,https://open.spotify.com/track/2NmsngXHeC1GQ9wWrzhOMf
23,betty,Taylor Swift,868786,https://open.spotify.com/track/5kI4eCXXzyuIUXjQra0Cxi
24,Only You Freestyle,Headie One,859486,https://open.spotify.com/track/4OENnoidV0h8gJV6bhrw7r
25,mad woman,Taylor Swift,846697,https://open.spotify.com/track/2QDyYdZyhlP2fp79KZX8Bi
26,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,818298,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
27,Blueberry Faygo,Lil Mosey,794838,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
28,epiphany,Taylor Swift,777417,https://open.spotify.com/track/08fa9LFcFBTcilB3iq2e2A
