,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,1900252,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
2,Homicide,Logic,1868493,https://open.spotify.com/track/0Lw6aQcBFWTQ9m4MSwwwes
3,If I Can't Have You,Shawn Mendes,1570533,https://open.spotify.com/track/6LsAAHotRLMOHfCsSfYCsz
4,bad guy,Billie Eilish,1463840,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
5,Old Town Road,Lil Nas X,1235216,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
6,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,1157585,https://open.spotify.com/track/4Sib57MmYGJzSvkW84jTwh
7,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,998466,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
8,SOS,Avicii,877286,https://open.spotify.com/track/6nDKrPlXdpomGBgAlO7UdP
9,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,840977,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6
10,Sucker,Jonas Brothers,812455,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO
11,Wow.,Post Malone,809745,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
12,7 rings,Ariana Grande,771679,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
13,MIDDLE CHILD,J. Cole,767790,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
14,Talk (feat. Disclosure),Khalid,767415,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq
15,Going Bad (feat. Drake),Meek Mill,743334,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
16,Sanguine Paradise,Lil Uzi Vert,682367,https://open.spotify.com/track/3XiNC94b4Tq1xwv70sQJGN
17,Boy With Luv (feat. Halsey),BTS,653752,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
18,Pure Water (with Migos),Mustard,651211,https://open.spotify.com/track/63cd4JkwGgYJrbOizbfmsp
19,Truth Hurts,Lizzo,649766,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh
20,Pop Out (feat. Lil Tjay),Polo G,648656,https://open.spotify.com/track/5AjINjwKyRvQJhSe2zpPHi
21,Shallow,Lady Gaga,616775,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
22,Here With Me,Marshmello,615941,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac
23,Murder On My Mind,YNW Melly,589200,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC
