,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,Follow God,Kanye West,1907581,https://open.spotify.com/track/2QpGZOhTCHHiKmpSO9FW4h
2,Lose You To Love Me,Selena Gomez,1879426,https://open.spotify.com/track/1HfMVBKM75vxSfsQ5VefZ5
3,HIGHEST IN THE ROOM,Travis Scott,1599520,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
4,Dance Monkey,Tones And I,1399958,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
5,Circles,Post Malone,1355391,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
6,Bandit (with YoungBoy Never Broke Again),Juice WRLD,1194503,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
7,On God,Kanye West,1167649,https://open.spotify.com/track/2SasoXZyv82yYgHiVOvxQn
8,Someone You Loved,Lewis Capaldi,1154022,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
9,Memories,Maroon 5,1070705,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
10,Closed On Sunday,Kanye West,1033206,https://open.spotify.com/track/3JWiDGQX2eTlFvKj3Yssj3
11,Selah,Kanye West,1013212,https://open.spotify.com/track/39JRmdKFka1Oe09FoOCPI4
12,Everything We Need,Kanye West,1004954,https://open.spotify.com/track/24bnCCysWnbNRNUT4LpHcP
13,Look At Her Now,Selena Gomez,997451,https://open.spotify.com/track/4yI3HpbSFSgFZtJP2kDe5m
14,hot girl bummer,blackbear,987701,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
15,"10,000 Hours (with Justin Bieber)",Dan + Shay,975078,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
16,Use This Gospel,Kanye West,879488,https://open.spotify.com/track/0oPOuDmmkVp3h6puekhs6P
17,Se?orita,Shawn Mendes,826035,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
18,Lalala,Y2K,746937,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
19,God Is,Kanye West,733879,https://open.spotify.com/track/6xRWoYwfwIKnT8bQGzKbxR
20,Ransom,Lil Tecca,731952,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO
21,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,731683,https://open.spotify.com/track/7CZyCXKG6d5ALeq41sLzbw
22,Water,Kanye West,729715,https://open.spotify.com/track/454Epa1vrCGFddHXKyC1kb
23,Every Hour,Kanye West,723017,https://open.spotify.com/track/1WnqWQcWcuQbVzgE7ecfCY
24,Stuck In A Dream (feat. Gunna),Lil Mosey,697815,https://open.spotify.com/track/5hDAT527wXWNBnJlujhuUs
25,Truth Hurts,Lizzo,688331,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh
26,bad guy,Billie Eilish,678644,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
27,Money In The Grave (Drake ft. Rick Ross),Drake,671696,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
28,Beautiful People (feat. Khalid),Ed Sheeran,662326,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
29,Hands On,Kanye West,659149,https://open.spotify.com/track/7r6aR2f57resC5r93LwMfK
30,Lights Up,Harry Styles,653938,https://open.spotify.com/track/2plLJpUcYPFrl1sW2pMG63
31,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,649887,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
32,Camelot,NLE Choppa,648646,https://open.spotify.com/track/4sWuPniHClkInYAnzXAYUF
33,Behind Barz - Bonus,Drake,646223,https://open.spotify.com/track/4B7fTyj1FIPvP9tT5X3DnR
34,Hot (feat. Gunna),Young Thug,642560,https://open.spotify.com/track/5Z8HZM6iQMhhqyPcCGY5g9
35,223's (feat. 9lokknine),YNW Melly,642239,https://open.spotify.com/track/4sjiIpEv617LDXaidKioOI
36,Goodbyes (Feat. Young Thug),Post Malone,637285,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
