,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"I Don't Care (with Justin Bieber)","Ed Sheeran",1649999,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns
2,"bad guy","Billie Eilish",1565540,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
3,"Old Town Road (feat. Billy Ray Cyrus) - Remix","Lil Nas X",1353941,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
4,"Someone You Loved","Lewis Capaldi",1234597,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
5,"You Need To Calm Down","Taylor Swift",1226554,https://open.spotify.com/track/29fRTIKsJhLUJoldM89GZS
6,"No Guidance (feat. Drake)","Chris Brown",1142065,https://open.spotify.com/track/7FEwp8BavoEVE3AnxJDchc
7,"Never Really Over","Katy Perry",1094985,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0
8,"Cross Me (feat. Chance the Rapper & PnB Rock)","Ed Sheeran",1063185,https://open.spotify.com/track/543bCW2ruMPmxUBWirQ3MR
9,"If I Can't Have You","Shawn Mendes",1037357,https://open.spotify.com/track/6LsAAHotRLMOHfCsSfYCsz
10,"Money In The Grave (Drake ft. Rick Ross)",Drake,976551,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
11,Easier,"5 Seconds of Summer",950483,https://open.spotify.com/track/4tNXntkAzQ5A2dfYRYGIIQ
12,Sucker,"Jonas Brothers",872170,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD
13,EARFQUAKE,"Tyler, The Creator",863040,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0
14,"Piece Of Your Heart",MEDUZA,858123,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
15,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",848720,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
16,"3 Nights","Dominic Fike",840102,https://open.spotify.com/track/1tNJrcVe6gwLEiZCtprs1u
17,"The London (feat. J. Cole & Travis Scott)","Young Thug",824093,https://open.spotify.com/track/7DcvwMAiqKJQD1rrdfxSDx
18,"Johnny Run Away","Tones And I",804773,https://open.spotify.com/track/0vHmuAr3iAuGBAqMmraa05
19,"SOS (feat. Aloe Blacc)",Avicii,782206,https://open.spotify.com/track/2x0RZdkZcD8QRI53XT4GI5
20,"Talk (feat. Disclosure)",Khalid,776540,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq
21,"Rescue Me",OneRepublic,749690,https://open.spotify.com/track/0mjAU3yKR1QnXnHtjGJqTM
22,Heaven,Avicii,687096,https://open.spotify.com/track/0vrmHPfoBadXVr2n0m1aqZ
23,"Truth Hurts",Lizzo,674448,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh
24,Painkiller,Ruel,660485,https://open.spotify.com/track/1abFkY2jm6KDFMZ7RD9YJh
25,Sanctuary,Joji,656342,https://open.spotify.com/track/3xaugmCyXrVkrDTXbFkMW3
26,"Old Town Road","Lil Nas X",651183,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
27,"Call You Mine (feat. Bebe Rexha)","The Chainsmokers",623513,https://open.spotify.com/track/05CwHjIk71RXVU40boRMnR
28,"Mother's Daughter","Miley Cyrus",602409,https://open.spotify.com/track/2WyRfGeHo97VC5mP1BBSzr
29,Wow.,"Post Malone",601443,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
30,"Eastside (with Halsey & Khalid)","benny blanco",578897,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
31,"Go Loko (feat. Tyga, Jon Z)",YG,565707,https://open.spotify.com/track/1kK6DwzyXJSp58u5HYWwuD
32,"Vossi Bop",Stormzy,561415,https://open.spotify.com/track/44ZJ4hLD5onikKsVLQaILr
33,"when the party's over","Billie Eilish",560345,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
34,"Only Human","Jonas Brothers",556779,https://open.spotify.com/track/0DiDStADDVh3SvAsoJAFMk
35,"Here With Me",Marshmello,555883,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac
36,Shallow,"Lady Gaga",542862,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
37,"Woke Up Late (feat. Hailee Steinfeld)","Drax Project",531116,https://open.spotify.com/track/3qLBz3j26AHO2jBYUQWLA6
38,"ME! (feat. Brendon Urie of Panic! At The Disco)","Taylor Swift",527182,https://open.spotify.com/track/4MsUsFfWseB9M2plGJyuIw
39,"Let You Know",Flume,526699,https://open.spotify.com/track/7p0tz5SeCrSxTLSvwR8W3D
40,"bury a friend","Billie Eilish",522082,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF
