,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Was du Liebe nennst",Bausa,194408,https://open.spotify.com/track/4hKWUzhQWsOkgT6LnDEASe
2,Havana,"Camila Cabello",151438,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
3,rockstar,"Post Malone",149077,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
4,Perfect,"Ed Sheeran",118625,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
5,"Dusk Till Dawn - Radio Edit",ZAYN,115129,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
6,Silence,Marshmello,105407,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
7,"Let You Down",NF,103463,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
8,"Feel It Still","Portugal. The Man",100157,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
9,"What Lovers Do (feat. SZA)","Maroon 5",92514,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
10,Wolves,"Selena Gomez",92366,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
11,"More Than You Know","Axwell /\ Ingrosso",91066,https://open.spotify.com/track/3PEgB3fkiojxms35ntsTgs
12,"I Like Me Better",Lauv,89430,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9
13,"New Rules","Dua Lipa",88821,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
14,Stargazing,Kygo,84014,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP
15,"Too Good At Goodbyes","Sam Smith",80333,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
16,"Glorious (feat. Skylar Grey)",Macklemore,78366,https://open.spotify.com/track/0CokSRCu5hZgPxcZBaEzVE
17,"Whatever It Takes","Imagine Dragons",76184,https://open.spotify.com/track/4IWAyPf1KMq7JCyGeCjTeH
18,Primo,"RAF Camora",71904,https://open.spotify.com/track/7y5chiQbuvviOYUfUmOPqo
19,"Lonely Together (feat. Rita Ora)",Avicii,67963,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab
20,Senorita,"Kay One",66850,https://open.spotify.com/track/5OHOykHs3Ct2pgbqod8uMD
21,"Without You (feat. Sandro Cavazza)",Avicii,64330,https://open.spotify.com/track/6WbADFqMvR8N5u0BvtsWQE
22,"Walk On Water (feat. Beyoncé)",Eminem,63311,https://open.spotify.com/track/5b2QnYcT9rQIkhRWt4HztQ
23,"Gucci Gang","Lil Pump",63216,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
24,Columbo,Wanda,62011,https://open.spotify.com/track/2mhwX8vAz2l3i2wlrG8Av1
25,"What About Us",P!nk,60037,https://open.spotify.com/track/0Qh38w01QRXK6KHIv0e3hb
26,Thunder,"Imagine Dragons",58336,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
27,"Kleiner Cabrón",Veysel,56625,https://open.spotify.com/track/18B8O0dI8RANa7Kx9vyemO
28,Unforgettable,"French Montana",53916,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
29,"I Believe I'm Fine","Robin Schulz",53710,https://open.spotify.com/track/2i3WO0WkrlnrA1I4GdUmxh
30,"Shape of You","Ed Sheeran",52500,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
31,Gamechanger,Kollegah,52269,https://open.spotify.com/track/5gVkQehV7dXjnau9jjfJ7a
32,"Summer Air",ItaloBrothers,48699,https://open.spotify.com/track/0V9cosR5jWa4fr2koARmhD
33,"Mon chéri",Capo,48354,https://open.spotify.com/track/4vN2F1v7WphIUva3S6hwaT
34,"How Long","Charlie Puth",47685,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
35,"Mi Gente","J Balvin",47632,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
36,"Zieh' den Rucksack aus",Kollegah,47296,https://open.spotify.com/track/6F0fXw4G0dqRWJnvWPZM67
37,1-800-273-8255,Logic,47275,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
38,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",47194,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
39,"Friends (with BloodPop®)","Justin Bieber",46839,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz
40,"I Fall Apart","Post Malone",45550,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
