,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Eastside (with Halsey & Khalid)","benny blanco",1578614,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
2,Happier,Marshmello,1456029,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
3,"I Love It (& Lil Pump)","Kanye West",1443650,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
4,Shotgun,"George Ezra",1389307,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC
5,"Be Alright","Dean Lewis",1341090,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
6,Better,Khalid,1251791,https://open.spotify.com/track/4T3fNx3CgwDRRYgmFCbD4J
7,"Promises (with Sam Smith)","Calvin Harris",1128526,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
8,"In My Mind",Dynoro,1120744,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
9,"Falling Down - Bonus Track","Lil Peep",1112459,https://open.spotify.com/track/0Dn40gxVCMo5TkgS8Ik18Q
10,"This Feeling (feat. Kelsea Ballerini)","The Chainsmokers",1048924,https://open.spotify.com/track/15kQGEy89K8deJcZVFEn0N
11,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",990196,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
12,"Without Me",Halsey,911477,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
13,Rise,"Jonas Blue",872153,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
14,"High Hopes","Panic! At The Disco",863744,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
15,"SICKO MODE","Travis Scott",787920,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
16,"Girls Like You (feat. Cardi B)","Maroon 5",757559,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
17,Youngblood,"5 Seconds of Summer",741761,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
18,"In My Feelings",Drake,709229,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
19,"Body (feat. brando)","Loud Luxury",692671,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
20,"Lucid Dreams","Juice WRLD",668823,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
21,"Beautiful (feat. Camila Cabello)",Bazzi,663838,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
22,"Taste (feat. Offset)",Tyga,658744,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
23,"There's No Way (feat. Julia Michaels)",Lauv,656783,https://open.spotify.com/track/2hnxrRNzF74mdDzpQZQukQ
24,"Let You Love Me","Rita Ora",653146,https://open.spotify.com/track/6xtcFXSo8H9BZN637BMVKS
25,"Electricity (with Dua Lipa)","Silk City",642652,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk
26,"Jackie Chan",Tiësto,638369,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
27,Killshot,Eminem,634622,https://open.spotify.com/track/1jo3TwNGCXfNdB5uba3ZVv
28,"No Brainer","DJ Khaled",627356,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
29,"Lucky You (feat. Joyner Lucas)",Eminem,611352,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0
30,SAD!,XXXTENTACION,587173,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
31,"Better Now","Post Malone",586755,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
32,"Ocean (feat. Khalid)","Martin Garrix",583427,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
33,breathin,"Ariana Grande",571099,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J
34,Waiting,KIAN,569703,https://open.spotify.com/track/0mdIIgjVubCqYTBdCpP5k9
35,"Love Someone","Lukas Graham",562420,https://open.spotify.com/track/2JqnpexlO9dmvjUMCaLCLJ
36,Fire,"Peking Duk",548966,https://open.spotify.com/track/3BZkEOJwKUYRlkLWZB1izC
37,"Never Ever (feat. Sarah)","The Rubens",537486,https://open.spotify.com/track/4E2s2lCNKxbWJMwHPMzOfq
38,"Praise The Lord (Da Shine) (feat. Skepta)","A$AP Rocky",532382,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
39,"I'll Be There","Jess Glynne",521486,https://open.spotify.com/track/083Qf6hn6sFL6xiOHlZUyn
40,"Goodbye (feat. Nicki Minaj & Willy William)","Jason Derulo",517577,https://open.spotify.com/track/5Xn4IyTtW6FUGIUyWjbUHG
41,Moonlight,XXXTENTACION,517425,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
42,"Happy Now",Zedd,510483,https://open.spotify.com/track/4keoy2fqgwGnbWlm3ZVZFa
43,"lovely (with Khalid)","Billie Eilish",506485,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
44,"Healing Hands","Conrad Sewell",479147,https://open.spotify.com/track/1LwnqPolBLuhZKp8zAwaIz
45,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,473980,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
46,"Venom - Music From The Motion Picture",Eminem,470246,https://open.spotify.com/track/2SL6oP2YAEQbqsrkOzRGO4
47,"Jocelyn Flores",XXXTENTACION,468339,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
48,REMEDY,Alesso,452001,https://open.spotify.com/track/6jreFSOTUAViWjKyzOC4Kg
49,"God's Plan",Drake,442760,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
50,"Wake Up in the Sky","Gucci Mane",437459,https://open.spotify.com/track/0QIjsbm2fh1cJ45XO9eGqq
