,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,Mwaka Moon,Kalash,1290666,https://open.spotify.com/track/1vVZLmZq8gN8pPCEBLjPvD
2,rockstar,Post Malone,1039703,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
3,Friday,Booba,981392,https://open.spotify.com/track/1CYj9Yx8zrYvU93khXvmsA
4,Reine,Dadju,937690,https://open.spotify.com/track/2HdCh16tdPjle1rm80Y6q7
5,Havana,Camila Cabello,898524,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
6,Tueurs,Damso,838743,https://open.spotify.com/track/3IQe7wqTyXxkqeMR8is76T
7,Sal?,Niska,831438,https://open.spotify.com/track/0uBu60Wd7yzm2sFrj2hSr6
8,113,Booba,810216,https://open.spotify.com/track/6xqAP7kpdgCy8lERQHh29c
9,Petite fille,Booba,768455,https://open.spotify.com/track/1ywqGGNsfC9gditduk5hpZ
10,Bling Bling,Kaaris,702781,https://open.spotify.com/track/4s7OqcUEyLJ1RkbzBopRGt
11,All I Want for Christmas Is You,Mariah Carey,702534,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
12,R?seaux,Niska,689846,https://open.spotify.com/track/2nY6MRHWpW0AGXMoGDJOjX
13,Gucci Gang,Lil Pump,681303,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
14,Drapeau noir,Booba,660470,https://open.spotify.com/track/5SGoH6oXOUUWKpvuOzLEnM
15,Ridin',Booba,625913,https://open.spotify.com/track/06IYJV7Ed3FfpJurK7OIFG
16,Tr?ne,Booba,609320,https://open.spotify.com/track/5uTod3SFov0HLe1QAPn960
17,Dusk Till Dawn - Radio Edit,ZAYN,601682,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
18,Catchu Catchu,Lartiste,600004,https://open.spotify.com/track/2ogSMKrLQnICe1onHfr0rL
19,Tout va bien,Orelsan,588490,https://open.spotify.com/track/7gmYDrNYV5AaTEnZo0yhtM
20,Shape of You,Ed Sheeran,566620,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
21,Tuba Life,Niska,562176,https://open.spotify.com/track/2r6C2IEw533mDs3sam5Zxx
22,River (feat. Ed Sheeran),Eminem,561226,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
23,What Lovers Do (feat. SZA),Maroon 5,553850,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
24,Katchi - Ofenbach vs. Nick Waterhouse,Ofenbach,535912,https://open.spotify.com/track/2NF8A7C6tICScdRaZ0BrEe
25,Noche,Lacrim,531445,https://open.spotify.com/track/4eUxD9V0Df1prftDNBpQ9Z
26,New Rules,Dua Lipa,527597,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
27,Glorious (feat. Skylar Grey),Macklemore,523521,https://open.spotify.com/track/0CokSRCu5hZgPxcZBaEzVE
28,Let You Down,NF,508845,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
29,De l'autre c?t? (feat. Nekfeu),Ninho,508519,https://open.spotify.com/track/3ldfGgw7IoLHbaqmspX3ME
30,D?faite de famille,Orelsan,497526,https://open.spotify.com/track/0IvTKTST66tq30ZeFWeqfm
31,Mobali,Siboy,481044,https://open.spotify.com/track/6xcXAVbDuVT1pCsa2rmDHY
32,Madre mia (feat. Ninho),Sadek,473473,https://open.spotify.com/track/37YNulvDhyzULfhHycmhEl
