,name,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence,streams,country,id
0,ROCKSTAR (feat. Roddy Ricch),0.247,0.746,0.69,0.0,0.101,-7.956,1,0.164,89.977,4,0.497,1465889,Canada,7ytR5pFWmSjzHJIeQkgog4
1,Savage Love (Laxed - Siren Beat),0.234,0.767,0.481,0.0,0.269,-8.52,0,0.0803,150.076,4,0.761,1365882,Canada,1xQ6trAsedVPCdbtDAmk0c
2,Roses - Imanbek Remix,0.0149,0.785,0.721,0.00432,0.285,-5.457,1,0.0506,121.962,4,0.894,1197658,Canada,2Wo6QQD1KMDWeFkkjLqwx5
3,POPSTAR (feat. Drake),0.057,0.8,0.56,0.0,0.134,-4.818,0,0.261,163.071,4,0.45,1190259,Canada,6EDO9iiTtwNv6waLwa1UUq
4,Watermelon Sugar,0.122,0.548,0.816,0.0,0.335,-4.209,1,0.0465,95.39,4,0.557,1182549,Canada,6UelLqGlWMcVH1E5c4H7lY
5,Wishing Well,0.00336,0.65,0.613,0.0,0.267,-6.13,0,0.128,149.972,4,0.0804,1076681,Canada,6o3QUC5oAE4g6WxRIFcZtb
6,my future,0.795,0.444,0.309,0.132,0.352,-10.956,1,0.062,104.745,4,0.0875,1055047,Canada,2ygvZOXrIeVL4xZmAWJT2C
7,GREECE (feat. Drake),0.0743,0.695,0.343,1.04e-06,0.107,-10.798,1,0.0432,85.84,4,0.229,1053464,Canada,35RJhm1pEovTBwnNR0zWad
8,Come & Go (with Marshmello),0.0172,0.625,0.814,0.0,0.158,-5.181,1,0.0657,144.991,4,0.535,1030106,Canada,7y7w4tl4MaRC2UMEj1mPtr
9,cardigan,0.537,0.613,0.581,0.000345,0.25,-8.588,0,0.0424,130.033,4,0.551,1015397,Canada,4R2kfaDFhslZEMJqAFNpdd
10,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",0.0631,0.904,0.723,0.0,0.185,-5.224,0,0.26,145.013,4,0.835,999330,Canada,2MbdDtCv5LUVjYy9RuGTgC
