,name,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence,streams,country,id
0,ROCKSTAR (feat. Roddy Ricch),0.247,0.746,0.69,0.0,0.101,-7.956,1,0.164,89.977,4,0.497,12053320,America,7ytR5pFWmSjzHJIeQkgog4
1,Rain On Me (with Ariana Grande),0.021,0.672,0.855,0.0,0.323,-3.764,1,0.0397,123.056,4,0.646,11451945,America,24ySl2hOPGCDcxBxFIqWBu
2,THE SCOTTS,0.233,0.716,0.537,0.0,0.157,-7.648,0,0.0514,129.979,4,0.28,8748399,America,39Yp9wwQiSRIDOvrVg7mbk
3,Blinding Lights,0.00146,0.514,0.73,9.54e-05,0.0897,-5.934,1,0.0598,171.005,4,0.334,7619182,America,0VjIjW4GlUZAMYd2vXMi3b
4,Blueberry Faygo,0.207,0.774,0.554,0.0,0.132,-7.909,1,0.0383,99.034,4,0.349,7525365,America,22LAwLoDA5b4AaGSkg6bKW
5,Party Girl,0.749,0.728,0.431,0.0,0.0996,-9.966,0,0.0622,130.022,4,0.629,6749121,America,5RqR4ZCCKJDcBLIn4sih9l
6,The Box,0.104,0.896,0.586,0.0,0.79,-6.687,0,0.0559,116.971,4,0.642,6554738,America,0nbXyq5TXYPCO7pr3N8S4I
7,Toosie Slide,0.289,0.83,0.49,3.04e-06,0.113,-8.82,0,0.209,81.604,4,0.845,6553316,America,466cKvZn1j45IpxDdYZqdA
8,WHATS POPPIN,0.017,0.923,0.604,0.0,0.272,-6.671,0,0.245,145.062,4,0.826,5862814,America,1jaTQ3nqY3oAAYyCTbIvnM
9,Savage Remix (feat. Beyoncé),0.016,0.822,0.743,0.0,0.127,-4.772,0,0.28,84.459,4,0.636,5836416,America,5v4GgrXPMghOnBBLmveLac
10,Roses - Imanbek Remix,0.0167,0.77,0.724,0.0107,0.353,-5.484,1,0.0495,121.975,4,0.898,5829617,America,24Yi9hE78yPEbZ4kxyoXAI
11,GOOBA,0.0264,0.611,0.688,0.0,0.251,-5.688,1,0.341,178.462,4,0.393,5184883,America,4NhDYoQTYCdWHTvlbGVgwo
12,After Party,0.00981,0.629,0.692,0.331,0.603,-8.045,1,0.0376,162.948,4,0.453,5182229,America,527k23H0A4Q0UJN3vGs0Da
13,Walk Em Down (feat. Roddy Ricch),0.268,0.867,0.744,0.0,0.0713,-5.171,1,0.227,84.005,4,0.645,4799738,America,4cSSL3YafYjM3yjgFO1vJg
14,death bed (coffee for your head),0.731,0.726,0.431,0.0,0.696,-8.765,0,0.135,144.026,4,0.348,4736900,America,7eJMfftS33KTjuF7lTsMCx
15,Life Is Good (feat. Drake),0.067,0.795,0.574,0.0,0.15,-6.903,0,0.487,142.053,4,0.537,4664599,America,1K5KBOgreBi5fkEHvg5ap3
16,Righteous,0.0397,0.707,0.622,0.0,0.149,-6.951,1,0.031,142.942,4,0.223,4654142,America,0OyQns5ayNK2OVaES0Vb8t
17,Stuck with U (with Justin Bieber),0.223,0.597,0.45,0.0,0.382,-6.658,1,0.0418,178.765,3,0.537,4653421,America,4HBZA5flZLE435QTztThqH
18,DOLLAZ ON MY HEAD (feat. Young Thug),0.114,0.825,0.458,0.0,0.102,-7.47,1,0.0577,145.115,4,0.161,4609820,America,3nS9a01VvXHQriLqJYwRqG
19,Sunday Best,0.183,0.878,0.525,0.0,0.0714,-6.832,1,0.0578,112.022,4,0.694,4532585,America,1Cv1YLb4q0RzL6pybtaMLo
20,Circles,0.192,0.695,0.762,0.00244,0.0863,-3.497,1,0.0395,120.042,4,0.553,4482117,America,21jGcNKet2qwijlDFuPiPb
21,Flex (feat. Juice WRLD),0.0538,0.752,0.673,0.0,0.133,-5.792,0,0.153,164.009,4,0.35,4403264,America,2QqJTIlGKRLJC3onkavYEz
22,Watermelon Sugar,0.122,0.548,0.816,0.0,0.335,-4.209,1,0.0465,95.39,4,0.557,4398421,America,6UelLqGlWMcVH1E5c4H7lY
23,Intentions (feat. Quavo),0.3,0.806,0.546,0.0,0.102,-6.637,1,0.0575,147.986,4,0.874,4332318,America,4umIPjkehX1r7uhmGvXiSV
24,Chicago Freestyle (feat. Giveon),0.629,0.735,0.449,0.0,0.113,-7.507,1,0.347,122.947,4,0.0397,4295972,America,4wVOKKEHUJxHCFFNUWDn0B
25,Don't Start Now,0.0123,0.793,0.793,0.0,0.0951,-4.521,0,0.083,123.95,4,0.679,4289118,America,3PfIrDoz19wz7qK7tYeu62
