,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"God's Plan",Drake,4318390,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
2,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,2800512,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
3,FRIENDS,Marshmello,2778046,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
4,"Psycho (feat. Ty Dolla $ign)","Post Malone",2557193,https://open.spotify.com/track/65NwOZqoXny4JxqAPlfxRF
5,IDGAF,"Dua Lipa",2517611,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
6,"All The Stars (with SZA)","Kendrick Lamar",2446186,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
7,"Feel It Still","Portugal. The Man",2212939,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
8,Barking,Ramz,1899124,https://open.spotify.com/track/7amMgNDcObIDkIXv4xcvc2
9,"Look Alive (feat. Drake)","BlocBoy JB",1874574,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
10,"This Is Me","Keala Settle",1821618,https://open.spotify.com/track/2xGjteMU3E1tkEPVFBO08U
11,"The Middle",Zedd,1654775,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
12,Breathe,"Jax Jones",1601397,https://open.spotify.com/track/6tvQzeCPwOytDlBYCIOY0n
13,"Fine Line (with Not3s)",Mabel,1600193,https://open.spotify.com/track/3CmDfdlhSnRvoNeCwXWvh1
14,"Never Be the Same","Camila Cabello",1548192,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
15,"River (feat. Ed Sheeran)",Eminem,1545344,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
16,"Pray For Me (with Kendrick Lamar)","The Weeknd",1474100,https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x
17,"Say Something (feat. Chris Stapleton)","Justin Timberlake",1376934,https://open.spotify.com/track/1LhMopPAallLeaeNutqbgS
18,"Rewrite The Stars","Zac Efron",1363861,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN
19,Jumanji,"B Young",1359289,https://open.spotify.com/track/4PzsYXrHh4r2BxtpNjtvoF
20,rockstar,"Post Malone",1349528,https://open.spotify.com/track/2U7Hu2RaNQNRi7izoJyZaX
21,Mine,Bazzi,1337375,https://open.spotify.com/track/6tHWl8ows5JOZq9Yfaqn3M
22,"For You (Fifty Shades Freed) (& Rita Ora)","Liam Payne",1332239,https://open.spotify.com/track/5hM6sP0Gh1jD57drszNueC
23,"My Lover - Radio Edit",Not3s,1301924,https://open.spotify.com/track/0A9y4c4dkI68IEnsRGtWil
24,"Finesse - Remix; feat. Cardi B","Bruno Mars",1225292,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
25,"The Greatest Show","Hugh Jackman",1225068,https://open.spotify.com/track/43ay9lQZ5rfNcOOHhRF2cM
26,"New Rules","Dua Lipa",1217474,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
27,SAD!,XXXTENTACION,1205420,https://open.spotify.com/track/35ieKju5aLWFN5UgfJ27mL
28,"Love Lies (with Normani)",Khalid,1189653,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
29,"Havana (feat. Young Thug)","Camila Cabello",1144691,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
