,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"In My Feelings",Drake,65825491,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
2,"I Like It","Cardi B",27078418,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
3,"Girls Like You (feat. Cardi B)","Maroon 5",26784966,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
4,"God is a woman","Ariana Grande",25368396,https://open.spotify.com/track/7gkWXbAxIYuvtOpcN3p9GJ
5,"Lucid Dreams","Juice WRLD",24992827,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
6,"Taste (feat. Offset)",Tyga,24364886,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
7,SAD!,XXXTENTACION,24270898,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
8,"Solo (feat. Demi Lovato)","Clean Bandit",23808036,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
9,"One Kiss (with Dua Lipa)","Calvin Harris",22895006,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
10,"Better Now","Post Malone",22134955,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
11,"Jackie Chan",Tiësto,20880528,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
12,Rise,"Jonas Blue",20761497,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
13,"Don’t Matter To Me (with Michael Jackson)",Drake,20626760,https://open.spotify.com/track/6G8kHiVZ1jW7vHMPVRNZU0
14,Youngblood,"5 Seconds of Summer",20078198,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
15,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,17986153,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
16,Nonstop,Drake,17271227,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
17,"Te Boté - Remix","Nio Garcia",17092117,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
18,Moonlight,XXXTENTACION,17063239,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
19,"God's Plan",Drake,16251107,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
20,"Eastside (with Halsey & Khalid)","benny blanco",16201018,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
21,"Ocean (feat. Khalid)","Martin Garrix",15506395,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
22,"Nice For What",Drake,15397619,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw
23,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",14908267,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
24,"Sin Pijama","Becky G",14701169,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
25,Body,"Loud Luxury",14338200,https://open.spotify.com/track/43V1z6QToNNWNldV4FEG6r
26,"no tears left to cry","Ariana Grande",13938351,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
27,2002,Anne-Marie,13698716,https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB
28,"Born To Be Yours",Kygo,13270484,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
29,changes,XXXTENTACION,12651374,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
30,Nevermind,"Dennis Lloyd",12473710,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
31,"Jocelyn Flores",XXXTENTACION,12319462,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
32,"In My Mind",Dynoro,11863180,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
33,"Summertime Magic","Childish Gambino",11694308,https://open.spotify.com/track/4j3GWI86JvSaF0BLdmgcfF
34,"Psycho (feat. Ty Dolla $ign)","Post Malone",11646559,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
