,name,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence,streams,country,id
0,"Miljonair (feat. SBMG, Lil' Kleine, Boef & Ronnie Flex)",0.579,0.704,0.658,0.0,0.305,-5.534,0,0.163,125.172,4,0.714,2031714,Netherland,77wz2VtAwxAwYOGTJrZBKT
1,In My Feelings,0.0589,0.835,0.626,6e-05,0.396,-5.833,1,0.125,91.03,4,0.35,1744600,Netherland,2G7V7zsVDxg1yRsu7Ew9RJ
2,Drama,0.119,0.883,0.751,0.0337,0.125,-4.718,1,0.0645,99.964,4,0.726,1639559,Netherland,7iQKG3ZjRF4EEhUulo514R
3,Hoe Je Bent,0.153,0.811,0.85,0.000744,0.0959,-5.939,1,0.0982,125.95,4,0.722,1410486,Netherland,2a01mRS1QctP7EvmMFoPee
4,LIT,0.0166,0.913,0.772,0.0,0.251,-8.009,1,0.363,100.076,4,0.681,1261439,Netherland,76OfzNtY3nG5hCnh5COSjt
5,One Kiss (with Dua Lipa),0.037,0.791,0.862,2.19e-05,0.0814,-3.24,0,0.11,123.994,4,0.592,1127175,Netherland,7ef4DlsgrMEH11cDZd32M6
6,Jackie Chan,0.374,0.747,0.834,0.0,0.0586,-2.867,0,0.045,128.005,4,0.687,1119894,Netherland,4kWO6O1BUXcZmaxitpVUwp
7,Meli Meli (feat. Ronnie Flex),0.0244,0.774,0.719,1.6e-05,0.0738,-5.428,0,0.135,104.917,4,0.576,1081970,Netherland,2gRJDJb8aAjAOzSrv1EPMe
8,wine slow - remix,0.306,0.817,0.733,0.147,0.0878,-6.84,1,0.0595,96.015,4,0.801,1012220,Netherland,4sfdFMNDcc0Aw9DuwEksAn
9,Liefde In De Lucht,0.17,0.752,0.701,0.0,0.119,-6.489,1,0.143,81.004,4,0.82,985586,Netherland,3xbLeZAtP6yVnsgP3EGlie
10,Maria,0.0763,0.617,0.758,0.0,0.286,-3.99,1,0.0839,182.06,4,0.44,984713,Netherland,6F3KVKjrgcxsSsZyUNuRAA
11,Youngblood,0.0169,0.596,0.854,0.0,0.124,-5.114,0,0.463,120.274,4,0.152,959355,Netherland,2iUXsYOEPhVqEBwsqP70rE
12,Rise,0.323,0.69,0.784,0.0,0.203,-4.653,1,0.032,106.066,4,0.669,949207,Netherland,3u1S1OmAUhx5DRlLrXqyp3
13,Nightvision,0.0214,0.869,0.6,9.18e-05,0.256,-7.755,1,0.14,100.01,4,0.528,871822,Netherland,4cHAdwWmhk4muLMNUAKAqg
14,Solo (feat. Demi Lovato),0.0441,0.737,0.636,6.66e-05,0.35,-4.546,0,0.0437,105.005,4,0.565,860774,Netherland,6kPJZM97LwdG9QIsT7khp6
15,SAD!,0.258,0.74,0.613,0.00372,0.123,-4.88,1,0.145,75.023,4,0.473,838788,Netherland,3ee8Jmje8o58CHK66QrVC2
16,Omarm Me,0.126,0.28,0.582,0.0,0.288,-7.471,0,0.0318,88.241,3,0.133,835913,Netherland,1lWBPQBghFHdpLbE6UnNc6
17,Ocean (feat. Khalid),0.584,0.506,0.693,9.58e-05,0.0891,-7.265,0,0.0412,139.912,4,0.221,807392,Netherland,3nc420PXjTdBV5TN0gCFkS
18,Whenever (feat. Conor Maynard),0.151,0.734,0.765,0.0,0.231,-5.562,1,0.0621,109.989,4,0.518,802909,Netherland,3DGar7krWlmrXRFHBcQF6z
19,Djadja,0.0617,0.811,0.797,0.0,0.112,-5.428,1,0.165,97.988,4,0.541,793678,Netherland,3XfnssSD9HMQ9LhVOJvXTE
20,Don’t Matter To Me (with Michael Jackson),0.493,0.822,0.318,0.0128,0.11,-12.391,1,0.0575,102.998,4,0.138,740393,Netherland,6G8kHiVZ1jW7vHMPVRNZU0
21,God is a woman,0.0268,0.604,0.673,3.32e-05,0.187,-5.979,1,0.0545,144.971,4,0.287,726472,Netherland,7gkWXbAxIYuvtOpcN3p9GJ
22,Tizora,0.249,0.738,0.58,0.0,0.109,-6.963,0,0.315,159.968,4,0.74,721208,Netherland,6nIFwK2LmLoekOxBJ0SL9R
23,Dura,0.174,0.783,0.84,0.0,0.412,-3.416,1,0.051,95.001,4,0.839,717380,Netherland,6KuqAtoeVzxAYOaMveLNpH
24,Girls Like You (feat. Cardi B),0.568,0.851,0.541,0.0,0.13,-6.825,1,0.0505,124.959,4,0.448,700090,Netherland,7fa9MBXhVfQ8P8Df9OEbD8
25,Hey Meisje,0.329,0.756,0.808,0.0183,0.0652,-2.557,0,0.073,95.087,4,0.889,685515,Netherland,1c7Kh2uMMxG7k4QqNjjg95
26,Body,0.0476,0.752,0.764,9.44e-05,0.0543,-4.399,1,0.038,121.958,4,0.582,679711,Netherland,43V1z6QToNNWNldV4FEG6r
27,Taste (feat. Offset),0.0236,0.884,0.559,0.0,0.101,-7.442,1,0.12,97.994,4,0.342,677371,Netherland,5IaHrVsrferBYDm0bDyABy
28,La Cintura,0.0294,0.702,0.844,0.0,0.38,-4.054,0,0.0769,100.043,4,0.786,666211,Netherland,19MBk3PbNFE36wqIqkMq9H
29,Kriebels,0.169,0.853,0.621,0.0,0.103,-5.857,0,0.188,99.532,4,0.717,662643,Netherland,6qPHdoNjqsWflm2TFC3OED
30,Flames,0.0723,0.609,0.726,8.45e-06,0.0895,-4.346,0,0.0414,93.958,4,0.362,660557,Netherland,33IOhptvC2Qoy2UhjiHXLV
31,Therapy,0.018,0.659,0.866,0.0,0.13,-5.117,0,0.0545,114.862,4,0.705,636176,Netherland,7yN5w9qB7Km1Fqx96ZnG5W
32,Lucid Dreams,0.349,0.511,0.566,0.0,0.34,-7.23,0,0.2,83.903,4,0.218,629862,Netherland,0s3nnoMeVWz3989MkNQiRf
33,Better Now,0.331,0.68,0.578,0.0,0.135,-5.804,1,0.04,145.038,4,0.341,611316,Netherland,7dt6x5M1jzdTEt8oCbisTK
34,no tears left to cry,0.0375,0.703,0.696,5.65e-06,0.274,-5.482,1,0.0529,121.969,4,0.366,599045,Netherland,5SxkdsY1ufZzoq9iXceLw9
35,Back To You - From 13 Reasons Why – Season 2 Soundtrack,0.0945,0.601,0.724,1.68e-06,0.12,-4.856,1,0.0486,102.061,4,0.508,590005,Netherland,4hQ6UGyWQIGJmHSo0J88JW
36,Mindf*ck,0.0967,0.688,0.525,0.0,0.157,-8.045,1,0.275,93.021,4,0.438,586091,Netherland,53BIJlxZPlWRPoXVRdpxZ6
37,I Like It,0.099,0.816,0.726,0.0,0.372,-3.998,0,0.129,136.048,4,0.65,578454,Netherland,58q2HKrzhC3ozto2nDdN4z
38,Niet Meer Terug,0.0269,0.805,0.528,0.0,0.0745,-7.53,1,0.263,104.046,4,0.813,572571,Netherland,1h8iw2Q5cvtDa2oGxnRB4k
39,Pull Up,0.147,0.937,0.725,1.06e-06,0.145,-5.539,1,0.101,119.998,4,0.939,571281,Netherland,40Jfl936Y8gYHU0klKu3SN
40,FEFE (feat. Nicki Minaj & Murda Beatz),0.088,0.931,0.387,0.0,0.136,-9.127,1,0.412,125.978,4,0.376,567803,Netherland,2E124GmJRnBJuXbTb4cPUB
41,Leave a Light On,0.0153,0.586,0.624,1.78e-06,0.133,-5.946,1,0.113,68.976,4,0.267,549847,Netherland,6lOWoTqVnAWXchddtTH31W
42,Born To Be Yours,0.3,0.688,0.688,0.0,0.0982,-5.84,1,0.0357,114.011,4,0.451,530516,Netherland,0kHyKhJMukHEPfeh8s7rdM
43,Lil Craney,0.111,0.794,0.721,0.0,0.148,-5.314,1,0.0648,152.019,4,0.819,529108,Netherland,6mhojtIauujcoXxlGsihh1
44,Nevermind,0.159,0.6,0.688,1.29e-05,0.409,-8.339,0,0.201,99.977,4,0.0793,518567,Netherland,63SevszngYpZOwf63o61K4
45,Spontaan,0.414,0.453,0.55,8.65e-06,0.199,-8.763,0,0.488,179.876,4,0.366,511618,Netherland,00r0qpks8uOoARSj4EX8ad
46,2002,0.0372,0.697,0.683,0.0,0.137,-2.881,0,0.117,96.133,4,0.603,499888,Netherland,6SFStUDQZNaGPKWOx9ZiJB
47,BUK,0.0893,0.847,0.578,0.0,0.0485,-5.49,0,0.272,102.073,4,0.828,491892,Netherland,0RyBrDPSh7alcvWdRApQd6
48,Waar Wacht Je Op,0.0359,0.762,0.895,1.7e-05,0.116,-6.663,1,0.287,125.038,4,0.761,475821,Netherland,4LwZT4b5YClB7Sj7nP6Rw1
49,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",0.194,0.653,0.809,0.0,0.165,-4.057,1,0.0474,92.213,4,0.55,474270,Netherland,5CLGzJsGqhCEECcpnFQA8x
50,LaLaLaLaLa,0.049,0.623,0.598,0.0,0.393,-7.799,1,0.141,156.016,4,0.319,465016,Netherland,57x9BbBDuNM8xUrnYk4tC6
51,X,0.0364,0.595,0.773,0.00108,0.334,-4.736,0,0.0549,180.073,4,0.711,463117,Netherland,39N9RPD9MRb5WmoLzNzPeA
52,What's The Key,0.137,0.714,0.746,0.0,0.33,-7.103,0,0.257,152.047,4,0.41,444587,Netherland,5NrsvF1zo9wuyZoWWwqZI3
53,Loco,0.0409,0.903,0.622,0.000136,0.36,-5.451,0,0.0905,107.977,4,0.438,430446,Netherland,0DCxNJg7yquzAHORClrP3e
54,The Middle,0.171,0.753,0.657,0.0,0.112,-3.061,1,0.0449,107.01,4,0.437,421285,Netherland,09IStsImFySgyp0pIQdqAc
55,Happier,0.536,0.522,0.385,0.0,0.135,-7.355,1,0.0288,89.792,4,0.236,413346,Netherland,2RttW7RAu5nOAfq6YFvApB
56,Sende,0.304,0.731,0.613,0.0,0.199,-6.476,0,0.227,101.032,4,0.565,411296,Netherland,0kfmRoEuMByjO4FkqMKCzi
57,Shotgun,0.286,0.673,0.735,0.0,0.242,-4.733,1,0.0457,115.744,4,0.754,411208,Netherland,4ofwffwvvnbSkrMSCKQDaC
58,Moonlight,0.556,0.921,0.537,0.00404,0.102,-5.723,0,0.0804,128.009,4,0.711,404391,Netherland,0JP9xo3adEtGSdUEISiszL
59,Glad IJs,0.113,0.605,0.655,3.35e-06,0.257,-6.195,0,0.431,192.081,4,0.515,399495,Netherland,1qmVKrckgWr4dGOy2XK3dh
60,Shutdown,0.0694,0.89,0.519,2.01e-05,0.119,-5.783,0,0.167,107.99,4,0.772,385125,Netherland,5e7W7nBD5KG2KHCnazm1Hz
61,Remind Me to Forget,0.158,0.689,0.505,0.0,0.138,-6.389,1,0.0933,99.017,4,0.312,384836,Netherland,6xTU6B6nFwKKTSZ9ySXS80
62,Altijd Op Tijd,0.169,0.832,0.615,0.0,0.156,-6.1,0,0.153,106.986,4,0.53,383136,Netherland,1bh7gzZI3zD3dXNRB6xR1D
63,God's Plan,0.0332,0.754,0.449,8.29e-05,0.552,-9.211,1,0.109,77.169,4,0.357,376576,Netherland,6DCZcSspjsKoFjzjrWoCdn
64,Lost,0.194,0.769,0.814,0.0,0.226,-3.626,1,0.0382,126.028,4,0.825,375028,Netherland,4zMgIrU1gVG1dHYmRdRVSZ
65,Know You Better,0.15,0.857,0.591,1.7e-05,0.0693,-5.131,1,0.107,97.984,4,0.766,370154,Netherland,3VYus1M8722JsGumhvVUUE
66,2Much,0.367,0.522,0.609,0.0,0.0785,-7.982,0,0.382,91.211,4,0.658,369305,Netherland,6BqQRk2dLIV2EQJhdQKblh
67,I Could Be Wrong,0.146,0.764,0.796,0.0,0.102,-4.895,1,0.0441,123.038,4,0.55,364572,Netherland,7BF5rE2EVDmWNXc0uoP8Bz
68,Spijt,0.509,0.77,0.486,0.0,0.117,-7.339,1,0.0836,99.969,4,0.416,351663,Netherland,1Hh8NGpjEtsvSsItUMG2JB
69,Space for Two,0.466,0.477,0.6,0.0,0.0688,-6.363,1,0.0835,159.972,4,0.486,350652,Netherland,2vNyWYQtbrgOKcSG64SZMJ
70,Playinwitme (feat. Kehlani),0.339,0.689,0.584,0.0,0.297,-5.768,0,0.119,156.572,4,0.676,338769,Netherland,4F1yvJfQ7gJkrcgFJQDjOr
71,Ze Willen Mee,0.318,0.877,0.797,0.0,0.0978,-3.256,0,0.0587,100.01,4,0.4,337182,Netherland,2zW8y5ry4YudAPnLmagr1c
72,D2 (IliassOpDeBeat x Mula B),0.044,0.828,0.56,0.0,0.378,-5.649,1,0.386,165.089,4,0.158,332867,Netherland,1zd3M9ByJkQIokwOiOU3hh
73,In My Blood,0.0582,0.622,0.709,0.0,0.126,-7.32,1,0.0669,140.018,4,0.488,328468,Netherland,21YnmkSDhUkmkkni22Svc4
74,changes,0.883,0.669,0.308,0.0,0.0984,-10.068,1,0.029,64.934,4,0.52,326295,Netherland,7AFASza1mXqntmGtbxXprO
75,Lullaby,0.0784,0.725,0.834,1.27e-05,0.0834,-3.913,0,0.037,120.026,4,0.859,325646,Netherland,5xzCzOAOfRi4DOttSzvznR
76,Nice For What,0.0891,0.585,0.909,9.7e-05,0.119,-6.474,1,0.0707,93.372,4,0.758,321691,Netherland,3CA9pLiwRIGtUBiMjbZmRw
77,FRIENDS,0.205,0.626,0.88,0.0,0.128,-2.384,0,0.0504,95.079,4,0.534,316779,Netherland,08bNPGLD8AhKpnnERrAc6G
78,Mad Love,0.006,0.793,0.824,3.29e-06,0.169,-3.476,1,0.177,98.019,4,0.611,315824,Netherland,4dSoDnmR9opAQ8KxUc9SbC
79,Gedrag,0.335,0.853,0.77,0.0,0.155,-5.534,1,0.29,140.029,4,0.73,313689,Netherland,1NSDVfGBHK7wk9aXpnCaqB
80,Love Lies (with Normani),0.0956,0.708,0.648,0.0,0.134,-5.626,1,0.0449,143.955,4,0.338,311500,Netherland,45Egmo7icyopuzJN0oMEdk
81,Zoutelande,0.221,0.67,0.643,1.58e-05,0.142,-7.198,0,0.0286,129.013,4,0.893,309352,Netherland,1dCaSvUR92UgJZwmNxnqZV
82,Eastside (with Halsey & Khalid),0.555,0.56,0.68,0.0,0.116,-7.648,0,0.321,89.391,4,0.319,305674,Netherland,0d2iYfpKoM0QCKvcLCkBao
83,Catch Up,0.0635,0.836,0.896,0.000354,0.0884,-4.625,0,0.0896,95.035,4,0.744,298541,Netherland,34IUrlhbMSYf5tniU2kHJF
84,Draai Het Om,0.437,0.899,0.792,0.000214,0.0735,-4.352,0,0.197,108.031,4,0.806,298262,Netherland,13mBTIxi1V5IoWuApMFRU1
85,Nonstop,0.0165,0.912,0.412,0.0126,0.104,-8.074,1,0.123,154.983,4,0.423,295397,Netherland,0TlLq3lA83rQOYtrqBqSct
86,Beetje Moe,0.464,0.905,0.55,0.000557,0.055,-6.079,0,0.117,124.977,4,0.682,294029,Netherland,5ncYmvTAX7RbJSvoFGrSkv
87,New Light,0.325,0.828,0.689,0.0384,0.0808,-7.878,1,0.0326,123.931,4,0.853,293118,Netherland,40FLJc17FMZaPmCQEEZgB0
88,Bed (feat. Ariana Grande),0.0551,0.589,0.714,0.00013,0.131,-6.308,1,0.258,118.611,5,0.42,290746,Netherland,1ZEm9cJC05rawV2tptNfTS
89,Praise The Lord (Da Shine) (feat. Skepta),0.0609,0.854,0.569,0.0816,0.1,-8.151,0,0.106,80.015,4,0.294,283397,Netherland,7ycWLEP1GsNjVvcjawXz3z
90,Te Boté - Remix,0.542,0.903,0.675,1.28e-05,0.0595,-3.445,0,0.214,96.507,4,0.442,283113,Netherland,3V8UKqhEK5zBkBb6d6ub8i
91,Anders,0.261,0.753,0.63,1.17e-06,0.168,-6.609,0,0.285,149.005,4,0.644,277109,Netherland,1M47kOa9boubwQKYm1TPRZ
92,El Money,0.332,0.629,0.543,0.00495,0.124,-12.713,1,0.253,191.999,4,0.521,277072,Netherland,5FByC6YZxITKQTYmpBinVE
93,Bandolero,0.145,0.856,0.669,0.0,0.118,-5.666,0,0.103,98.977,4,0.466,276160,Netherland,2KzcWcWxIcI8j75Mn2IXkX
94,Jocelyn Flores,0.469,0.872,0.391,4.13e-06,0.297,-9.144,0,0.242,134.021,4,0.437,271210,Netherland,7m9OqQk4RVRkw9JJdeAw96
95,lovely (with Khalid),0.934,0.351,0.296,0.0,0.095,-10.109,0,0.0333,115.284,4,0.12,271140,Netherland,0u2P5u6lvoDfwTYjAADbn4
96,Shape of You,0.581,0.825,0.652,0.0,0.0931,-3.183,0,0.0802,95.977,4,0.931,267974,Netherland,7qiZfU4dY1lWllzX7mPBI3
97,Kom Bij Mij,0.309,0.495,0.722,0.0,0.14,-5.115,1,0.413,189.812,4,0.596,266696,Netherland,1YOzmgmkf24jBZLVOwdMMR
98,Audio,0.192,0.365,0.692,1.51e-06,0.0862,-4.586,0,0.0671,89.998,4,0.372,261563,Netherland,7boPPE857KEqCIHNwFkDop
99,Money Long,0.0357,0.704,0.721,0.0,0.0657,-4.842,0,0.335,174.799,4,0.898,258035,Netherland,0HupLl9x9lSTsv9nVBoOnt
100,Wagwan,0.109,0.879,0.627,6.01e-05,0.0873,-7.938,0,0.304,98.942,4,0.762,257882,Netherland,5q0yLR3cBWjZ12pdnTNxYp
101,Havana (feat. Young Thug),0.184,0.765,0.523,3.56e-05,0.132,-4.333,1,0.03,104.988,4,0.394,257220,Netherland,1rfofaqEpACxVEHIZBJe6W
102,IDGAF,0.0403,0.836,0.544,0.0,0.0824,-5.975,1,0.0943,97.028,4,0.51,253321,Netherland,76cy1WJvNGJTj78UqeA5zr
103,APESHIT,0.0133,0.705,0.784,0.0,0.168,-6.477,1,0.271,160.035,4,0.377,252881,Netherland,0E6PsO3ymCfUh7pJQjBgkj
104,Whoop Whoop,0.0291,0.684,0.764,0.0,0.0777,-5.674,0,0.364,132.441,5,0.701,252166,Netherland,5IVAmSvrMJO97rYFibgDRp
105,Coming Home,0.128,0.612,0.937,4.14e-06,0.0991,-5.531,1,0.0592,144.013,4,0.653,249749,Netherland,2MKXUXZIViCGpoFyysFpoj
106,wine slow,0.258,0.813,0.763,0.358,0.13,-5.884,1,0.0554,96.032,4,0.602,247309,Netherland,6ux2H7UNxe4vzgNQLZQQXN
107,Meant to Be (feat. Florida Georgia Line),0.0476,0.642,0.772,0.0,0.0646,-6.61,1,0.0848,153.995,4,0.589,246724,Netherland,4e4fqjx0Izh4svvTef1z7e
108,rockstar (feat. 21 Savage),0.124,0.585,0.52,7.01e-05,0.131,-6.136,0,0.0712,159.801,4,0.129,244577,Netherland,0e7ipj03S05BNilyu5bRzt
109,Nog Steeds,0.261,0.721,0.681,0.0,0.382,-5.54,0,0.278,144.951,4,0.585,243515,Netherland,4pRdaFablbE2sadvp6w8dB
110,Love,0.331,0.855,0.738,0.00147,0.0913,-4.52,0,0.155,105.771,4,0.716,239190,Netherland,0MQkNS1KVLBIdGW8KYzO1T
111,Quatro Baby,0.166,0.755,0.738,0.0,0.239,-4.052,0,0.219,155.246,4,0.897,237497,Netherland,3H2f2E4k3je9njtiMPpLLP
112,Bella Ciao - Remix,0.0929,0.634,0.464,0.0,0.268,-16.53,0,0.509,75.201,4,0.852,237114,Netherland,43qXDpfNpWel9AtE8PwwO0
113,Blijf Bij Mij,0.295,0.851,0.555,1.05e-06,0.127,-6.784,1,0.154,98.052,4,0.48,233508,Netherland,7EyvmcYx7WzeBi2cY9RmIi
114,Diamanten In De Nacht,0.0187,0.807,0.472,0.000253,0.31,-7.129,0,0.112,157.994,4,0.318,232772,Netherland,4ubH4rYEUaBdGs5XLHAl0A
115,Let Me Live (feat. Anne-Marie & Mr Eazi),0.00295,0.662,0.844,4.78e-05,0.525,-5.495,1,0.0669,145.007,4,0.763,231986,Netherland,3D1rlKmZdpYUeMtRRLNawc
116,Summertime Magic,0.0127,0.76,0.579,0.00344,0.106,-7.374,1,0.0567,100.011,4,0.129,229719,Netherland,4j3GWI86JvSaF0BLdmgcfF
117,Without You (feat. Sandro Cavazza),0.00163,0.662,0.858,0.0,0.0456,-4.844,1,0.0428,133.993,4,0.295,222790,Netherland,6Pgkp4qUoTmJIPn7ReaGxL
118,JA!,0.000862,0.787,0.837,0.0192,0.0887,-6.482,0,0.0614,94.999,4,0.441,217491,Netherland,1YQ3SYZoB4X6EfWhpkirVc
119,Like I Do,0.00664,0.635,0.9,0.0145,0.37,-3.719,0,0.0377,127.978,4,0.15,217315,Netherland,6RnkFd8Fqqgk1Uni8RgqCQ
120,Psycho (feat. Ty Dolla $ign),0.546,0.75,0.56,0.0,0.111,-8.094,1,0.105,140.06,4,0.459,216515,Netherland,3swc6WTsr7rl9DqQKQA55C
121,Nicotine,0.639,0.569,0.301,1.02e-06,0.0982,-9.478,1,0.03,89.541,4,0.443,213865,Netherland,6yvxKrf9KZLTodXFTBmdR1
122,Drip,0.00445,0.823,0.806,0.0,0.307,-5.967,1,0.224,140.03,4,0.47,213459,Netherland,2gE0b1VtUXi6BV5FcnpkUI
123,Live It Up - Official Song 2018 FIFA World Cup Russia,0.00573,0.582,0.944,1.27e-06,0.547,-0.928,0,0.185,143.97,4,0.8,212230,Netherland,4DnHUy01jEA4b5ydC3HgsT
124,Traag,0.0929,0.837,0.871,0.02,0.099,-4.319,1,0.0662,99.992,4,0.646,211480,Netherland,26rVJH5zUQ7Yihz6c850Sn
125,Papi,0.145,0.651,0.695,0.00166,0.101,-7.862,0,0.0636,97.842,4,0.86,211263,Netherland,0PUFPXJkzVM47LDvvoquAi
126,We Can Do Better,0.0365,0.629,0.686,2.37e-05,0.0709,-4.851,1,0.0626,91.05,4,0.731,210034,Netherland,1hLjLWrzO18acdCFcccFWk
127,Hurt Somebody,0.336,0.633,0.559,0.0,0.262,-5.135,1,0.313,114.987,4,0.473,208112,Netherland,7apizLyhMRutg3ccXvr2qv
128,Salaris (feat. Bizzey),0.18,0.898,0.685,1.96e-05,0.103,-3.33,1,0.263,95.943,4,0.563,206179,Netherland,71kezebzgjsCRMFCwhz4Ga
129,Natural,0.216,0.448,0.612,0.0,0.08,-6.106,1,0.0708,97.773,4,0.213,205173,Netherland,4zIO3ilp5HvTeK3HJHxhMP
