,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"God's Plan",Drake,5017718,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
2,Barking,Ramz,3285104,https://open.spotify.com/track/7amMgNDcObIDkIXv4xcvc2
3,"River (feat. Ed Sheeran)",Eminem,2577573,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
4,IDGAF,"Dua Lipa",2539517,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
5,"This Is Me","Keala Settle",2044779,https://open.spotify.com/track/2xGjteMU3E1tkEPVFBO08U
6,"Tip Toe (feat. French Montana)","Jason Derulo",1939328,https://open.spotify.com/track/2z4pcBLQXF2BXKFvd0BuB6
7,"Let You Down",NF,1882313,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
8,"Finesse - Remix; feat. Cardi B","Bruno Mars",1871969,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
9,rockstar,"Post Malone",1827357,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
10,"Rewrite The Stars","Zac Efron",1813944,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN
11,Breathe,"Jax Jones",1792401,https://open.spotify.com/track/6tvQzeCPwOytDlBYCIOY0n
12,"I Miss You (feat. Julia Michaels)","Clean Bandit",1712394,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL
13,"Havana (feat. Young Thug)","Camila Cabello",1709887,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
14,Anywhere,"Rita Ora",1617452,https://open.spotify.com/track/7EI6Iki24tBHAMxtb4xQN2
15,"Never Be the Same","Camila Cabello",1599034,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
16,"I Know You (feat. Bastille)","Craig David",1594849,https://open.spotify.com/track/5lRzEC0Hyj92nEr9JkDxM2
17,17,MK,1593340,https://open.spotify.com/track/15DwFznkBJir7AK9PyMyRR
18,"No Words",Dave,1500751,https://open.spotify.com/track/4USHZ3omhEBGjHLD9BIJYs
19,"My Lover - Radio Edit",Not3s,1432544,https://open.spotify.com/track/0A9y4c4dkI68IEnsRGtWil
20,Decline,RAYE,1397538,https://open.spotify.com/track/5STWwZgJ5gHzXdOsZ1hTqH
21,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,1382291,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
22,"The Greatest Show","Hugh Jackman",1360004,https://open.spotify.com/track/43ay9lQZ5rfNcOOHhRF2cM
23,"New Rules","Dua Lipa",1348325,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
24,"Him & I (with Halsey)",G-Eazy,1311358,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4
25,"Bouff Daddy","J Hus",1261688,https://open.spotify.com/track/28qdL1yHti3BSu6AdLzWbg
26,"I Fall Apart","Post Malone",1219020,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
27,Wolves,"Selena Gomez",1207186,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
28,"Fine Line (with Not3s)",Mabel,1169093,https://open.spotify.com/track/3CmDfdlhSnRvoNeCwXWvh1
29,"Bad (feat. Yungen, MoStack, Mr Eazi & Not3s)","Steel Banglez",1168484,https://open.spotify.com/track/5vySkXA0v40CDwofIvhc1Y
30,Silence,Marshmello,1162130,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
31,"All The Stars (with SZA)","Kendrick Lamar",1156511,https://open.spotify.com/track/12SJpYZEdj4kzWZ8FPFg4Y
32,"A Million Dreams","Ziv Zaifman",1142683,https://open.spotify.com/track/0RoA7ObU6phWpqhlC9zH4Z
33,"Feel It Still","Portugal. The Man",1139298,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
34,"Blinded By Your Grace, Pt. 2 (feat. MNEK)",Stormzy,1102919,https://open.spotify.com/track/0ihguwGVwKihJ1Nj8fGQlY
35,"Never Enough","Loren Allred",1102374,https://open.spotify.com/track/0Gl5s8IhMmQE5YQwM8Qx1J
36,"The Other Side","Hugh Jackman",1101495,https://open.spotify.com/track/2cKovq3l6OJjhVVDbVKOsr
37,Naked,"James Arthur",1065651,https://open.spotify.com/track/7krbSH3rd8lhIZvuzTV3Bl
38,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",1043202,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
