,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"God's Plan",Drake,3947466,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
2,Barking,Ramz,3223489,https://open.spotify.com/track/7amMgNDcObIDkIXv4xcvc2
3,"River (feat. Ed Sheeran)",Eminem,2717113,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
4,IDGAF,"Dua Lipa",2319828,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
5,"This Is Me","Keala Settle",1988415,https://open.spotify.com/track/2xGjteMU3E1tkEPVFBO08U
6,"Havana (feat. Young Thug)","Camila Cabello",1929384,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
7,rockstar,"Post Malone",1927509,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
8,"Let You Down",NF,1917274,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
9,"Tip Toe (feat. French Montana)","Jason Derulo",1810684,https://open.spotify.com/track/2z4pcBLQXF2BXKFvd0BuB6
10,"I Miss You (feat. Julia Michaels)","Clean Bandit",1807509,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL
11,"Rewrite The Stars","Zac Efron",1786384,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN
12,"Finesse - Remix; feat. Cardi B","Bruno Mars",1775661,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
13,Breathe,"Jax Jones",1677071,https://open.spotify.com/track/6tvQzeCPwOytDlBYCIOY0n
14,"Never Be the Same","Camila Cabello",1666525,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
15,Anywhere,"Rita Ora",1661413,https://open.spotify.com/track/7EI6Iki24tBHAMxtb4xQN2
16,17,MK,1658664,https://open.spotify.com/track/15DwFznkBJir7AK9PyMyRR
17,"No Words",Dave,1502659,https://open.spotify.com/track/4USHZ3omhEBGjHLD9BIJYs
18,"New Rules","Dua Lipa",1401494,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
19,Decline,RAYE,1395130,https://open.spotify.com/track/5STWwZgJ5gHzXdOsZ1hTqH
20,"Diplomatic Immunity",Drake,1392810,https://open.spotify.com/track/5goGDc74vVREyN8al8CkPh
21,"I Know You","Craig David",1371006,https://open.spotify.com/track/34t13rSSZtr22CjcmroMmh
22,"The Greatest Show","Hugh Jackman",1354877,https://open.spotify.com/track/43ay9lQZ5rfNcOOHhRF2cM
23,Wolves,"Selena Gomez",1345380,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
24,"My Lover - Radio Edit",Not3s,1340715,https://open.spotify.com/track/0A9y4c4dkI68IEnsRGtWil
25,"Him & I (with Halsey)",G-Eazy,1288524,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4
26,"I Fall Apart","Post Malone",1237203,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
27,Silence,Marshmello,1225149,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
28,"Bouff Daddy","J Hus",1223335,https://open.spotify.com/track/28qdL1yHti3BSu6AdLzWbg
29,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",1222707,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
30,"Blinded By Your Grace, Pt. 2 (feat. MNEK)",Stormzy,1174422,https://open.spotify.com/track/0ihguwGVwKihJ1Nj8fGQlY
