,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"God's Plan",Drake,4603687,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
2,"Psycho (feat. Ty Dolla $ign)","Post Malone",2767261,https://open.spotify.com/track/65NwOZqoXny4JxqAPlfxRF
3,FRIENDS,Marshmello,2737690,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
4,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,2702501,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
5,IDGAF,"Dua Lipa",2631650,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
6,"All The Stars (with SZA)","Kendrick Lamar",2547152,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
7,"Feel It Still","Portugal. The Man",2064998,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
8,Barking,Ramz,2011159,https://open.spotify.com/track/7amMgNDcObIDkIXv4xcvc2
9,"Look Alive (feat. Drake)","BlocBoy JB",1798472,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
10,"This Is Me","Keala Settle",1746606,https://open.spotify.com/track/2xGjteMU3E1tkEPVFBO08U
11,"River (feat. Ed Sheeran)",Eminem,1746493,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
12,"Fine Line (with Not3s)",Mabel,1659824,https://open.spotify.com/track/3CmDfdlhSnRvoNeCwXWvh1
13,Breathe,"Jax Jones",1632900,https://open.spotify.com/track/6tvQzeCPwOytDlBYCIOY0n
14,"Pray For Me (with Kendrick Lamar)","The Weeknd",1591751,https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x
15,"Never Be the Same","Camila Cabello",1547597,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
16,"For You (Fifty Shades Freed) (& Rita Ora)","Liam Payne",1402535,https://open.spotify.com/track/5hM6sP0Gh1jD57drszNueC
17,rockstar,"Post Malone",1387362,https://open.spotify.com/track/2U7Hu2RaNQNRi7izoJyZaX
18,Mine,Bazzi,1332417,https://open.spotify.com/track/6tHWl8ows5JOZq9Yfaqn3M
19,"Rewrite The Stars","Zac Efron",1331380,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN
20,"My Lover - Radio Edit",Not3s,1326347,https://open.spotify.com/track/0A9y4c4dkI68IEnsRGtWil
21,"The Middle",Zedd,1312726,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
22,"Finesse - Remix; feat. Cardi B","Bruno Mars",1307523,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
23,"Say Something (feat. Chris Stapleton)","Justin Timberlake",1254200,https://open.spotify.com/track/1LhMopPAallLeaeNutqbgS
24,"New Rules","Dua Lipa",1243439,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
25,Jumanji,"B Young",1232337,https://open.spotify.com/track/4PzsYXrHh4r2BxtpNjtvoF
26,Strangers,Sigrid,1227637,https://open.spotify.com/track/3fJaqjV813edLN5wrxUPkc
27,SAD!,XXXTENTACION,1188814,https://open.spotify.com/track/35ieKju5aLWFN5UgfJ27mL
28,"The Greatest Show","Hugh Jackman",1169080,https://open.spotify.com/track/43ay9lQZ5rfNcOOHhRF2cM
29,"Havana (feat. Young Thug)","Camila Cabello",1165410,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
30,Hangman,Dave,1120733,https://open.spotify.com/track/7r7NTwtWAhPRtzylDu3hnE
31,"I Fall Apart","Post Malone",1102224,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
32,"Love Lies (with Normani)",Khalid,1096909,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
33,"Him & I (with Halsey)",G-Eazy,1080143,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4
34,"Tip Toe (feat. French Montana)","Jason Derulo",1072703,https://open.spotify.com/track/2z4pcBLQXF2BXKFvd0BuB6
35,"A Million Dreams","Ziv Zaifman",985021,https://open.spotify.com/track/0RoA7ObU6phWpqhlC9zH4Z
36,"No Words",Dave,967520,https://open.spotify.com/track/4USHZ3omhEBGjHLD9BIJYs
37,"Let You Down",NF,960640,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
38,Rapper,"Hardy Caprio",960275,https://open.spotify.com/track/7x2ymBLCedgOoZiPDlZaJH
39,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",959538,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
40,"Check (with RAYE)","Kojo Funds",952908,https://open.spotify.com/track/4i8ObH2xPP4DSNniUJlgar
41,"The Other Side","Hugh Jackman",943173,https://open.spotify.com/track/2cKovq3l6OJjhVVDbVKOsr
