,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Blijf Bij Mij","Ronnie Flex",1630349,https://open.spotify.com/track/7EyvmcYx7WzeBi2cY9RmIi
2,"4/5 - From “Patser""","Ronnie Flex",1431694,https://open.spotify.com/track/7cAxokBbnclXF6skY38Nd9
3,Officieel,Broederliefde,1152104,https://open.spotify.com/track/3e0gMtgOOLGPFLzPWR7xzb
4,"River (feat. Ed Sheeran)",Eminem,983801,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
5,Havana,"Camila Cabello",936521,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
6,rockstar,"Post Malone",852603,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
7,Wolves,"Selena Gomez",786267,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
8,Vervloekt,Frenna,783066,https://open.spotify.com/track/5VjqFNoLNl0xvG50diCuwx
9,"New Rules","Dua Lipa",771664,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
10,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",703184,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
11,"In Amsterdam","Sevn Alias",697583,https://open.spotify.com/track/4QXLXEcGPl18ghSz4cSEzP
12,Coño,Puri,679772,https://open.spotify.com/track/7tXCV0UwFwBxqum6i25you
13,Patsergedrag,"Sevn Alias",642215,https://open.spotify.com/track/4tNpAeDH7S7cJGEo28Ogi4
14,Perfect,"Ed Sheeran",640439,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
15,"What Lovers Do (feat. SZA)","Maroon 5",629895,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
16,"I Miss You (feat. Julia Michaels)","Clean Bandit",626830,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL
17,"Op Me Monnie",Frenna,619530,https://open.spotify.com/track/5kvzEqShooIhg1D3KMBa7U
18,"Let You Down",NF,609749,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
19,Stargazing,Kygo,608600,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP
20,Silence,Marshmello,603040,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
21,"So Far Away (feat. Jamie Scott & Romy Dya)","Martin Garrix",597626,https://open.spotify.com/track/0OlnLZY4cmQzT6ZGttvWBM
22,"Too Good At Goodbyes","Sam Smith",578949,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
23,"Him & I (with Halsey)",G-Eazy,567577,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4
24,"Shape of You","Ed Sheeran",565887,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
25,Anywhere,"Rita Ora",559405,https://open.spotify.com/track/7EI6Iki24tBHAMxtb4xQN2
26,Merry,"Nafthaly Ramona",558321,https://open.spotify.com/track/3hHHaTr65mG7bpApRW5CZQ
27,"Dusk Till Dawn - Radio Edit",ZAYN,514579,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
28,"Reggaetón Lento (Remix)",CNCO,509892,https://open.spotify.com/track/5PB8zB1MOZASboLquvinMF
29,"What About Us",P!nk,494935,https://open.spotify.com/track/0Qh38w01QRXK6KHIv0e3hb
30,"All Falls Down (feat. Juliander)","Alan Walker",485330,https://open.spotify.com/track/5yFSF6qQA1rcLsQRnBsZgb
31,"Feel It Still","Portugal. The Man",479897,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
32,Architect,"Jonna Fraser",472424,https://open.spotify.com/track/3UPsdBBqs9vnVF0fYTGA8n
33,"Hop Hop Hop","Lil Kleine",464802,https://open.spotify.com/track/2WM1QOmbn4TP0ZFcNOsj2x
34,"16 Million",Frenna,464003,https://open.spotify.com/track/3AkhtRarPRwQ2lAzvnH64n
35,"Man's Not Hot","Big Shaq",442132,https://open.spotify.com/track/2nUJvBO87SkxCViQsLc9Zr
36,Krantenwijk,"Lil Kleine",435619,https://open.spotify.com/track/1X8py2jInjgIQ9Y9roDQZC
37,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",421581,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
38,"How Long","Charlie Puth",421055,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
39,"Net Iets Meer","Lil Kleine",418826,https://open.spotify.com/track/2SdXCB4OPo6J6Yc7V249pS
40,Loterij,"Lil Kleine",407472,https://open.spotify.com/track/260azNxQzQIloG7OpjQtTC
41,"Gucci Gang","Lil Pump",403665,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
42,"Ride Or Die",Josylvio,399259,https://open.spotify.com/track/7sMPXHS84uuTGeb21IgXnU
43,"Lovely Body",SFB,390542,https://open.spotify.com/track/65ExBcuMthmxRVnPVvWCe3
44,#JM,Broederliefde,379142,https://open.spotify.com/track/43pg0oNIUwWBCFGZSkomaE
45,Unforgettable,"French Montana",371730,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
46,"Échame La Culpa","Luis Fonsi",371589,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
47,Energie,"Ronnie Flex",364021,https://open.spotify.com/track/1riPE3NCV1OBmSXqpYiMJY
48,"Whatever It Takes","Imagine Dragons",348436,https://open.spotify.com/track/4IWAyPf1KMq7JCyGeCjTeH
49,Zoutelande,BLØF,342965,https://open.spotify.com/track/1rQfM1l1gcZF1tKJtLYRnm
