,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,Mwaka Moon,Kalash,1708302,https://open.spotify.com/track/1vVZLmZq8gN8pPCEBLjPvD
2,Reine,Dadju,1116064,https://open.spotify.com/track/2HdCh16tdPjle1rm80Y6q7
3,rockstar,Post Malone,1059924,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
4,Sal?,Niska,1053481,https://open.spotify.com/track/0uBu60Wd7yzm2sFrj2hSr6
5,Noche,Lacrim,978942,https://open.spotify.com/track/4eUxD9V0Df1prftDNBpQ9Z
6,Havana,Camila Cabello,953643,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
7,Perfect,Ed Sheeran,765331,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
8,R?seaux,Niska,760558,https://open.spotify.com/track/2nY6MRHWpW0AGXMoGDJOjX
9,Gucci Gang,Lil Pump,746278,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
10,Tuba Life,Niska,722180,https://open.spotify.com/track/2r6C2IEw533mDs3sam5Zxx
11,Dusk Till Dawn - Radio Edit,ZAYN,676332,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
12,Tout va bien,Orelsan,665698,https://open.spotify.com/track/7gmYDrNYV5AaTEnZo0yhtM
13,Veux-tu ?,Lacrim,660189,https://open.spotify.com/track/5HrXDe1X7CmcrAImUTfBnv
14,D?faite de famille,Orelsan,650312,https://open.spotify.com/track/0IvTKTST66tq30ZeFWeqfm
15,De l'autre c?t? (feat. Nekfeu),Ninho,647034,https://open.spotify.com/track/3ldfGgw7IoLHbaqmspX3ME
16,Oublie-le,Dadju,642589,https://open.spotify.com/track/3ZIWdjqDCjAtq4daPmYr6g
17,Par amour,Dadju,637217,https://open.spotify.com/track/3alSzdz0U10gV2aXVigYkT
18,Basique,Orelsan,627067,https://open.spotify.com/track/2ICdvchXmDh5mdLyyL2opB
19,Comme si de rien n'?tait,Dadju,617109,https://open.spotify.com/track/3kxw1ojLnfX1T5qq1wBaEu
20,What Lovers Do (feat. SZA),Maroon 5,600508,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
21,Medell?n,Niska,596626,https://open.spotify.com/track/1gI6FedOWXQ7aSj4FfEiGK
22,Glorious (feat. Skylar Grey),Macklemore,594980,https://open.spotify.com/track/0CokSRCu5hZgPxcZBaEzVE
23,Madre mia (feat. Ninho),Sadek,591892,https://open.spotify.com/track/37YNulvDhyzULfhHycmhEl
24,Dommage,Bigflo & Oli,589542,https://open.spotify.com/track/0J2a0afQcr63ymGo5hKCDo
25,Bob Marley,Dadju,588939,https://open.spotify.com/track/6L6yn9GeVqnlWX1npp6rAK
26,Sous contr?le,Dadju,585059,https://open.spotify.com/track/64qdods9r5p6wovmRZdyg3
27,Lionne,Dadju,574932,https://open.spotify.com/track/6RcunYh727ddHarRJ4mTIj
28,Bling Bling,Kaaris,570460,https://open.spotify.com/track/4s7OqcUEyLJ1RkbzBopRGt
29,Ma fiert?,Dadju,568951,https://open.spotify.com/track/4z0IXsydGE0IpQnO2uOlKU
30,Django,Dadju,557584,https://open.spotify.com/track/51PPDB9v8QOMkiUe06eYfc
31,Mobali,Siboy,549629,https://open.spotify.com/track/6xcXAVbDuVT1pCsa2rmDHY
32,Let You Down,NF,542941,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
33,New Rules,Dua Lipa,538923,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
34,Feel It Still,Portugal. The Man,533694,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
35,Intuition,Dadju,527202,https://open.spotify.com/track/5Vcr9pirz2iARgvFBZwLhk
36,Katchi - Ofenbach vs. Nick Waterhouse,Ofenbach,522964,https://open.spotify.com/track/2NF8A7C6tICScdRaZ0BrEe
37,Gericault,Lacrim,521513,https://open.spotify.com/track/3kBOLktyP8cJv5PxqYk24z
38,Intocable,Lacrim,517127,https://open.spotify.com/track/6f035MsUWVN5khFQN4nqTB
