,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,
Position,Track Name,Artist,Streams,URL
1,Was du Liebe nennst,Bausa,5016311,https://open.spotify.com/track/4hKWUzhQWsOkgT6LnDEASe
2,rockstar,Post Malone,3121438,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
3,Havana,Camila Cabello,2523969,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
4,Dusk Till Dawn - Radio Edit,ZAYN,2032372,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
5,Silence,Marshmello,1985865,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
6,New Rules,Dua Lipa,1768137,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
7,Senorita,Kay One,1667404,https://open.spotify.com/track/5OHOykHs3Ct2pgbqod8uMD
8,More Than You Know,Axwell /\ Ingrosso,1638653,https://open.spotify.com/track/3PEgB3fkiojxms35ntsTgs
9,Let You Down,NF,1621255,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
10,Perfect,Ed Sheeran,1599351,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
11,Zieh' den Rucksack aus,Kollegah,1487202,https://open.spotify.com/track/6F0fXw4G0dqRWJnvWPZM67
12,What Lovers Do (feat. SZA),Maroon 5,1434689,https://open.spotify.com/track/4mxWSdf71VFO52qFeY0fZt
13,Primo,RAF Camora,1416320,https://open.spotify.com/track/7y5chiQbuvviOYUfUmOPqo
14,Wolves,Selena Gomez,1359447,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
15,Kleiner Cabrón,Veysel,1330566,https://open.spotify.com/track/36XNdtXaPIAfhOiyKIPpWl
16,I Like Me Better,Lauv,1322893,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9
17,Stargazing,Kygo,1297109,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP
18,Soldaten 2.0,Kontra K,1253769,https://open.spotify.com/track/5RddxRDhCIcp8u8P5sV6n2
19,Glorious (feat. Skylar Grey),Macklemore,1251527,https://open.spotify.com/track/0CokSRCu5hZgPxcZBaEzVE
20,Feel It Still,Portugal. The Man,1197509,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
21,Monica Bellucci,RIN,1194319,https://open.spotify.com/track/06ieFuGkwHCOFP2cmOBmgb
22,Unforgettable,French Montana,1183110,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
23,Lonely Together (feat. Rita Ora),Avicii,1060319,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab
24,What About Us,P!nk,1058717,https://open.spotify.com/track/0Qh38w01QRXK6KHIv0e3hb
25,Mi Gente,J Balvin,1058298,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
26,Knöcheltief,Trettmann,1007181,https://open.spotify.com/track/1qfM92o8OuFfWouqqfUBF8
27,If I'm Lucky,Jason Derulo,999497,https://open.spotify.com/track/6eUncuJutsFi9BGO1JaBHh
28,Without You (feat. Sandro Cavazza),Avicii,997953,https://open.spotify.com/track/6WbADFqMvR8N5u0BvtsWQE
29,Bon Voyage,Miami Yacine,978067,https://open.spotify.com/track/1VfSu8qtTf5PMi3d8XVZGj
30,Too Good At Goodbyes - Edit,Sam Smith,972393,https://open.spotify.com/track/0mel2N9Ws9r4yLQn5QE21Y
31,Wohin willst du,Gestört aber GeiL,960786,https://open.spotify.com/track/51WUacrCkukxCgym463uNN
32,Heute mit mir,Nimo,941007,https://open.spotify.com/track/7fUWZUNj5qbEuoL6K9947g
33,Friends (with BloodPop®),Justin Bieber,912057,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz
34,Olé Olé,Capital Bra,908386,https://open.spotify.com/track/4v4ZuW2tjSyyci2BcE5bTp
35,1-800-273-8255,Logic,907447,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
36,Na Na Na,Capital Bra,890424,https://open.spotify.com/track/3xZAsF5FS5WgT4UDFXYJxx
37,Schnell machen,Sa4,886890,https://open.spotify.com/track/3dA1Z1MFUVbdY796jNEjr2
38,Thunder,Imagine Dragons,872099,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
39,Shape of You,Ed Sheeran,858547,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
40,Sturmmaske Auf [Intro],Kollegah,851342,https://open.spotify.com/track/2nvUC76Xju4HuqIFXeiCyI
41,Vorankommen,Luciano,851006,https://open.spotify.com/track/5NiXbacOLkUazxO1qmfXI9
42,Gottseidank,Trettmann,835511,https://open.spotify.com/track/4FwwXRuwzJcpmfCR8ltO9b
43,Bros,RIN,816042,https://open.spotify.com/track/5cV34hcKf632Ry0avUxx5k
44,Young Dumb & Broke,Khalid,803260,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
45,Montpellier,Miami Yacine,792664,https://open.spotify.com/track/6ePid2SrWNYfRfZlWahbay
46,Summer Air,ItaloBrothers,788506,https://open.spotify.com/track/0V9cosR5jWa4fr2koARmhD
47,Whatever It Takes,Imagine Dragons,783555,https://open.spotify.com/track/4IWAyPf1KMq7JCyGeCjTeH
48,Telefon,Dardan,771119,https://open.spotify.com/track/1SkeK7yhwSkCUkbAG9604j
49,I Believe I'm Fine,Robin Schulz,769832,https://open.spotify.com/track/2i3WO0WkrlnrA1I4GdUmxh
50,Lambo Diablo GT (feat. Nimo),Capo,766131,https://open.spotify.com/track/6HxFJbQahRd5rWQ752D710
51,Besser als 50 Cent,Veysel,692792,https://open.spotify.com/track/1DGkUoopGsVyBh6RcrkUVk
52,Look What You Made Me Do,Taylor Swift,669569,https://open.spotify.com/track/6uFsE1JgZ20EXyU0JQZbUR
53,I Fall Apart,Post Malone,658700,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
54,Feel Good,Felix Jaehn,645657,https://open.spotify.com/track/6a9vKVMFfNBi741DVSit3H
55,Gucci Gang,Lil Pump,630723,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
56,Rush Hour,Sa4,629942,https://open.spotify.com/track/13ocGRA0tLxbMTZoPYklPn
57,OK,Robin Schulz,627130,https://open.spotify.com/track/3bWAqKDWg6u1davspr5IkS
58,Sterben kannst du überall,Trailerpark,624619,https://open.spotify.com/track/33aYqVQ4EviRTd0BmHFxpF
59,XO Tour Llif3,Lil Uzi Vert,620771,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
60,Ohne mein Team,Bonez MC,607117,https://open.spotify.com/track/05Mp2UJulSttxQ4E6hQPH3
61,All Stars,Martin Solveig,597145,https://open.spotify.com/track/3aLSrx8qhssXrh5yjB6oy9
62,Millionär,187 Strassenbande,593695,https://open.spotify.com/track/6mw02h3qbWmuq2bJCRjRAe
63,Your Song,Rita Ora,593129,https://open.spotify.com/track/4c2W3VKsOFoIg2SFaO6DY5
64,Nice Girl 2.0,Ufo361,589162,https://open.spotify.com/track/607TgBgbTvP8CTgIHN0R6q
65,Rhythm n' Flouz,Celo & Abdi,587200,https://open.spotify.com/track/0fbUK9Clvvx53FkLn8Wssn
66,Kein Rückwärtsgang,Celo & Abdi,582892,https://open.spotify.com/track/0Wyw4EtWEyZ2ZEj4qoTfhM
67,Mi Gente (feat. Beyoncé),J Balvin,575657,https://open.spotify.com/track/7fwXWKdDNI5IutOMc5OKYw
68,Mama,Jonas Blue,573423,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w
69,How Long,Charlie Puth,569335,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
70,Nur noch Gucci,Capital Bra,566835,https://open.spotify.com/track/6zxFyURXhsMwwkLQGZbzBw
71,"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX",Lorde,560125,https://open.spotify.com/track/69Naniu2KjKjaQOBUagE8U
72,Attention,Charlie Puth,557957,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
73,Letzte Liebe,Prinz Pi,552440,https://open.spotify.com/track/791yvyS64nKiOFtFxRPaqD
74,Complicated (feat. Kiiara),Dimitri Vegas & Like Mike,528096,https://open.spotify.com/track/1Sl3njkhhz8nrSPZroDQ82
75,Sorry Not Sorry,Demi Lovato,527862,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
76,Kontrollieren,RAF Camora,525418,https://open.spotify.com/track/1uGERQ2DVv7j9WSsWzOHVp
77,Yakuza,Veysel,524568,https://open.spotify.com/track/7HR5qYGKtzopXoN0CdMirL
78,Strip That Down,Liam Payne,499289,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ
79,Bank Account,21 Savage,495227,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
80,Zigarren Havanna - KMN Street EP.2,Azet,492910,https://open.spotify.com/track/6ET5DRhoyIOUETNyDcGtk6
81,Andere Liga,RAF Camora,487971,https://open.spotify.com/track/2NWZiXyRdKEolP8QrjBGmp
82,Congratulations,Post Malone,487651,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
83,Murcielago,KC Rebell,472506,https://open.spotify.com/track/39qlqpwVzRkQP6WsILfIB5
84,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,471751,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi
85,Wie Falco,Nimo,462264,https://open.spotify.com/track/6ZyLo7sln0QFP7YXqgXCU8
86,Ya Salam,Kurdo,456161,https://open.spotify.com/track/5fpujciVjGBhnR2XFx06E7
87,There's Nothing Holdin' Me Back,Shawn Mendes,445540,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
88,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,445270,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF
89,Neue Welt,Kool Savas,441616,https://open.spotify.com/track/3PZALIvOHbLE8vseq0UNnL
90,Bongzimmer,SXTN,439448,https://open.spotify.com/track/5peJfpkLPMilv44VqUa2AS
91,Hot2Touch,Felix Jaehn,434137,https://open.spotify.com/track/1sBhJGPUKrdRycgKxve70v
92,Questions,Chris Brown,433550,https://open.spotify.com/track/3ojTJaonfkL96iIWa47SU3
93,Instruction,Jax Jones,425900,https://open.spotify.com/track/2ytH5wDuqhgLTiDVYioteq
94,Despacito - Remix,Luis Fonsi,425384,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
