,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"God's Plan",Drake,42879151,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
2,"Psycho (feat. Ty Dolla $ign)","Post Malone",31221103,https://open.spotify.com/track/65NwOZqoXny4JxqAPlfxRF
3,SAD!,XXXTENTACION,27215954,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
4,FRIENDS,Marshmello,25664581,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
5,X,"Nicky Jam",24968351,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
6,IDGAF,"Dua Lipa",22504143,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
7,"In My Blood","Shawn Mendes",21904395,https://open.spotify.com/track/79jX8RM5CgPqDKdGEKNW9K
8,"The Middle",Zedd,21629499,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
9,"All The Stars (with SZA)","Kendrick Lamar",21429599,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
10,"Look Alive (feat. Drake)","BlocBoy JB",20937956,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
11,Mine,Bazzi,19932813,https://open.spotify.com/track/6tHWl8ows5JOZq9Yfaqn3M
12,"Love Lies (with Normani)",Khalid,19875102,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
13,"Freaky Friday (feat. Chris Brown)","Lil Dicky",19141920,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
14,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,19129919,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
15,rockstar,"Post Malone",16924936,https://open.spotify.com/track/2U7Hu2RaNQNRi7izoJyZaX
16,Dura,"Daddy Yankee",16130695,https://open.spotify.com/track/2j2fIJGh4PMdXt9ULI5Tlc
17,"Havana (feat. Young Thug)","Camila Cabello",15554839,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
18,Moonlight,XXXTENTACION,15060726,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
19,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",14838238,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
20,"Never Be the Same","Camila Cabello",13760531,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
21,"Pray For Me (with Kendrick Lamar)","The Weeknd",13595021,https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x
22,"Me Niego (feat. Ozuna & Wisin)",Reik,13488299,https://open.spotify.com/track/6jA8JUuPCGYjFcgw0AoM5T
23,"Lost In Japan","Shawn Mendes",13124790,https://open.spotify.com/track/7wvYmO5QscgIDDT0eNwbYX
24,"Like I Do","David Guetta",12208656,https://open.spotify.com/track/6RnkFd8Fqqgk1Uni8RgqCQ
25,"Plug Walk","Rich The Kid",12140072,https://open.spotify.com/track/0gD6lWJhbXHWNVwQziSVvl
26,"Échame La Culpa","Luis Fonsi",12064446,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
27,"New Rules","Dua Lipa",11919044,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
28,Bella,Wolfine,11888754,https://open.spotify.com/track/3xcCix7Jv1Rp90YVmgo35D
29,Amorfoda,"Bad Bunny",11860259,https://open.spotify.com/track/3ITvHA9zhZZdBJsOsAUegF
30,"Stir Fry",Migos,11844864,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf
31,Everyday,Logic,11406114,https://open.spotify.com/track/4EAV2cKiqKP5UPZmY6dejk
32,"Finesse - Remix; feat. Cardi B","Bruno Mars",11379614,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
33,Perfect,"Ed Sheeran",11050264,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
34,"Ric Flair Drip (& Metro Boomin)",Offset,10913741,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
35,"Say Something (feat. Chris Stapleton)","Justin Timberlake",10764101,https://open.spotify.com/track/1LhMopPAallLeaeNutqbgS
36,"Shape of You","Ed Sheeran",10718284,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
37,"Déjala Que Vuelva (feat. Manuel Turizo)","Piso 21",10623861,https://open.spotify.com/track/33bnxcjePIkcmNjEFTJX0l
38,"River (feat. Ed Sheeran)",Eminem,10565757,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
39,Wolves,"Selena Gomez",10451091,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
40,"I Fall Apart","Post Malone",10412673,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
41,changes,XXXTENTACION,10066899,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
42,"Sick Boy","The Chainsmokers",9678535,https://open.spotify.com/track/2JfXj2TERIkHwJpnG9f8uX
43,"Síguelo Bailando",Ozuna,9646227,https://open.spotify.com/track/5Y9fnynLlIvqtM710MHzfz
44,"King's Dead (with Kendrick Lamar, Future & James Blake)","Jay Rock",9493443,https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH
45,"Mad Love","Sean Paul",9473187,https://open.spotify.com/track/3soOPBuMK8YMdWnV7xpEyf
46,"Remind Me to Forget",Kygo,9468394,https://open.spotify.com/track/6xTU6B6nFwKKTSZ9ySXS80
47,"Let You Down",NF,9311162,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
48,Breathe,"Jax Jones",9283638,https://open.spotify.com/track/6tvQzeCPwOytDlBYCIOY0n
49,Downtown,Anitta,9254861,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
50,"Walk It Talk It",Migos,9166811,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
51,Corazón,Maluma,8745469,https://open.spotify.com/track/4lESS6vuruP6a79KWRaQou
52,"Feel It Still","Portugal. The Man",8672146,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
53,"Powerglide (feat. Juicy J)","Rae Sremmurd",8667428,https://open.spotify.com/track/2yUbCEiaolfSMluDo9RMmG
54,Heaven,"Julia Michaels",8645743,https://open.spotify.com/track/4QfNOZN7vrQCQKK1ZJ3XPb
55,"For You (Fifty Shades Freed) (& Rita Ora)","Liam Payne",8488441,https://open.spotify.com/track/5hM6sP0Gh1jD57drszNueC
56,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",8379262,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
57,Criminal,"Natti Natasha",8354635,https://open.spotify.com/track/6Za3190Sbw39BBC77WSS1C
58,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","Sofía Reyes",8302549,https://open.spotify.com/track/4QtiVmuA88tPQiCOHZuQ5b
59,Delicate,"Taylor Swift",8274902,https://open.spotify.com/track/6NFyWDv5CjfwuzoCkw47Xf
60,"Capital Letters","Hailee Steinfeld",8210709,https://open.spotify.com/track/3towKHKVOXCCcL1fHv6xFO
61,Thunder,"Imagine Dragons",8131928,https://open.spotify.com/track/26gceVsA1ybT8qsX3aYLEn
62,"XO Tour Llif3","Lil Uzi Vert",7836648,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
63,Nevermind,"Dennis Lloyd",7576939,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
64,"Too Good At Goodbyes","Sam Smith",7502456,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
65,"Him & I (with Halsey)",G-Eazy,7449916,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4
66,"Everybody Hates Me","The Chainsmokers",7447816,https://open.spotify.com/track/3pIigjAWkzwAonXpJ1fmSF
67,"Jocelyn Flores",XXXTENTACION,7390584,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
68,Believer,"Imagine Dragons",7342155,https://open.spotify.com/track/7Izh7zLJGw1Nscd62Exxj4
69,Sensualidad,"Bad Bunny",7338949,https://open.spotify.com/track/5hcisvFMidkMJlElTO9Qmw
70,Dembow,"Danny Ocean",7321328,https://open.spotify.com/track/2EzRdhuoPyNJDlep7lnNf2
71,"Lemon (feat. Drake) - Drake Remix",N.E.R.D,7312899,https://open.spotify.com/track/739vCwA3EpBSkk3uDsI2wB
72,Silence,Marshmello,7299105,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
73,"EL BAÑO (feat. Bad Bunny)","Enrique Iglesias",7263699,https://open.spotify.com/track/2vvdTrdryjsl8DmPIMDWZU
74,"the remedy for a broken heart (why am I so in love)",XXXTENTACION,7240721,https://open.spotify.com/track/4UKCKdYiLN6IMA5ZESUTL7
75,Congratulations,"Post Malone",7239525,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
76,"I Miss You (feat. Julia Michaels)","Clean Bandit",7165783,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL
77,"44 More",Logic,6866126,https://open.spotify.com/track/3e7Y6sfFlIdBMJhX7wpqVO
78,HUMBLE.,"Kendrick Lamar",6655081,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
79,"Bum Bum Tam Tam","MC Fioti",6644387,https://open.spotify.com/track/4zWO4gvuFtw6EJZC5FFGlr
80,"El Préstamo",Maluma,6598374,https://open.spotify.com/track/0QS5rZpm5zN9wV9lJgjyUE
81,Machika,"J Balvin",6567807,https://open.spotify.com/track/6MNGxu8MprKGkchUchkJsy
