,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"thank u, next","Ariana Grande",47098337,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
2,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",38165586,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
3,"MIA (feat. Drake)","Bad Bunny",27575660,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
4,Happier,Marshmello,24162286,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
5,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",24060626,https://open.spotify.com/track/1A6OTy97kk0mMdm78rHsm8
6,Shallow,"Lady Gaga",22847251,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
7,"Without Me",Halsey,22018237,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
8,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,21937752,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
9,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",20473163,https://open.spotify.com/track/7l3E7lcozEodtVsSTCkcaA
10,"SICKO MODE","Travis Scott",18828317,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
11,"Mo Bamba","Sheck Wes",16977242,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr
12,"when the party's over","Billie Eilish",16548472,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
13,Better,Khalid,16296806,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
14,"Eastside (with Halsey & Khalid)","benny blanco",15042249,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
15,"Sweet but Psycho","Ava Max",14941231,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
16,"Bohemian Rhapsody - Remastered 2011",Queen,14790370,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
17,"In My Mind",Dynoro,14782969,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
18,"Girls Like You (feat. Cardi B)","Maroon 5",14754787,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
19,"Promises (with Sam Smith)","Calvin Harris",14341669,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
20,"Lucid Dreams","Juice WRLD",14259821,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
21,"Be Alright","Dean Lewis",14226805,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
22,SAD!,XXXTENTACION,13310938,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
23,"Kiss and Make Up","Dua Lipa",13300319,https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3
24,"Drip Too Hard (Lil Baby & Gunna)","Lil Baby",13182915,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
25,"Woman Like Me (feat. Nicki Minaj)","Little Mix",12951751,https://open.spotify.com/track/6rrTr2HEAzlpC4KWZxF3S1
26,"Falling Down - Bonus Track","Lil Peep",12895085,https://open.spotify.com/track/0Dn40gxVCMo5TkgS8Ik18Q
27,"Better Now","Post Malone",12782076,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
28,"I Love It (& Lil Pump)","Kanye West",12749355,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
29,Moonlight,XXXTENTACION,12206688,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
30,"Let You Love Me","Rita Ora",11987796,https://open.spotify.com/track/6xtcFXSo8H9BZN637BMVKS
31,"Vaina Loca",Ozuna,11892952,https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA
32,"In My Feelings",Drake,11500055,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
33,BEBE,6ix9ine,11180275,https://open.spotify.com/track/7ATATJztoWLcqDAcVVof0C
34,"Ruin My Life","Zara Larsson",10791733,https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU
35,"Always Remember Us This Way","Lady Gaga",10609476,https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk
36,"Taste (feat. Offset)",Tyga,10567734,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
37,Youngblood,"5 Seconds of Summer",10506042,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
38,Natural,"Imagine Dragons",10502745,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
39,"I Like It","Cardi B",10467959,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
40,"10 Freaky Girls (with 21 Savage)","Metro Boomin",10438741,https://open.spotify.com/track/43lYaovU2FoeuBMNusVVVW
41,"High Hopes","Panic! At The Disco",10120602,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
42,"Wake Up in the Sky","Gucci Mane",9982768,https://open.spotify.com/track/0QIjsbm2fh1cJ45XO9eGqq
43,"Te Boté - Remix","Nio Garcia",9722496,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
44,"rockstar (feat. 21 Savage)","Post Malone",9374034,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
45,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,9336670,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
46,breathin,"Ariana Grande",9257754,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J
47,"Cuando Te Besé","Becky G",9257671,https://open.spotify.com/track/2XXMDz7SPZ4mSFN1PXfHUy
48,"No Stylist (feat. Drake)","French Montana",9238902,https://open.spotify.com/track/04MLEeAMuV9IlHEsD8vF6A
49,"Jocelyn Flores",XXXTENTACION,9074458,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
50,"Another One Bites The Dust - Remastered 2011",Queen,9067370,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
51,"Suncity (feat. Empress Of)",Khalid,8824541,https://open.spotify.com/track/4AhSkRYioEIfGvCV19peYN
52,Nonstop,Drake,8821009,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
53,"God is a woman","Ariana Grande",8818305,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C
54,"Don't Come Out The House (with 21 Savage)","Metro Boomin",8804984,https://open.spotify.com/track/1m6lqaLvUTxPjOo98fJH8U
55,"Love Someone","Lukas Graham",8652968,https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r
56,"Electricity (with Dua Lipa)","Silk City",8621072,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk
57,Money,"Cardi B",8532908,https://open.spotify.com/track/2GGMabyHXnJmjY6CXhhB2e
58,"no tears left to cry","Ariana Grande",8316713,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo
