,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,Nice For What,Drake,2592162,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
2,God's Plan,Drake,1609589,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
3,Psycho (feat. Ty Dolla $ign),Post Malone,1354073,https://open.spotify.com/track/65NwOZqoXny4JxqAPlfxRF
4,Call Out My Name,The Weeknd,1270895,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
5,Look Alive (feat. Drake),BlocBoy JB,1174438,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
6,SAD!,XXXTENTACION,1050581,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
7,I Like It,Cardi B,995481,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
8,Plug Walk,Rich The Kid,943019,https://open.spotify.com/track/6mAz8D1TmlTuef90dbNIiZ
9,Love Lies (with Normani),Khalid,865024,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
10,FRIENDS,Marshmello,857337,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
11,The Middle,Zedd,855336,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
12,Walk It Talk It,Migos,827309,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
13,Freaky Friday (feat. Chris Brown),Lil Dicky,749067,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
14,All The Stars (with SZA),Kendrick Lamar,730335,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
15,One Kiss (with Dua Lipa),Calvin Harris,717659,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
16,Be Careful,Cardi B,714797,https://open.spotify.com/track/2Yl4OmDby9iitgNWZPwxkd
17,Ric Flair Drip (& Metro Boomin),Offset,684909,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
18,JAPAN,Famous Dex,674405,https://open.spotify.com/track/5PTG6rrL6EPFD9E2QMI2pl
19,Wasted Times,The Weeknd,668430,https://open.spotify.com/track/72TyiiduRmczEbDIEtKQdR
20,Mine,Bazzi,656678,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
21,In My Blood,Shawn Mendes,638015,https://open.spotify.com/track/79jX8RM5CgPqDKdGEKNW9K
22,Powerglide (feat. Juicy J),Rae Sremmurd,636901,https://open.spotify.com/track/2yUbCEiaolfSMluDo9RMmG
23,Body,Loud Luxury,636506,https://open.spotify.com/track/43V1z6QToNNWNldV4FEG6r
24,rockstar,Post Malone,635669,https://open.spotify.com/track/2U7Hu2RaNQNRi7izoJyZaX
25,Nevermind,Dennis Lloyd,611051,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
26,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,597746,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
27,Chun-Li,Nicki Minaj,587211,https://open.spotify.com/track/2gTYVoQCUh0QNUaFix01ld
28,Barbie Tingz,Nicki Minaj,585797,https://open.spotify.com/track/2qsQ8eVDPmobZpvDxQCVQu
29,Let Me,ZAYN,582097,https://open.spotify.com/track/7Fg342AJtNsIDdwCfX0paC
30,IDGAF,Dua Lipa,564112,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
31,Remind Me to Forget,Kygo,539891,https://open.spotify.com/track/6xTU6B6nFwKKTSZ9ySXS80
32,Moonlight,XXXTENTACION,537049,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
33,Try Me,The Weeknd,529636,https://open.spotify.com/track/2poOAWEj1CStqTVPgIHZ8s
34,Lemon (feat. Drake) - Drake Remix,N.E.R.D,520249,https://open.spotify.com/track/739vCwA3EpBSkk3uDsI2wB
35,Delicate,Taylor Swift,517443,https://open.spotify.com/track/6NFyWDv5CjfwuzoCkw47Xf
36,Stir Fry,Migos,507938,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf
37,I Do (feat. SZA),Cardi B,504640,https://open.spotify.com/track/1f5PNhkNgUpvDEeZfcIlO1
38,I Fall Apart,Post Malone,495897,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
39,Havana (feat. Young Thug),Camila Cabello,492060,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
40,Say Something (feat. Chris Stapleton),Justin Timberlake,490120,https://open.spotify.com/track/1LhMopPAallLeaeNutqbgS
41,Esskeetit,Lil Pump,485115,https://open.spotify.com/track/44KKhCyI0BGS6LvVyDqJtH
42,Playinwitme (feat. Kehlani),KYLE,483106,https://open.spotify.com/track/43cFjTTCD9Cni4aSL0sORz
43,Pray For Me (with Kendrick Lamar),The Weeknd,473177,https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x
44,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,471244,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
45,"King's Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,470685,https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH
46,Like I Do,David Guetta,449773,https://open.spotify.com/track/6RnkFd8Fqqgk1Uni8RgqCQ
47,1950,King Princess,448654,https://open.spotify.com/track/0CZ8lquoTX2Dkg7Ak2inwA
48,Never Be the Same,Camila Cabello,428620,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
49,Drip (feat. Migos),Cardi B,421909,https://open.spotify.com/track/2qcG0nZ6S3zZV0UrkY5nFo
50,Bartier Cardi (feat. 21 Savage),Cardi B,410916,https://open.spotify.com/track/0dIoGTQXDh1wVnhIiSyYEa
51,Bodak Yellow,Cardi B,404460,https://open.spotify.com/track/6KBYefIoo7KydImq1uUQlL
52,Guatemala (feat. Slim Jxmmi) - From Swaecation,Rae Sremmurd,394859,https://open.spotify.com/track/6sTDhYVVXU3HSDuG7mBLRU
53,1942 (feat. Yo Gotti & YBN Nahmir),G-Eazy,390832,https://open.spotify.com/track/794QVQtFNy7hvtjQP1keQd
54,New Rules,Dua Lipa,375633,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
55,X,Nicky Jam,371570,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
56,Everyday,Logic,365051,https://open.spotify.com/track/4EAV2cKiqKP5UPZmY6dejk
57,XO Tour Llif3,Lil Uzi Vert,362310,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
58,Beautiful,Bazzi,361565,https://open.spotify.com/track/5TVirkSwFEXF1nLJEebe2I
59,Hurt You,The Weeknd,359124,https://open.spotify.com/track/13wNEvWmBsWaWVtiLPRIW5
60,HUMBLE.,Kendrick Lamar,357240,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
61,Lost In Japan,Shawn Mendes,355839,https://open.spotify.com/track/7wvYmO5QscgIDDT0eNwbYX
62,Mad Love,Sean Paul,349641,https://open.spotify.com/track/3soOPBuMK8YMdWnV7xpEyf
63,PICK IT UP (feat. A$AP Rocky),Famous Dex,343647,https://open.spotify.com/track/0dSIrRkA4PadGll16TgbnV
64,Perfect,Ed Sheeran,342877,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
65,New Freezer (feat. Kendrick Lamar),Rich The Kid,341760,https://open.spotify.com/track/0eHCArTPhwUxatY7cEXRiK
66,Flames,David Guetta,341323,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
67,A$AP Forever (feat. Moby),A$AP Rocky,338422,https://open.spotify.com/track/1YmF9PvLhIISIANoMLIYGq
68,Congratulations,Post Malone,338401,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
69,Ring (feat. Kehlani),Cardi B,335621,https://open.spotify.com/track/5DfWF0jqMgZDCiu9zJENTA
70,Shape of You,Ed Sheeran,335593,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
71,Tequila,Dan + Shay,335569,https://open.spotify.com/track/7Il2yWQmsqKgSkLQvHTPUI
72,I Was Never There,The Weeknd,331557,https://open.spotify.com/track/56d6kYZhfhzpoC3s1dRU2V
73,GOTTI,6ix9ine,330283,https://open.spotify.com/track/27oFpFktCq9JIXjJQRuv7a
74,Unforgettable,French Montana,323606,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
75,Silence,Marshmello,319859,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
76,Let You Down,NF,319687,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
77,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,311977,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
78,River (feat. Ed Sheeran),Eminem,308288,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
79,Privilege,The Weeknd,307832,https://open.spotify.com/track/26Fqtv4Aa7kyd1WWGHai6A
80,I Wanna Know (feat. Bea Miller),NOTD,304863,https://open.spotify.com/track/18W92Zm1KjLCbUIszOhpkD
81,Bounce Out With That,YBN Nahmir,304027,https://open.spotify.com/track/5lZsh9Qf7CbHI9Fcc7Zcsq
82,changes,XXXTENTACION,301675,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
83,Home With You,Madison Beer,297958,https://open.spotify.com/track/11GGSyTB8cS9TgONHBOhEX
84,Marry Me,Thomas Rhett,296283,https://open.spotify.com/track/0OWZFobGSIW9GrSlQ9C5pc
85,Thunder,Imagine Dragons,295681,https://open.spotify.com/track/26gceVsA1ybT8qsX3aYLEn
86,Wolves,Selena Gomez,291354,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
87,Pineapple (feat. Gucci Mane & Quavo),Ty Dolla $ign,288996,https://open.spotify.com/track/0TFVOjSvPTjFHkiZZekK5k
88,Bank Account,21 Savage,283487,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
89,Finesse - Remix; feat. Cardi B,Bruno Mars,278644,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
90,No Limit,G-Eazy,275617,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW
91,Young Dumb & Broke,Khalid,274553,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
92,1-800-273-8255,Logic,274134,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
93,Jocelyn Flores,XXXTENTACION,273888,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
94,Candy Paint,Post Malone,272936,https://open.spotify.com/track/42CeaId2XNlxugDvyqHfDf
