,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,In My Feelings,Drake,1756483,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
2,SICKO MODE,Travis Scott,1475719,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
3,FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,1233461,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
4,breathin,Ariana Grande,1161089,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J
5,No Brainer,DJ Khaled,1147508,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
6,Girls Like You (feat. Cardi B),Maroon 5,1130110,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
7,Eastside (with Halsey & Khalid),benny blanco,1066047,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
8,Taste (feat. Offset),Tyga,1060438,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
9,God is a woman,Ariana Grande,1041518,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C
10,Lucid Dreams,Juice WRLD,1004226,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
11,I Like It,Cardi B,972548,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
12,Body (feat. brando),Loud Luxury,933551,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
13,Jackie Chan,Ti?sto,885772,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
14,Better Now,Post Malone,857994,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
15,Nonstop,Drake,845371,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
16,STARGAZING,Travis Scott,837133,https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m
17,Youngblood,5 Seconds of Summer,818401,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
18,Promises (with Sam Smith),Calvin Harris,753597,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
19,SAD!,XXXTENTACION,682341,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
