,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,Better Now,Post Malone,1588389,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
2,SAD!,XXXTENTACION,1573723,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
3,Lucid Dreams,Juice WRLD,1355243,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc
4,I Like It,Cardi B,1323462,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
5,Nice For What,Drake,1266593,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
6,I'm Upset,Drake,1239099,https://open.spotify.com/track/54oMZ3blwWwuPN4wEoG5mk
7,Girls Like You (feat. Cardi B),Maroon 5,1179206,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
8,Moonlight,XXXTENTACION,1073806,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
9,Jocelyn Flores,XXXTENTACION,1051293,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
10,Taste (feat. Offset),Tyga,1049193,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
11,Jackie Chan,Ti?sto,1006276,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
12,Back To You,Selena Gomez,1000393,https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9
13,All Mine,Kanye West,984257,https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF
14,Youngblood,5 Seconds of Summer,946696,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
15,Yes Indeed,Lil Baby,939253,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
16,One Kiss (with Dua Lipa),Calvin Harris,895003,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
17,Body,Loud Luxury,893404,https://open.spotify.com/track/43V1z6QToNNWNldV4FEG6r
18,changes,XXXTENTACION,884245,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
19,Psycho (feat. Ty Dolla $ign),Post Malone,875439,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
20,no tears left to cry,Ariana Grande,839315,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
21,Look Alive (feat. Drake),BlocBoy JB,792290,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
22,God's Plan,Drake,764687,https://open.spotify.com/track/6T8cJz5lAqGer9GUHGyelE
23,Yikes,Kanye West,745936,https://open.spotify.com/track/2r4JRwcbIeuAzWjH4YXlLs
24,Fuck Love (feat. Trippie Redd),XXXTENTACION,745511,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
25,Ocean (feat. Khalid),Martin Garrix,737219,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
26,Bed (feat. Ariana Grande),Nicki Minaj,713209,https://open.spotify.com/track/1ZEm9cJC05rawV2tptNfTS
27,OTW,Khalid,673655,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
28,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,658579,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
29,This Is America,Childish Gambino,655473,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
30,Playinwitme (feat. Kehlani),KYLE,655155,https://open.spotify.com/track/4F1yvJfQ7gJkrcgFJQDjOr
31,rockstar (feat. 21 Savage),Post Malone,655104,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
32,lovely (with Khalid),Billie Eilish,653407,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
33,Solo (feat. Demi Lovato),Clean Bandit,650057,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
34,Everybody Dies In Their Nightmares,XXXTENTACION,634675,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
35,Reborn,KIDS SEE GHOSTS,625672,https://open.spotify.com/track/4RVbK6cV0VqWdpCDcx3hiT
36,Born To Be Yours,Kygo,623458,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
37,the remedy for a broken heart (why am I so in love),XXXTENTACION,608939,https://open.spotify.com/track/4UKCKdYiLN6IMA5ZESUTL7
38,Ball For Me (feat. Nicki Minaj),Post Malone,606926,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa
39,Somebody,The Chainsmokers,572964,https://open.spotify.com/track/3pWcj8hxj3fsb9TDAcMpEl
40,Bigger Than You (feat. Drake & Quavo),2 Chainz,570448,https://open.spotify.com/track/5S1IUPueD0xE0vj4zU3nSf
41,Plug Walk,Rich The Kid,569789,https://open.spotify.com/track/6mAz8D1TmlTuef90dbNIiZ
42,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,551066,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
43,Powerglide (feat. Juicy J) - From SR3MM,Rae Sremmurd,523587,https://open.spotify.com/track/1BuZAIO8WZpavWVbbq3Lci
44,Nevermind,Dennis Lloyd,513311,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
45,The Middle,Zedd,501967,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
46,Love Lies (with Normani),Khalid,481780,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
47,Walk It Talk It,Migos,477466,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
48,All Girls Are The Same,Juice WRLD,476033,https://open.spotify.com/track/3H2JThgdBxezwj1wwafQS8
49,Champion (feat. Travis Scott),NAV,474954,https://open.spotify.com/track/6nO3tr47nr2P7f3hXb8JIo
50,Simple,Florida Georgia Line,471429,https://open.spotify.com/track/4P92FrvmYQSAfOpp4cpFEi
51,FRIENDS,Marshmello,447543,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
52,Growing Pains,Alessia Cara,444954,https://open.spotify.com/track/003eoIwxETJujVWmNFMoZy
53,Hope,XXXTENTACION,441428,https://open.spotify.com/track/2ZRo7axmMPeSVUvDbGkJah
54,Ric Flair Drip (& Metro Boomin),Offset,433418,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
55,NUMB,XXXTENTACION,429811,https://open.spotify.com/track/01TnVDiet1DFTsyWKUKovl
56,JAPAN,Famous Dex,425867,https://open.spotify.com/track/5PTG6rrL6EPFD9E2QMI2pl
57,Guatemala - From Swaecation,Rae Sremmurd,408922,https://open.spotify.com/track/0TCnOEVeLQMXOUrpPlM7uY
58,Havana (feat. Young Thug),Camila Cabello,403561,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
59,Flames,David Guetta,397441,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
60,4th Dimension,KIDS SEE GHOSTS,392128,https://open.spotify.com/track/6JyEh4kl9DLwmSAoNDRn5b
61,Start Again (feat. Logic),OneRepublic,391906,https://open.spotify.com/track/1Nj2oBISdFDSF8eDuXcALz
62,Call Out My Name,The Weeknd,386623,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
63,2002,Anne-Marie,379290,https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB
64,Look At Me!,XXXTENTACION,376213,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s
65,I Wanna Know (feat. Bea Miller),NOTD,368754,https://open.spotify.com/track/18W92Zm1KjLCbUIszOhpkD
66,X,Nicky Jam,364463,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
67,Mine,Bazzi,358568,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
68,I Fall Apart,Post Malone,358534,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
69,In My Blood,Shawn Mendes,354879,https://open.spotify.com/track/21YnmkSDhUkmkkni22Svc4
70,DDU-DU DDU-DU,BLACKPINK,354642,https://open.spotify.com/track/7b8YOVV5quZcSKEijDgyWB
71,Candy Paint,Post Malone,354620,https://open.spotify.com/track/32lItqlMi4LBhb4k0BaSaC
72,KOD,J. Cole,354225,https://open.spotify.com/track/7yotKA30dwTKNEGomV9ZsI
73,Paranoid,Post Malone,345400,https://open.spotify.com/track/3fpVWegR6YOS1Yk5HSMYIq
74,Revenge,XXXTENTACION,342913,https://open.spotify.com/track/5TXDeTFVRVY7Cvt0Dw4vWW
75,Spoil My Night (feat. Swae Lee),Post Malone,341572,https://open.spotify.com/track/5VuxWXbt7XENQCtE9TzpTv
76,Nervous,Shawn Mendes,338466,https://open.spotify.com/track/0Dq49j3dELbttQVUJbtn0c
77,Ghost Town,Kanye West,337604,https://open.spotify.com/track/6Bg7MznA9X0dIhlAsLyBYj
78,1942 (feat. Yo Gotti & YBN Nahmir),G-Eazy,336213,https://open.spotify.com/track/794QVQtFNy7hvtjQP1keQd
79,All The Stars (with SZA),Kendrick Lamar,333047,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
80,Remind Me to Forget,Kygo,331450,https://open.spotify.com/track/6xTU6B6nFwKKTSZ9ySXS80
81,Dance To This (feat. Ariana Grande),Troye Sivan,328293,https://open.spotify.com/track/1NbGcdgwRHZ5rbPIT9hdR3
82,TATI,6ix9ine,326693,https://open.spotify.com/track/6kp0inxIexxSiDJfWqq0ZL
83,New Light,John Mayer,322519,https://open.spotify.com/track/3bH4HzoZZFq8UpZmI2AMgV
84,Shape of You,Ed Sheeran,321393,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
85,Not For Radio,Nas,317438,https://open.spotify.com/track/5FYu8uBB6E11mepU601601
86,Feel The Love,KIDS SEE GHOSTS,316918,https://open.spotify.com/track/3aUFrxO1B8EW63QchEl3wX
87,XO Tour Llif3,Lil Uzi Vert,315539,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
