,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,rockstar,Post Malone,1641214,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
2,Havana,Camila Cabello,1086188,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
3,Perfect Duet (Ed Sheeran & Beyonc?),Ed Sheeran,981706,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
4,Gucci Gang,Lil Pump,963677,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
5,Wolves,Selena Gomez,866871,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
6,Ric Flair Drip (& Metro Boomin),Offset,762747,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
7,Silence,Marshmello,756282,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
8,Let You Down,NF,745123,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
9,Perfect,Ed Sheeran,743078,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
10,All I Want for Christmas Is You,Mariah Carey,714026,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
11,What Lovers Do (feat. SZA),Maroon 5,701802,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
12,New Rules,Dua Lipa,695512,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
13,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,694284,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
14,Him & I,G-Eazy,688954,https://open.spotify.com/track/3YU6vJbjYUG0tiJyXf9x5V
15,Too Good At Goodbyes,Sam Smith,670976,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
16,I Fall Apart,Post Malone,649834,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
17,Bank Account,21 Savage,642225,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
18,Plain Jane,A$AP Ferg,635706,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
19,XO Tour Llif3,Lil Uzi Vert,609398,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
20,No Limit,G-Eazy,600840,https://open.spotify.com/track/2Xqd0wUttjueBfdcltADOv
21,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,600243,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
22,Candy Paint,Post Malone,586817,https://open.spotify.com/track/42CeaId2XNlxugDvyqHfDf
23,Unforgettable,French Montana,557317,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
24,MotorSport,Migos,548682,https://open.spotify.com/track/1YZfcVLbbJwfizR5cDOp3q
25,Dusk Till Dawn - Radio Edit,ZAYN,542791,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
26,1-800-273-8255,Logic,537028,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
27,Wanted You (feat. Lil Uzi Vert),NAV,533973,https://open.spotify.com/track/790MhTXPFrYkrqCKvpg4t1
28,Betrayed,Lil Xan,530227,https://open.spotify.com/track/6NWl2m8asvH83xjuXVNsuG
29,Congratulations,Post Malone,510750,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
30,Young Dumb & Broke,Khalid,508324,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
31,How Long,Charlie Puth,495043,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
32,I Get the Bag (feat. Migos),Gucci Mane,467894,https://open.spotify.com/track/1XRgIKC5TPwo7nWGyKqgG0
33,Thunder,Imagine Dragons,467865,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
34,Bodak Yellow,Cardi B,465157,https://open.spotify.com/track/2771LMNxwf62FTAdpJMQfM
35,Ghostface Killers,21 Savage,462656,https://open.spotify.com/track/5u6vkDnOyaf8LsteDAj2ub
36,I Miss You (feat. Julia Michaels),Clean Bandit,462576,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL
37,HUMBLE.,Kendrick Lamar,454968,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
