,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,
Position,Track Name,Artist,Streams,URL
1,rockstar,Post Malone,14517200,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
2,Gucci Gang,Lil Pump,10321915,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
3,I Fall Apart,Post Malone,7815246,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
4,Havana,Camila Cabello,7794699,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
5,Too Good At Goodbyes,Sam Smith,7264572,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
6,1-800-273-8255,Logic,6320060,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
7,No Limit,G-Eazy,6298905,https://open.spotify.com/track/2Xqd0wUttjueBfdcltADOv
8,Bank Account,21 Savage,6207131,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
9,Plain Jane,A$AP Ferg,6002335,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
10,Ric Flair Drip (& Metro Boomin),Offset,6001050,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
11,Walk On Water (feat. Beyoncé),Eminem,5796653,https://open.spotify.com/track/5b2QnYcT9rQIkhRWt4HztQ
12,What Lovers Do (feat. SZA),Maroon 5,5589167,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
13,XO Tour Llif3,Lil Uzi Vert,5442939,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
14,Young Dumb & Broke,Khalid,5435113,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
15,MotorSport,Migos,5399537,https://open.spotify.com/track/1YZfcVLbbJwfizR5cDOp3q
16,Let You Down,NF,5262087,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
17,Bodak Yellow,Cardi B,5192031,https://open.spotify.com/track/2771LMNxwf62FTAdpJMQfM
18,Perfect,Ed Sheeran,5144708,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
19,I Get the Bag (feat. Migos),Gucci Mane,5036054,https://open.spotify.com/track/1XRgIKC5TPwo7nWGyKqgG0
20,Candy Paint,Post Malone,5027799,https://open.spotify.com/track/42CeaId2XNlxugDvyqHfDf
21,Wolves,Selena Gomez,4954378,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
