,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,
Position,Track Name,Artist,Streams,URL
1,rockstar,Post Malone,12623579,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
2,Gucci Gang,Lil Pump,8681449,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
3,I Fall Apart,Post Malone,7334983,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
4,Candy Paint,Post Malone,6958753,https://open.spotify.com/track/42CeaId2XNlxugDvyqHfDf
5,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,6885683,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
6,Ric Flair Drip (& Metro Boomin),Offset,6704101,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
7,No Limit,G-Eazy,6209107,https://open.spotify.com/track/2Xqd0wUttjueBfdcltADOv
8,Havana,Camila Cabello,6066445,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
9,All I Want for Christmas Is You,Mariah Carey,5984865,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
10,Him & I,G-Eazy,5909702,https://open.spotify.com/track/3YU6vJbjYUG0tiJyXf9x5V
11,Plain Jane,A$AP Ferg,5786787,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
12,Bank Account,21 Savage,5763001,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
13,Too Good At Goodbyes,Sam Smith,5745437,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
14,Let You Down,NF,5384553,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
15,Wolves,Selena Gomez,5345455,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
16,XO Tour Llif3,Lil Uzi Vert,5240052,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
17,PICK IT UP (feat. A$AP Rocky),Famous Dex,5081987,https://open.spotify.com/track/3ncgNpxLoBQ65ABk4djDyd
18,Young Dumb & Broke,Khalid,5006784,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
19,1-800-273-8255,Logic,4935241,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
20,Perfect,Ed Sheeran,4909610,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
21,I Get the Bag (feat. Migos),Gucci Mane,4738800,https://open.spotify.com/track/1XRgIKC5TPwo7nWGyKqgG0
22,MotorSport,Migos,4721271,https://open.spotify.com/track/1YZfcVLbbJwfizR5cDOp3q
23,Congratulations,Post Malone,4634063,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
24,What Lovers Do (feat. SZA),Maroon 5,4502480,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
25,Betrayed,Lil Xan,4492879,https://open.spotify.com/track/6NWl2m8asvH83xjuXVNsuG
26,New Rules,Dua Lipa,4474952,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
27,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,4334154,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
28,Silence,Marshmello,4221559,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
29,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,4203112,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
30,HUMBLE.,Kendrick Lamar,4062855,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
31,Bodak Yellow,Cardi B,4038226,https://open.spotify.com/track/2771LMNxwf62FTAdpJMQfM
32,Bad At Love,Halsey,4037943,https://open.spotify.com/track/7y9iMe8SOB6z3NoHE2OfXl
33,Ghostface Killers,21 Savage,3944194,https://open.spotify.com/track/5u6vkDnOyaf8LsteDAj2ub
34,Roll in Peace (feat. XXXTENTACION),Kodak Black,3815852,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI
35,Rockin' Around The Christmas Tree - Single Version,Brenda Lee,3776506,https://open.spotify.com/track/3T7dNA7O8c3Axj5WyDNcH3
36,BUTTERFLY EFFECT,Travis Scott,3776487,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX
37,Codeine Dreaming (feat. Lil Wayne),Kodak Black,3709387,https://open.spotify.com/track/4DTpngLjoHj5gFxEZFeD3J
38,LOVE. FEAT. ZACARI.,Kendrick Lamar,3632643,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As
39,goosebumps,Travis Scott,3618964,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
40,Jocelyn Flores,XXXTENTACION,3548369,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
41,Wanted You (feat. Lil Uzi Vert),NAV,3521339,https://open.spotify.com/track/790MhTXPFrYkrqCKvpg4t1
42,Sorry Not Sorry,Demi Lovato,3504799,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
43,Unforgettable,French Montana,3441027,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
44,Location,Khalid,3412330,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
45,Fuck Love (feat. Trippie Redd),XXXTENTACION,3402876,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
46,Thunder,Imagine Dragons,3373818,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
47,Sky Walker (feat. Travis Scott),Miguel,3348975,https://open.spotify.com/track/5WoaF1B5XIEnWfmb5NZikf
48,The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,3340056,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc
49,Last Christmas,Wham!,3157842,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
50,Slippery (feat. Gucci Mane),Migos,3090988,https://open.spotify.com/track/6p8NuHm8uCGnn2Dtbtf7zE
51,Rubbin Off The Paint,YBN Nahmir,3034185,https://open.spotify.com/track/0taOCiup4HNG9LmbduVlJj
52,GUMMO,6ix9ine,3020079,https://open.spotify.com/track/2vjmyyAnDUzilFYxOlTdO1
53,How Long,Charlie Puth,2992350,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
54,Jingle Bell Rock,Anita Kerr Singers,2978641,https://open.spotify.com/track/4IdXngKo4g5exqZ0fQTecu
55,It's the Most Wonderful Time of the Year,Andy Williams,2961201,https://open.spotify.com/track/5hslUAKq9I9CG2bAulFkHN
56,Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,2913978,https://open.spotify.com/track/1f5cbQtDrykjarZVrShaDI
57,I Miss You (feat. Julia Michaels),Clean Bandit,2865835,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL
58,Échame La Culpa,Luis Fonsi,2762349,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
59,Look What You Made Me Do,Taylor Swift,2760091,https://open.spotify.com/track/1P17dC1amhFzptugyAO7Il
60,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",Machine Gun Kelly,2706078,https://open.spotify.com/track/0OI7AFifLSoGzpb8bdBLLV
61,...Ready For It?,Taylor Swift,2704347,https://open.spotify.com/track/2yLa0QULdQr0qAIvVwN6B5
62,A Holly Jolly Christmas - Single Version,Burl Ives,2697971,https://open.spotify.com/track/65Q2mv3UlVi9eO70OpsmSe
63,Dusk Till Dawn - Radio Edit,ZAYN,2697003,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
64,Go Flex,Post Malone,2690087,https://open.spotify.com/track/5yuShbu70mtHXY0yLzCQLQ
