,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,
Position,Track Name,Artist,Streams,URL
1,rockstar,Post Malone,18173497,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
2,I Fall Apart,Post Malone,8205606,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
3,1-800-273-8255,Logic,7978976,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
4,Bank Account,21 Savage,7538952,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
5,Gucci Gang,Lil Pump,7125112,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
6,Bodak Yellow,Cardi B,7001832,https://open.spotify.com/track/2771LMNxwf62FTAdpJMQfM
7,I Get the Bag (feat. Migos),Gucci Mane,6224292,https://open.spotify.com/track/1XRgIKC5TPwo7nWGyKqgG0
8,XO Tour Llif3,Lil Uzi Vert,6096404,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
9,Young Dumb & Broke,Khalid,6080829,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
10,Havana,Camila Cabello,5808842,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
11,The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,5522334,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc
12,Congratulations,Post Malone,5380535,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
13,Jocelyn Flores,XXXTENTACION,5293371,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
14,Too Good At Goodbyes - Edit,Sam Smith,5223603,https://open.spotify.com/track/0mel2N9Ws9r4yLQn5QE21Y
15,Sorry Not Sorry,Demi Lovato,5131363,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
16,Silence,Marshmello,5107306,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
17,Feel It Still,Portugal. The Man,4898605,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
18,HUMBLE.,Kendrick Lamar,4887446,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
19,Unforgettable,French Montana,4736584,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
20,Let You Down,NF,4668202,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
21,What Lovers Do (feat. SZA),Maroon 5,4661443,https://open.spotify.com/track/4mxWSdf71VFO52qFeY0fZt
22,BUTTERFLY EFFECT,Travis Scott,4552250,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX
23,Perfect,Ed Sheeran,4367123,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
24,Go Flex,Post Malone,4332297,https://open.spotify.com/track/5yuShbu70mtHXY0yLzCQLQ
25,Plain Jane,A$AP Ferg,4318158,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
26,New Rules,Dua Lipa,4292269,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
27,Thunder,Imagine Dragons,4274924,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
28,Roll in Peace (feat. XXXTENTACION),Kodak Black,4108627,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI
