,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,
Position,Track Name,Artist,Streams,URL
1,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,13173274,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
2,As I Am (feat. Khalid),Justin Bieber,7640939,https://open.spotify.com/track/6F2r4HgpJnvKDmkN6JEN6J
3,Hold On,Justin Bieber,7080565,https://open.spotify.com/track/1nahzW3kfMuwReTka28tH5
4,Up,Cardi B,6997937,https://open.spotify.com/track/1M4OcYkxAtu3ErzSgDEfoi
5,telepatía,Kali Uchis,6775911,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
6,What’s Next,Drake,6663376,https://open.spotify.com/track/3aQem4jVGdhtg116TmJnHz
7,Leave The Door Open,Bruno Mars,6599627,https://open.spotify.com/track/7MAibcTli4IisCtbHKrGMh
8,Calling My Phone,Lil Tjay,6320405,https://open.spotify.com/track/5Kskr9LcNYa0tpt5f0ZEJx
9,drivers license,Olivia Rodrigo,6229910,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS
10,Astronaut In The Ocean,Masked Wolf,6032556,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
11,Streets,Doja Cat,5663651,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf
12,Wants and Needs (feat. Lil Baby),Drake,5547926,https://open.spotify.com/track/65OVbaJR5O1RmwOQx0875b
13,Save Your Tears,The Weeknd,5534881,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
14,Good Days,SZA,5454349,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A
15,Levitating (feat. DaBaby),Dua Lipa,5357463,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
16,Heartbreak Anniversary,Giveon,5197353,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp
17,Anyone,Justin Bieber,5139401,https://open.spotify.com/track/2WnAKZefdRHxtBEkRjFOHC
18,Holy (feat. Chance The Rapper),Justin Bieber,5011585,https://open.spotify.com/track/6Xgq7MvZiet0hVi3KaDSgJ
19,Unstable (feat. The Kid LAROI),Justin Bieber,4910777,https://open.spotify.com/track/137mSruegm1u6x9NvwiagR
20,Back In Blood (feat. Lil Durk),Pooh Shiesty,4734551,https://open.spotify.com/track/7FGdjbZ32vMybPuP0IuE7d
21,Off My Face,Justin Bieber,4536936,https://open.spotify.com/track/3T03rPwlL8NVk1yIaxeD8U
22,Headshot (feat. Polo G & Fivio Foreign),Lil Tjay,4452414,https://open.spotify.com/track/6cQ08IpBxxfGcSKxqE3NmB
23,Blinding Lights,The Weeknd,4320999,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
24,Ghost,Justin Bieber,4242866,https://open.spotify.com/track/6I3mqTwhRpn34SLVafSH7G
25,Best Friend (feat. Doja Cat),Saweetie,4234692,https://open.spotify.com/track/2etHQJxIbV0soyPhelVs9Y
26,Heat Waves,Glass Animals,4159513,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
27,2 Much,Justin Bieber,4158776,https://open.spotify.com/track/0oaY19dUwZimIgzn3ZZLZO
28,Deserve You,Justin Bieber,4017883,https://open.spotify.com/track/5NU40QTlXrDUJzDBdv79bg
29,Mood (feat. iann dior),24kGoldn,3946166,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
30,DÁKITI,Bad Bunny,3943820,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
31,Die For You (feat. Dominic Fike),Justin Bieber,3868923,https://open.spotify.com/track/7aely3H8kMj9o0gt6vXHE1
32,WITHOUT YOU,The Kid LAROI,3836118,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
33,Lonely (with benny blanco),Justin Bieber,3715476,https://open.spotify.com/track/3S8jK1mGzQi24ilFb45DAZ
34,Love You Different (feat. BEAM),Justin Bieber,3629247,https://open.spotify.com/track/27UcQ6dAvQrgH9C880rCM3
35,Loved By You (feat. Burna Boy),Justin Bieber,3443439,https://open.spotify.com/track/2tB9OFgAHjAds3cqquLlvp
36,Whoopty,CJ,3273592,https://open.spotify.com/track/1t9WgS8FN0534tLBRwbaxO
37,Somebody,Justin Bieber,3254965,https://open.spotify.com/track/3buwFfY33H32wfZ6X9poV3
38,We're Good,Dua Lipa,3181535,https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh
39,Sweater Weather,The Neighbourhood,3144665,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
40,What You Know Bout Love,Pop Smoke,3136986,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
41,WAP (feat. Megan Thee Stallion),Cardi B,3127778,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
42,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,3116778,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
43,Lemon Pepper Freestyle (feat. Rick Ross),Drake,3111837,https://open.spotify.com/track/4FRW5Nza1Ym91BGV4nFWXI
44,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,3044587,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
45,34+35,Ariana Grande,3036155,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
46,ROCKSTAR (feat. Roddy Ricch),DaBaby,3020485,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
47,On Me,Lil Baby,2983020,https://open.spotify.com/track/4Iedi94TIaB2GGb1nMB68v
48,positions,Ariana Grande,2962853,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
49,my ex's best friend (with blackbear),Machine Gun Kelly,2888969,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl
50,Laugh Now Cry Later (feat. Lil Durk),Drake,2888634,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
51,Beat Box 3 (feat. DaBaby),SpotemGottem,2876183,https://open.spotify.com/track/6toQdWWc4noiOk3Eo5mVDS
