,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,
Position,Track Name,Artist,Streams,URL
1,The Box,Roddy Ricch,12533419,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
2,ROXANNE,Arizona Zervas,9844160,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
3,Circles,Post Malone,7932216,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
4,BOP,DaBaby,7560429,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
5,Falling,Trevor Daniel,7197448,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
6,OUT WEST (feat. Young Thug),JACKBOYS,6996820,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw
7,Bandit (with YoungBoy Never Broke Again),Juice WRLD,6851628,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
8,Futsal Shuffle 2020,Lil Uzi Vert,6669212,https://open.spotify.com/track/2Ec33AVlkTTq8BHFgBTdQs
9,Dance Monkey,Tones And I,6520438,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
10,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,5970245,https://open.spotify.com/track/7h0d2h0fUmzbs7zeFigJPn
11,everything i wanted,Billie Eilish,5755926,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
12,Adore You,Harry Styles,5638884,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
13,Ballin' (with Roddy Ricch),Mustard,5527310,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
14,Suicidal,YNW Melly,5522267,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8
15,Had Enough (feat. Quavo & Offset),Don Toliver,5420011,https://open.spotify.com/track/2jrAaawDRCn1JjeouxAyDN
16,Blinding Lights,The Weeknd,5144586,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
17,My Oh My (feat. DaBaby),Camila Cabello,4960127,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
18,WHAT TO DO? (feat. Don Toliver),JACKBOYS,4939870,https://open.spotify.com/track/4AO1XhrgJczQ9bNVxdfKQe
19,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,4928385,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
20,HIGHEST IN THE ROOM,Travis Scott,4863421,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
21,Watermelon Sugar,Harry Styles,4811184,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
22,GANG GANG,JACKBOYS,4792831,https://open.spotify.com/track/6uJONCdr2rC65BNmCnTBWK
23,Someone You Loved,Lewis Capaldi,4729716,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
24,hot girl bummer,blackbear,4713252,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
25,Heartless,The Weeknd,4690204,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU
26,No Idea,Don Toliver,4660645,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu
27,Don't Start Now,Dua Lipa,4566814,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
28,Memories,Maroon 5,4416365,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
29,Lucid Dreams,Juice WRLD,4375968,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
30,bad guy,Billie Eilish,4304151,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
31,VIBEZ,DaBaby,4091021,https://open.spotify.com/track/0fySG6A6qLE8IvDpayb5bM
