,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,
Position,Track Name,Artist,Streams,URL
1,What’s Next,Drake,7904871,https://open.spotify.com/track/3aQem4jVGdhtg116TmJnHz
2,Wants and Needs (feat. Lil Baby),Drake,7024370,https://open.spotify.com/track/65OVbaJR5O1RmwOQx0875b
3,drivers license,Olivia Rodrigo,6825142,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS
4,Up,Cardi B,6812511,https://open.spotify.com/track/1M4OcYkxAtu3ErzSgDEfoi
5,telepatía,Kali Uchis,6795822,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
6,Leave The Door Open,Bruno Mars,6674228,https://open.spotify.com/track/7MAibcTli4IisCtbHKrGMh
7,Calling My Phone,Lil Tjay,6559358,https://open.spotify.com/track/5Kskr9LcNYa0tpt5f0ZEJx
8,Streets,Doja Cat,6029274,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf
9,Good Days,SZA,5613795,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A
10,Save Your Tears,The Weeknd,5340661,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
11,Astronaut In The Ocean,Masked Wolf,5081902,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
12,Heartbreak Anniversary,Giveon,4904696,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp
13,Levitating (feat. DaBaby),Dua Lipa,4707117,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
14,Back In Blood (feat. Lil Durk),Pooh Shiesty,4504328,https://open.spotify.com/track/7FGdjbZ32vMybPuP0IuE7d
15,Blinding Lights,The Weeknd,4349689,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
16,Best Friend (feat. Doja Cat),Saweetie,4165941,https://open.spotify.com/track/2etHQJxIbV0soyPhelVs9Y
17,Lemon Pepper Freestyle (feat. Rick Ross),Drake,4085744,https://open.spotify.com/track/4FRW5Nza1Ym91BGV4nFWXI
18,Heat Waves,Glass Animals,4002607,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
19,Mood (feat. iann dior),24kGoldn,4000385,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
20,DÁKITI,Bad Bunny,3925842,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
21,Hold On,Justin Bieber,3800840,https://open.spotify.com/track/4u4NyuceXP7Uzh7XFJKCr1
22,WITHOUT YOU,The Kid LAROI,3766105,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
23,Whoopty,CJ,3537958,https://open.spotify.com/track/1t9WgS8FN0534tLBRwbaxO
24,Sweater Weather,The Neighbourhood,3262278,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
25,WAP (feat. Megan Thee Stallion),Cardi B,3210282,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
26,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,3206450,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
27,What You Know Bout Love,Pop Smoke,3187872,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
28,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,3097461,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
29,34+35,Ariana Grande,3094162,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
30,ROCKSTAR (feat. Roddy Ricch),DaBaby,3070468,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
31,On Me,Lil Baby,3021941,https://open.spotify.com/track/4Iedi94TIaB2GGb1nMB68v
32,Laugh Now Cry Later (feat. Lil Durk),Drake,2992481,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
33,Beat Box 3 (feat. DaBaby),SpotemGottem,2961266,https://open.spotify.com/track/6toQdWWc4noiOk3Eo5mVDS
34,my ex's best friend (with blackbear),Machine Gun Kelly,2927237,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl
35,positions,Ariana Grande,2925439,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
36,Wishing Well,Juice WRLD,2824915,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
37,Street Runner,Rod Wave,2813999,https://open.spotify.com/track/45kgqMRkC29qjBlzeaJcad
38,All Girls Are The Same,Juice WRLD,2807933,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
39,Therefore I Am,Billie Eilish,2765033,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
40,We're Good,Dua Lipa,2749446,https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh
41,Martin & Gina,Polo G,2737891,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ
42,you broke me first,Tate McRae,2707377,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
43,Circles,Post Malone,2673903,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
44,Cupid's Chokehold / Breakfast in America,Gym Class Heroes,2663596,https://open.spotify.com/track/2Lhdl74nwwVGOE2Gv35QuK
45,DAYWALKER! (feat. CORPSE),Machine Gun Kelly,2648383,https://open.spotify.com/track/2NnJpRXIlx35Vij3bPZO0h
46,Come & Go (with Marshmello),Juice WRLD,2647892,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
47,Goosebumps - Remix,Travis Scott,2641135,https://open.spotify.com/track/5uEYRdEIh9Bo4fpjDd4Na9
48,Lucid Dreams,Juice WRLD,2615707,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
49,Anyone,Justin Bieber,2581752,https://open.spotify.com/track/31qCy5ZaophVA81wtlwLc4
50,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,2565409,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
51,SugarCrash!,ElyOtto,2543467,https://open.spotify.com/track/2ePtv8MlBO9nuuXABqAfEX
52,Watermelon Sugar,Harry Styles,2535840,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
53,Wasted On You,Morgan Wallen,2520633,https://open.spotify.com/track/3cBsEDNhFI9E82vPj3kvi3
54,LOST,NF,2500560,https://open.spotify.com/track/2MZrOmrVxRmmOoFW6dhenG
55,Hello (feat. A Boogie Wit da Hoodie),Pop Smoke,2463324,https://open.spotify.com/track/2r6OAV3WsYtXuXjvJ1lIDi
56,Blueberry Faygo,Lil Mosey,2458325,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
57,Bang!,AJR,2412104,https://open.spotify.com/track/53BHUFdQphHiZUUG3nx9zn
58,Body,Megan Thee Stallion,2408704,https://open.spotify.com/track/0A1hoCfMLkiAgvhWkkucJa
59,"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track",Jack Harlow,2399545,https://open.spotify.com/track/0ZLuW8uOXdFNWcI40C0OC2
60,Robbery,Juice WRLD,2367997,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
61,Real As It Gets (feat. EST Gee),Lil Baby,2363864,https://open.spotify.com/track/7eX3um6NpOQKWJMGCi97XD
62,Opp Stoppa (feat. 21 Savage),YBN Nahmir,2354886,https://open.spotify.com/track/59fFsGRwFiuhxKDPc1k6xW
63,The Box,Roddy Ricch,2345669,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
64,Big Gangsta,Kevin Gates,2332300,https://open.spotify.com/track/2HYvkdq6lpFXkVz9Tfqi8r
65,Cry Baby (feat. DaBaby),Megan Thee Stallion,2330233,https://open.spotify.com/track/4aarlAfLKVCTxUDNgbwhjH
66,Someone You Loved,Lewis Capaldi,2324401,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
67,No Role Modelz,J. Cole,2274537,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
68,Heather,Conan Gray,2267244,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
69,Dynamite,BTS,2236421,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
70,LA NOCHE DE ANOCHE,Bad Bunny,2233696,https://open.spotify.com/track/2XIc1pqjXV3Cr2BQUGNBck
71,Tyler Herro,Jack Harlow,2225657,https://open.spotify.com/track/3w1WjD2zJqjBjDz5fwqQPJ
72,willow,Taylor Swift,2198850,https://open.spotify.com/track/3Uo7WG0vmLQ07WB4BDwy7D
73,Arcade,Duncan Laurence,2165909,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
74,On The Ground,ROSÉ,2161599,https://open.spotify.com/track/2pn8dNVSpYnAtlKFC8Q0DJ
75,Daddy Issues,The Neighbourhood,2161313,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
76,The Business,Tiësto,2157379,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
77,Adore You,Harry Styles,2151653,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
78,ROLLIN N CONTROLLIN FREESTYLE,DUSTY LOCANE,2144025,https://open.spotify.com/track/1xqRKo0SDFDO5Jy8yEVD0X
79,Don't Start Now,Dua Lipa,2139614,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
80,Dreams - 2004 Remaster,Fleetwood Mac,2135850,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
81,Sand In My Boots,Morgan Wallen,2134909,https://open.spotify.com/track/0uRrG2jRR5tuifsYIJHEao
82,Life Is Good (feat. Drake),Future,2109391,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
83,Hayloft,Mother Mother,2103591,https://open.spotify.com/track/2kS6td1yvmpNgZTt1q5pQq
84,Electric Love,BØRNS,2058489,https://open.spotify.com/track/2GiJYvgVaD2HtM8GqD9EgQ
85,goosebumps,Travis Scott,2053012,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
86,Way Out (feat. Big Sean),Jack Harlow,2051339,https://open.spotify.com/track/57VeLYXrvNxe8Vs18K2M9W
87,Jocelyn Flores,XXXTENTACION,2006269,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
88,Whiskey Glasses,Morgan Wallen,2003050,https://open.spotify.com/track/6foY66mWZN0pSRjZ408c00
89,Baila Conmigo (with Rauw Alejandro),Selena Gomez,2001424,https://open.spotify.com/track/079Ey5uxL04AKPQgVQwx5h
90,Runnin,21 Savage,1994030,https://open.spotify.com/track/5SWnsxjhdcEDc7LJjq9UHk
91,Golden,Harry Styles,1977415,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl
92,Bad Boy (with Young Thug),Juice WRLD,1965128,https://open.spotify.com/track/43CIWpJaJHRcI4mUSjqgc2
93,Holy (feat. Chance The Rapper),Justin Bieber,1961373,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy
94,Before You Go,Lewis Capaldi,1960784,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
95,hot girl bummer,blackbear,1950044,https://open.spotify.com/track/2mt1IqcFyY1zmYZT8Q3xw9
96,SLOW DANCING IN THE DARK,Joji,1944030,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d
97,You’re Mines Still (feat. Drake),Yung Bleu,1931679,https://open.spotify.com/track/7E2C5rBLpCKwQlhJPVFBRS
98,20 Min,Lil Uzi Vert,1931062,https://open.spotify.com/track/0uxSUdBrJy9Un0EYoBowng
99,Dead Man Walking,Brent Faiyaz,1922926,https://open.spotify.com/track/5VlTQnZO89Ioku8ssdbqJk
100,Somebody’s Problem,Morgan Wallen,1900543,https://open.spotify.com/track/42lqBjPYlmL1EXpMDXvhSN
101,death bed (coffee for your head),Powfu,1889230,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
102,Time Today,Moneybagg Yo,1887364,https://open.spotify.com/track/2bo0HCDcZj8BYjoht9zYgk
103,More Than My Hometown,Morgan Wallen,1885902,https://open.spotify.com/track/5OELUCYgOHKFAvCERnAvfS
104,POPSTAR (feat. Drake),DJ Khaled,1885781,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq
