,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,
Position,Track Name,Artist,Streams,URL
1,drivers license,Olivia Rodrigo,8464069,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS
2,Calling My Phone,Lil Tjay,8074563,https://open.spotify.com/track/5Kskr9LcNYa0tpt5f0ZEJx
3,Up,Cardi B,6749312,https://open.spotify.com/track/1M4OcYkxAtu3ErzSgDEfoi
4,telepatía,Kali Uchis,6612110,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
5,Good Days,SZA,6286066,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A
6,Save Your Tears,The Weeknd,5814085,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
7,Streets,Doja Cat,5813761,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf
8,Blinding Lights,The Weeknd,4786217,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
9,Back In Blood (feat. Lil Durk),Pooh Shiesty,4510689,https://open.spotify.com/track/7FGdjbZ32vMybPuP0IuE7d
10,Mood (feat. iann dior),24kGoldn,4255464,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
11,Astronaut In The Ocean,Masked Wolf,4162016,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
12,Levitating (feat. DaBaby),Dua Lipa,4152523,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
13,Best Friend (feat. Doja Cat),Saweetie,4096203,https://open.spotify.com/track/2etHQJxIbV0soyPhelVs9Y
14,Whoopty,CJ,4094566,https://open.spotify.com/track/1t9WgS8FN0534tLBRwbaxO
15,Heat Waves,Glass Animals,4060540,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
16,WITHOUT YOU,The Kid LAROI,4051514,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
17,DÁKITI,Bad Bunny,4019411,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
18,34+35,Ariana Grande,3810658,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
19,Heartbreak Anniversary,Giveon,3697897,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp
20,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,3678630,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
21,What You Know Bout Love,Pop Smoke,3382706,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
22,Sweater Weather,The Neighbourhood,3358098,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
23,positions,Ariana Grande,3282443,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
24,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,3263240,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
25,WAP (feat. Megan Thee Stallion),Cardi B,3186149,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
26,ROCKSTAR (feat. Roddy Ricch),DaBaby,3089819,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
27,Only Wanna Be With You - Pokémon 25 Version,Post Malone,3062742,https://open.spotify.com/track/3SawmGBjjq8EOYZJV11cJm
28,On Me,Lil Baby,3023811,https://open.spotify.com/track/4Iedi94TIaB2GGb1nMB68v
29,my ex's best friend (with blackbear),Machine Gun Kelly,2981998,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl
30,Wishing Well,Juice WRLD,2973795,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
31,Therefore I Am,Billie Eilish,2967144,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
32,Laugh Now Cry Later (feat. Lil Durk),Drake,2966505,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
33,AP - Music from the film Boogie,Pop Smoke,2947577,https://open.spotify.com/track/17vGPZ5EsdvtgAOCD4FLWI
34,All Girls Are The Same,Juice WRLD,2901591,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
35,Wasted On You,Morgan Wallen,2885009,https://open.spotify.com/track/3cBsEDNhFI9E82vPj3kvi3
36,Goosebumps - Remix,Travis Scott,2857029,https://open.spotify.com/track/5uEYRdEIh9Bo4fpjDd4Na9
37,Hello (feat. A Boogie Wit da Hoodie),Pop Smoke,2844520,https://open.spotify.com/track/2r6OAV3WsYtXuXjvJ1lIDi
38,you broke me first,Tate McRae,2823196,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
39,Martin & Gina,Polo G,2751754,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ
40,Come & Go (with Marshmello),Juice WRLD,2712127,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
41,Anyone,Justin Bieber,2711066,https://open.spotify.com/track/31qCy5ZaophVA81wtlwLc4
42,Lucid Dreams,Juice WRLD,2703436,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
43,Circles,Post Malone,2695758,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
44,We're Good,Dua Lipa,2688632,https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh
45,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,2674746,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
46,Opp Stoppa (feat. 21 Savage),YBN Nahmir,2661625,https://open.spotify.com/track/59fFsGRwFiuhxKDPc1k6xW
47,"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track",Jack Harlow,2613213,https://open.spotify.com/track/0ZLuW8uOXdFNWcI40C0OC2
48,Bang!,AJR,2601145,https://open.spotify.com/track/53BHUFdQphHiZUUG3nx9zn
49,Sand In My Boots,Morgan Wallen,2570897,https://open.spotify.com/track/0uRrG2jRR5tuifsYIJHEao
50,Blueberry Faygo,Lil Mosey,2558226,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
51,SugarCrash!,ElyOtto,2476756,https://open.spotify.com/track/3FxPbp05KjMBa4HbhAJTH0
52,Tyler Herro,Jack Harlow,2456020,https://open.spotify.com/track/3w1WjD2zJqjBjDz5fwqQPJ
53,Robbery,Juice WRLD,2454463,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
54,ROLLIN N CONTROLLIN FREESTYLE,DUSTY LOCANE,2453414,https://open.spotify.com/track/1xqRKo0SDFDO5Jy8yEVD0X
55,LA NOCHE DE ANOCHE,Bad Bunny,2446634,https://open.spotify.com/track/2XIc1pqjXV3Cr2BQUGNBck
56,Body,Megan Thee Stallion,2408009,https://open.spotify.com/track/0A1hoCfMLkiAgvhWkkucJa
57,Cry Baby (feat. DaBaby),Megan Thee Stallion,2406859,https://open.spotify.com/track/4aarlAfLKVCTxUDNgbwhjH
58,Someone You Loved,Lewis Capaldi,2391192,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
59,The Box,Roddy Ricch,2384346,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
60,Heather,Conan Gray,2342236,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
61,Bad Boy (with Young Thug),Juice WRLD,2277081,https://open.spotify.com/track/43CIWpJaJHRcI4mUSjqgc2
62,Daddy Issues,The Neighbourhood,2268964,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
63,Arcade,Duncan Laurence,2251475,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
64,No Role Modelz,J. Cole,2250433,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
65,Hayloft,Mother Mother,2239806,https://open.spotify.com/track/2kS6td1yvmpNgZTt1q5pQq
66,willow,Taylor Swift,2227649,https://open.spotify.com/track/3Uo7WG0vmLQ07WB4BDwy7D
67,Somebody’s Problem,Morgan Wallen,2226023,https://open.spotify.com/track/42lqBjPYlmL1EXpMDXvhSN
68,Better Together,Luke Combs,2180311,https://open.spotify.com/track/6gdLyYNuhWBzqwlOFSsXC7
69,The Business,Tiësto,2161956,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
70,Dreams - 2004 Remaster,Fleetwood Mac,2146167,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
71,Watermelon Sugar,Harry Styles,2110527,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
72,Life Is Good (feat. Drake),Future,2097845,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
73,goosebumps,Travis Scott,2086100,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
74,Holy (feat. Chance The Rapper),Justin Bieber,2084735,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy
75,Electric Love,BØRNS,2073861,https://open.spotify.com/track/2GiJYvgVaD2HtM8GqD9EgQ
76,Whiskey Glasses,Morgan Wallen,2063837,https://open.spotify.com/track/6foY66mWZN0pSRjZ408c00
77,The Hills,The Weeknd,2054299,https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB
78,Before You Go,Lewis Capaldi,2035919,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
79,Jocelyn Flores,XXXTENTACION,2030588,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
80,Way Out (feat. Big Sean),Jack Harlow,2018685,https://open.spotify.com/track/57VeLYXrvNxe8Vs18K2M9W
81,Runnin,21 Savage,2017953,https://open.spotify.com/track/5SWnsxjhdcEDc7LJjq9UHk
82,SLOW DANCING IN THE DARK,Joji,2008481,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d
83,More Than My Hometown,Morgan Wallen,1998177,https://open.spotify.com/track/5OELUCYgOHKFAvCERnAvfS
84,7 Summers,Morgan Wallen,1996794,https://open.spotify.com/track/4obHzpwGrjoTuZh2DItEMZ
85,Put Your Records On,Ritt Momney,1995349,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9
86,Beat Box 3 (feat. DaBaby),SpotemGottem,1980886,https://open.spotify.com/track/6toQdWWc4noiOk3Eo5mVDS
87,Adore You,Harry Styles,1960195,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
88,death bed (coffee for your head),Powfu,1958774,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
89,Dynamite,BTS,1953147,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
90,Dior,Pop Smoke,1946498,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
91,Dead Man Walking,Brent Faiyaz,1935667,https://open.spotify.com/track/5VlTQnZO89Ioku8ssdbqJk
