,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,
Position,Track Name,Artist,Streams,URL
1,RAPSTAR,Polo G,14135559,https://open.spotify.com/track/43PGPuHIlVOc04jrZVh9L6
2,MONTERO (Call Me By Your Name),Lil Nas X,10838771,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
3,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,9577020,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
4,Kiss Me More (feat. SZA),Doja Cat,9460768,https://open.spotify.com/track/748mdHapucXQri7IAO8yFK
5,deja vu,Olivia Rodrigo,8589981,https://open.spotify.com/track/61KpQadow081I2AsbeLcsb
6,Levitating (feat. DaBaby),Dua Lipa,7551790,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
7,Solid (feat. Drake),Young Stoner Life,7065777,https://open.spotify.com/track/6rTInqW3YECMkQsBEHw4sd
8,Astronaut In The Ocean,Masked Wolf,6549299,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
9,Heartbreak Anniversary,Giveon,6041483,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp
10,Up,Cardi B,5824702,https://open.spotify.com/track/1M4OcYkxAtu3ErzSgDEfoi
11,Leave The Door Open,Bruno Mars,5613111,https://open.spotify.com/track/7MAibcTli4IisCtbHKrGMh
12,Wants and Needs (feat. Lil Baby),Drake,5277826,https://open.spotify.com/track/65OVbaJR5O1RmwOQx0875b
13,Calling My Phone,Lil Tjay,5250062,https://open.spotify.com/track/3J8EOeKLTLXORtWPpOU5bE
14,drivers license,Olivia Rodrigo,4925471,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS
15,telepatía,Kali Uchis,4905103,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
16,Save Your Tears,The Weeknd,4754003,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
17,Heat Waves,Glass Animals,4714284,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
