,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,
Position,Track Name,Artist,Streams,URL
1,rockstar,Post Malone,14319785,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
2,Gucci Gang,Lil Pump,10128276,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
3,I Fall Apart,Post Malone,7633134,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
4,Havana,Camila Cabello,6743611,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
5,No Limit,G-Eazy,6592238,https://open.spotify.com/track/2Xqd0wUttjueBfdcltADOv
6,Bank Account,21 Savage,6343725,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
7,Too Good At Goodbyes,Sam Smith,6277980,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
8,Ric Flair Drip (& Metro Boomin),Offset,6146139,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
9,Plain Jane,A$AP Ferg,6105720,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
10,Candy Paint,Post Malone,6055899,https://open.spotify.com/track/42CeaId2XNlxugDvyqHfDf
11,1-800-273-8255,Logic,5955285,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
12,Wolves,Selena Gomez,5513372,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
13,XO Tour Llif3,Lil Uzi Vert,5413872,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
14,MotorSport,Migos,5366998,https://open.spotify.com/track/1YZfcVLbbJwfizR5cDOp3q
15,Young Dumb & Broke,Khalid,5343003,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
16,Perfect,Ed Sheeran,5286723,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
17,What Lovers Do (feat. SZA),Maroon 5,5185653,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
18,Bodak Yellow,Cardi B,5074715,https://open.spotify.com/track/2771LMNxwf62FTAdpJMQfM
19,Let You Down,NF,5031194,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
20,Congratulations,Post Malone,4784927,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
21,I Get the Bag (feat. Migos),Gucci Mane,4783776,https://open.spotify.com/track/1XRgIKC5TPwo7nWGyKqgG0
22,New Rules,Dua Lipa,4634645,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
23,Silence,Marshmello,4348222,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
24,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,4336848,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
25,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,4176062,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
26,Bad At Love,Halsey,4159579,https://open.spotify.com/track/7y9iMe8SOB6z3NoHE2OfXl
27,HUMBLE.,Kendrick Lamar,4147507,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
28,Ghostface Killers,21 Savage,4147465,https://open.spotify.com/track/5u6vkDnOyaf8LsteDAj2ub
29,Unforgettable,French Montana,3951631,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
30,Sorry Not Sorry,Demi Lovato,3907665,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
31,BUTTERFLY EFFECT,Travis Scott,3838752,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX
32,Betrayed,Lil Xan,3765322,https://open.spotify.com/track/6NWl2m8asvH83xjuXVNsuG
33,Jocelyn Flores,XXXTENTACION,3720578,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
34,Roll in Peace (feat. XXXTENTACION),Kodak Black,3713981,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI
35,goosebumps,Travis Scott,3701926,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
36,Thunder,Imagine Dragons,3677318,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
37,The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,3601964,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc
38,Location,Khalid,3451127,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
39,Fuck Love (feat. Trippie Redd),XXXTENTACION,3448656,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
40,PICK IT UP (feat. A$AP Rocky),Famous Dex,3423570,https://open.spotify.com/track/3ncgNpxLoBQ65ABk4djDyd
41,LOVE. FEAT. ZACARI.,Kendrick Lamar,3411693,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As
42,Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,3357020,https://open.spotify.com/track/1f5cbQtDrykjarZVrShaDI
43,Wanted You (feat. Lil Uzi Vert),NAV,3356130,https://open.spotify.com/track/790MhTXPFrYkrqCKvpg4t1
44,How Long,Charlie Puth,3306131,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
45,Slippery (feat. Gucci Mane),Migos,3294754,https://open.spotify.com/track/6p8NuHm8uCGnn2Dtbtf7zE
46,Walk On Water (feat. Beyoncé),Eminem,3286315,https://open.spotify.com/track/5b2QnYcT9rQIkhRWt4HztQ
47,Rake It Up (feat. Nicki Minaj),Yo Gotti,3250496,https://open.spotify.com/track/4knL4iPxPOZjQzTUlELGSY
48,Feel It Still,Portugal. The Man,3181058,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
49,Dusk Till Dawn - Radio Edit,ZAYN,3084271,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
50,Havana - Remix,Camila Cabello,2813827,https://open.spotify.com/track/3whrwq4DtvucphBPUogRuJ
51,Go Flex,Post Malone,2804246,https://open.spotify.com/track/5yuShbu70mtHXY0yLzCQLQ
52,Échame La Culpa,Luis Fonsi,2710285,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
53,The Race,22 Savage,2559332,https://open.spotify.com/track/0UioblV1x795s55Ur58c6c
54,Rubbin Off The Paint,YBN Nahmir,2554432,https://open.spotify.com/track/0taOCiup4HNG9LmbduVlJj
55,Believer,Imagine Dragons,2532505,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
56,Mi Gente,J Balvin,2461955,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
57,Save That Shit,Lil Peep,2461038,https://open.spotify.com/track/6sn8WaooLLVhQvU96wtEAm
58,All I Want for Christmas Is You,Mariah Carey,2443743,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
59,Magnolia,Playboi Carti,2373256,https://open.spotify.com/track/1e1JKLEDKP7hEQzJfNAgPl
60,Relationship (feat. Future),Young Thug,2356579,https://open.spotify.com/track/25oOaleife6E2MIKmFkPvg
61,Shape of You,Ed Sheeran,2340603,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
62,DNA.,Kendrick Lamar,2330834,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj
63,Redbone,Childish Gambino,2304793,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y
64,Pray,Sam Smith,2293791,https://open.spotify.com/track/7DsX5K72fewVGb47qj7Tbg
65,Sauce It Up,Lil Uzi Vert,2290918,https://open.spotify.com/track/1uL78kFWxhz3umTMWJu8n5
66,The Way Life Goes (feat. Nicki Minaj & Oh Wonder) - Remix,Lil Uzi Vert,2286454,https://open.spotify.com/track/6GNifiuBPrKFpwNBYnooFm
67,Body Like A Back Road,Sam Hunt,2285379,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO
68,White Iverson,Post Malone,2281206,https://open.spotify.com/track/6eT7xZZlB2mwyzJ2sUKG6w
69,Wait,Maroon 5,2279605,https://open.spotify.com/track/1Qg9jWGDkKAGZXj5v2OG59
70,GUMMO,6ix9ine,2242150,https://open.spotify.com/track/2vjmyyAnDUzilFYxOlTdO1
71,Attention,Charlie Puth,2230084,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
72,Love Galore (feat. Travis Scott),SZA,2220319,https://open.spotify.com/track/0q75NwOoFiARAVp4EXU4Bs
73,Mask Off,Future,2213669,https://open.spotify.com/track/0VgkVdmE4gld66l8iyGjgx
74,Sky Walker (feat. Travis Scott),Miguel,2177485,https://open.spotify.com/track/1DRW9bQzt2SE8f7H4KJZyL
75,Stargazing,Kygo,2173201,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP
76,Transportin',Kodak Black,2171711,https://open.spotify.com/track/1WIZiOuNO3woKfdlSK2gNn
77,I Miss You (feat. Julia Michaels),Clean Bandit,2166207,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL
