,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Shape of You","Ed Sheeran",164982,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
2,打上花火,DAOKO,122275,https://open.spotify.com/track/7pcTLUekZJQnzDOUDuExVJ
3,"Look What You Made Me Do","Taylor Swift",103176,https://open.spotify.com/track/6uFsE1JgZ20EXyU0JQZbUR
4,"New Rules","Dua Lipa",94887,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
5,"What Lovers Do (feat. SZA)","Maroon 5",91815,https://open.spotify.com/track/4mxWSdf71VFO52qFeY0fZt
6,"Friends (with BloodPop®)","Justin Bieber",91191,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz
7,"My Boo","Shota Shimizu",84259,https://open.spotify.com/track/2gasr6aemUqZIBBN05EO03
8,"Despacito - Remix","Luis Fonsi",84075,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
9,"Sorry Not Sorry","Demi Lovato",81768,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
10,Mama,"Jonas Blue",80278,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w
11,"Lonely Together (feat. Rita Ora)",Avicii,78217,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab
12,Perfect,"Ed Sheeran",76502,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
13,恋音と雨空,AAA,75519,https://open.spotify.com/track/46gSY0U7ZZCmd7EuJuo15N
14,rockstar,"Post Malone",74686,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
15,Havana,"Camila Cabello",73660,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
16,"Wherever you are","ONE OK ROCK",73255,https://open.spotify.com/track/0YAMQSmHk6BSUGTYpaoqTJ
17,"WanteD! WanteD!","Mrs. GREEN APPLE",72362,https://open.spotify.com/track/4m8ayeTlVnsYAtR42NhDqZ
18,DNA,BTS,72221,https://open.spotify.com/track/5SE57ljOIUJ1ybL9U6CuBH
19,"Dusk Till Dawn - Radio Edit",ZAYN,70258,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
20,"Too Good At Goodbyes - Edit","Sam Smith",69993,https://open.spotify.com/track/0mel2N9Ws9r4yLQn5QE21Y
21,RAIN,"SEKAI NO OWARI",69467,https://open.spotify.com/track/40cPkRjw5aLQIOjaqgUVnB
22,Attention,"Charlie Puth",69462,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
23,"How Long","Charlie Puth",68702,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
24,"What About Us",P!nk,66609,https://open.spotify.com/track/0Qh38w01QRXK6KHIv0e3hb
25,"Stay (with Alessia Cara)",Zedd,66025,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g
26,Closer,"The Chainsmokers",64930,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
27,"One More Time",TWICE,64840,https://open.spotify.com/track/6q2cJXwzu89N8okT69L7KC
28,"There's Nothing Holdin' Me Back","Shawn Mendes",63876,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
29,DREAM,"Shota Shimizu",63744,https://open.spotify.com/track/6PO8T4qt3FHfauSs98zO9j
30,"TT - Japanese ver.",TWICE,63616,https://open.spotify.com/track/0PAyiPTz8gL0udQnSasc5G
31,さよならの前に,AAA,62421,https://open.spotify.com/track/7vwXjDrZT2mqiFynlEwwgG
32,"Without You (feat. Sandro Cavazza)",Avicii,62133,https://open.spotify.com/track/6WbADFqMvR8N5u0BvtsWQE
33,Silence,Marshmello,61090,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
34,1-800-273-8255,Logic,61049,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
35,"Something Just Like This","The Chainsmokers",60053,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
36,君が好き,"Shota Shimizu",59180,https://open.spotify.com/track/5Bg0HkfaRYRx8A7tMrjT9Z
37,LIFE,AAA,57627,https://open.spotify.com/track/6IxWbmElUUj7AstEEzIgtl
38,ワタリドリ,[Alexandros],57183,https://open.spotify.com/track/0ve9Tpz8Yw0I4eXhWsy21o
39,Stargazing,Kygo,56635,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP
40,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris",55650,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke
41,"Strip That Down","Liam Payne",55096,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ
42,"More Than You Know","Axwell /\ Ingrosso",55061,https://open.spotify.com/track/3PEgB3fkiojxms35ntsTgs
43,愛をこめて花束を,Superfly,53121,https://open.spotify.com/track/7CmWXD3w1xOO53AAO4LRVQ
44,"Back to You (feat. Bebe Rexha & Digital Farm Animals)","Louis Tomlinson",53058,https://open.spotify.com/track/7F9vK8hNFMml4GtHsaXui6
45,"Glorious (feat. Skylar Grey)",Macklemore,52871,https://open.spotify.com/track/0CokSRCu5hZgPxcZBaEzVE
46,"What Do You Mean?","Justin Bieber",52446,https://open.spotify.com/track/3pzjHKrQSvXGHQ98dx18HI
