,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"7 rings","Ariana Grande",1872520,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
2,"break up with your girlfriend, i'm bored","Ariana Grande",1770557,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS
3,Wow.,"Post Malone",1544570,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
4,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",1534023,https://open.spotify.com/track/7dbka99KTWke5o9hRp0JoB
5,"bury a friend","Billie Eilish",1527391,https://open.spotify.com/track/4NzMOnvSJVNKF7nw5NkXIP
6,Talk,Khalid,1419115,https://open.spotify.com/track/0rTV5WefWd1J3OwIheTzxM
7,Shallow,"Lady Gaga",1191810,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
8,"Without Me",Halsey,1184804,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
9,"Dancing With A Stranger (with Normani)","Sam Smith",1176521,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
10,"Sweet but Psycho","Ava Max",1053089,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
11,"Leave Me Lonely","Hilltop Hoods",997317,https://open.spotify.com/track/26gEW3DUEK0n8n5fvnYrPE
12,"thank u, next","Ariana Grande",992917,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
13,"Who Do You Love","The Chainsmokers",977259,https://open.spotify.com/track/11cDEev79fPKi6uJCjUhu8
14,Happier,Marshmello,963362,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
15,"Eastside (with Halsey & Khalid)","benny blanco",935594,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
16,"3 Nights","Dominic Fike",910227,https://open.spotify.com/track/1tNJrcVe6gwLEiZCtprs1u
17,Waiting,KIAN,886701,https://open.spotify.com/track/0TBFJanfWaByPIi3f7RR82
18,"7 Minutes","Dean Lewis",855559,https://open.spotify.com/track/2BkyYZmU4JuWW2sYi9EzpC
19,"i'm so tired...",Lauv,854540,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI
20,"MIDDLE CHILD","J. Cole",846511,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
21,"SICKO MODE","Travis Scott",846025,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
22,"11 Minutes (with Halsey feat. Travis Barker)",YUNGBLUD,800255,https://open.spotify.com/track/4mGdjNMo0RonTlOEb7cYg4
23,"Be Alright","Dean Lewis",724400,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
24,"Please Me","Cardi B",711914,https://open.spotify.com/track/0PG9fbaaHFHfre2gUVo7AN
25,Better,Khalid,701542,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
26,Shotgun,"George Ezra",701205,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC
27,Thotiana,Blueface,698014,https://open.spotify.com/track/3oh6SCCeLuXhFpEyepla6G
28,"Look Back at It","A Boogie Wit da Hoodie",690402,https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8
29,Soaked,Bene,682457,https://open.spotify.com/track/70TEuKwiK0bd5phEQkbvT4
30,"Going Bad (feat. Drake)","Meek Mill",679441,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
31,Youngblood,"5 Seconds of Summer",673798,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
32,"Body (feat. brando)","Loud Luxury",671150,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
33,"when the party's over","Billie Eilish",662761,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
34,"Nothing Breaks Like a Heart (feat. Miley Cyrus)","Mark Ronson",650788,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF
35,Confidence,"Ocean Alley",648716,https://open.spotify.com/track/7to68V64Cu6zk0UDo5tyw3
36,"Giant (with Rag'n'Bone Man)","Calvin Harris",640405,https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd
37,365,Zedd,614211,https://open.spotify.com/track/2XWjPtKdi5sucFYtVav07d
38,"Better Now","Post Malone",611117,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
39,"Love Someone","Lukas Graham",608177,https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r
40,"Bad Liar","Imagine Dragons",605433,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
41,"Nights Like This (feat. Ty Dolla $ign)",Kehlani,601485,https://open.spotify.com/track/6ZRuF2n1CQxyxxAAWsKJOy
42,"Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding",597781,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
43,"Pure Water (with Migos)",Mustard,569499,https://open.spotify.com/track/63cd4JkwGgYJrbOizbfmsp
44,lovely,"Billie Eilish",556964,https://open.spotify.com/track/1NJcg626wLln4pGHpiV7mf
45,"Bohemian Rhapsody - Remastered 2011",Queen,551066,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
46,"a lot","21 Savage",539236,https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d
47,bloodline,"Ariana Grande",535524,https://open.spotify.com/track/2hloaUoRonYssMuqLCBLTX
48,Robbery,"Juice WRLD",522605,https://open.spotify.com/track/44ShclXTOOnYtt5CnCDeGV
49,"Don't Call Me Up",Mabel,522411,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
50,"In My Mind",Dynoro,503768,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
51,"Murder On My Mind","YNW Melly",501904,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC
52,"Ruin My Life","Zara Larsson",486540,https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU
53,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",469421,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z
54,2002,Anne-Marie,465824,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
55,imagine,"Ariana Grande",453054,https://open.spotify.com/track/39LmTF9RgyakzSYX8txrow
56,"Mo Bamba","Sheck Wes",452104,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr
57,NASA,"Ariana Grande",451349,https://open.spotify.com/track/4SPu0Ql902hTVXkBoNIYtq
58,"Saturday Nights",Khalid,448832,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8
59,needy,"Ariana Grande",441874,https://open.spotify.com/track/1TEL6MlSSVLSdhOSddidlJ
60,"High Hopes","Panic! At The Disco",437019,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
61,"bad idea","Ariana Grande",432182,https://open.spotify.com/track/7EQpvVujgytLVY8vKiDHAg
62,1999,"Charli XCX",429376,https://open.spotify.com/track/05mAIVLkIWc2d1UBYZBCp8
63,"Let You Love Me","Rita Ora",427119,https://open.spotify.com/track/5Fla3zyOCcIRqrDoKLU0DP
64,"Promises (with Sam Smith)","Calvin Harris",420405,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
65,"Walk Me Home",P!nk,418753,https://open.spotify.com/track/7DHApOHsIFo7EyfieArYGE
66,"Taste (feat. Offset)",Tyga,412463,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
67,"Lucid Dreams","Juice WRLD",409632,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
68,"Lost In Japan","Shawn Mendes",407841,https://open.spotify.com/track/79esEXlqqmq0GPz0xQSZTV
69,"Girls Like You (feat. Cardi B)","Maroon 5",407308,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
70,"rockstar (feat. 21 Savage)","Post Malone",403197,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
71,"I Fall Apart","Post Malone",392856,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
72,SAD!,XXXTENTACION,380995,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
73,"Swervin (feat. 6ix9ine)","A Boogie Wit da Hoodie",379643,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6
74,"Let Me Down Slowly","Alec Benjamin",376472,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
75,"Always Remember Us This Way","Lady Gaga",372981,https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk
76,"Psycho (feat. Ty Dolla $ign)","Post Malone",372410,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
77,"Exit Sign","Hilltop Hoods",361769,https://open.spotify.com/track/4c2cdWv3GLKoP12tY0OzZl
78,Groceries,Mallrat,355031,https://open.spotify.com/track/4x0pNOZ5r6kJMjsvsoliBm
79,"Drip Too Hard (Lil Baby & Gunna)","Lil Baby",349559,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
