,name,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence,streams,country,id
0,drivers license,0.721,0.585,0.436,1.31e-05,0.105,-8.761,1,0.0601,143.874,4,0.132,6981516,England,7lPN2DXiMsVn7XUKtOW1CS
1,Don't Play,0.0889,0.695,0.784,0.0,0.0843,-6.564,0,0.0402,128.031,4,0.52,2032259,England,4I5bvu2KDsrCg0EWHIcvul
2,Whoopty,0.2,0.719,0.648,0.0,0.127,-7.6,0,0.125,140.201,4,0.66,1526989,England,27OeeYzk6klgBh83TSvGMA
3,Good Days,0.499,0.436,0.655,8.1e-06,0.688,-8.37,0,0.0583,121.002,4,0.412,1448139,England,5vGLcdRuSbUhD8ScwsGSdA
4,Mood (feat. iann dior),0.221,0.7,0.722,0.0,0.272,-3.558,0,0.0369,90.989,4,0.756,1422026,England,3YJJjQPAbDT7mGpX3WtQ9A
5,Anyone,0.181,0.686,0.538,3.13e-06,0.113,-8.026,1,0.0345,115.884,4,0.584,1381389,England,3tjFYV6RSFtuktYl3ZtYcq
6,Paradise (feat. Dermot Kennedy),0.0689,0.632,0.595,0.0,0.209,-7.644,0,0.0401,124.114,4,0.435,1363109,England,31qCy5ZaophVA81wtlwLc4
7,Head & Heart (feat. MNEK),0.168,0.734,0.874,1.14e-05,0.0489,-3.158,1,0.0662,122.953,4,0.905,1321296,England,6ft4hAq6yde8jPZY2i5zLr
8,positions,0.468,0.737,0.802,0.0,0.0931,-4.771,1,0.0878,144.015,4,0.682,1308996,England,6cx06DFPPHchuUAcTxznu9
9,"Lemonade (feat. Gunna, Don Toliver & NAV)",0.25,0.8,0.658,0.0,0.111,-6.142,0,0.079,140.042,4,0.462,1293314,England,35mvY5S1H3J2QZyna3TFe0
10,What You Know Bout Love,0.65,0.709,0.548,1.59e-06,0.133,-8.493,1,0.353,83.995,4,0.543,1272333,England,7hxHWCCAIIxFLCzvDgnQHX
11,Blinding Lights,0.00146,0.514,0.73,9.54e-05,0.0897,-5.934,1,0.0598,171.005,4,0.334,1234685,England,1tkg4EHVoqnhR6iFEXb60y
12,Sweet Melody,0.0739,0.448,0.824,0.0,0.113,-4.249,0,0.057,119.965,4,0.419,1194977,England,0VjIjW4GlUZAMYd2vXMi3b
13,you broke me first,0.785,0.667,0.373,0.0,0.0906,-9.389,1,0.05,124.148,4,0.0823,1179961,England,76Tuo484SLohJakHLnGI3B
14,Levitating (feat. DaBaby),0.00883,0.702,0.825,0.0,0.0674,-3.787,0,0.0601,102.977,4,0.915,1128080,England,45bE4HXI0AwGZXfZtMp8JR
15,Afterglow,0.698,0.641,0.324,0.0,0.328,-5.851,1,0.0299,110.184,4,0.273,1076328,England,5nujrmhLynf4yMoMtj8AQF
16,34+35,0.237,0.83,0.585,0.0,0.248,-6.476,1,0.094,109.978,4,0.485,1070623,England,0E4Y1XIbs8GrAT1YqVy6dq
17,Prisoner (feat. Dua Lipa),0.0103,0.781,0.67,0.0,0.0761,-3.912,0,0.0452,127.99,4,0.595,1022273,England,6Im9k8u9iIzKMrmV7BWtlF
