,name,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence,streams,country,id
0,Nice For What,0.0934,0.567,0.913,0.000124,0.114,-6.471,1,0.0736,93.35,4,0.792,1812199,Australia,1cTZMwcBJT0Ka3UJPXOeeN
1,no tears left to cry,0.0375,0.703,0.696,5.65e-06,0.274,-5.482,1,0.0529,121.969,4,0.366,1539389,Australia,5SxkdsY1ufZzoq9iXceLw9
2,Psycho (feat. Ty Dolla $ign),0.59,0.748,0.546,0.0,0.112,-8.134,1,0.106,140.005,4,0.413,1423354,Australia,7wrDRQgHlvDnimrRHfQZxt
3,Love Lies (with Normani),0.0956,0.708,0.648,0.0,0.134,-5.626,1,0.0449,143.955,4,0.338,1393046,Australia,45Egmo7icyopuzJN0oMEdk
4,God's Plan,0.0309,0.758,0.448,8.67e-05,0.558,-9.441,1,0.103,77.176,4,0.373,1333255,Australia,2XW4DbS6NddZxRPm5rMCeY
5,Call Out My Name,0.218,0.489,0.598,0.0,0.35,-4.929,1,0.036,134.045,3,0.172,1262239,Australia,1gm616Plq4ScqNi7TVkZ5N
6,Freaky Friday (feat. Chris Brown),0.147,0.755,0.599,0.0,0.109,-5.042,1,0.224,133.123,4,0.755,1237946,Australia,10Igtw8bSDyyFs7KIsKngZ
7,One Kiss (with Dua Lipa),0.037,0.791,0.862,2.19e-05,0.0814,-3.24,0,0.11,123.994,4,0.592,1174787,Australia,7ef4DlsgrMEH11cDZd32M6
8,FRIENDS,0.205,0.626,0.88,0.0,0.128,-2.384,0,0.0504,95.079,4,0.534,1042984,Australia,08bNPGLD8AhKpnnERrAc6G
9,The Middle,0.208,0.748,0.652,0.0,0.128,-3.02,1,0.058,106.914,4,0.431,981484,Australia,2ARqIya5NAuvFVHSN3bL0m
10,All The Stars (with SZA),0.0605,0.698,0.633,0.000194,0.0926,-4.946,1,0.0597,96.924,4,0.552,965009,Australia,3GCdLUSnKSMJhs4Tj6CV3s
11,I Like It,0.099,0.816,0.726,0.0,0.372,-3.998,0,0.129,136.048,4,0.65,942323,Australia,58q2HKrzhC3ozto2nDdN4z
12,KOD,0.21,0.823,0.783,0.0,0.113,-6.274,1,0.154,141.882,4,0.199,859513,Australia,7yotKA30dwTKNEGomV9ZsI
