,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Was du Liebe nennst",Bausa,187069,https://open.spotify.com/track/4hKWUzhQWsOkgT6LnDEASe
2,"Sag Nix","RAF Camora",164119,https://open.spotify.com/track/4m973PBeKbRIMCdLypmPWz
3,rockstar,"Post Malone",137869,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
4,"All I Want for Christmas Is You","Mariah Carey",125511,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
5,Havana,"Camila Cabello",114659,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
6,"Last Christmas",Wham!,112426,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
7,"Let You Down",NF,106205,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
8,Wolves,"Selena Gomez",94367,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
9,Perfect,"Ed Sheeran",94326,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
10,Gjynah,Azet,91176,https://open.spotify.com/track/1nP69R7Nc3yIbiN6EUNyZi
11,Silence,Marshmello,90945,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
12,"Him & I",G-Eazy,84357,https://open.spotify.com/track/3YU6vJbjYUG0tiJyXf9x5V
13,"Dusk Till Dawn - Radio Edit",ZAYN,83764,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
14,"Driving Home for Christmas","Chris Rea",81128,https://open.spotify.com/track/0ZoHHROTzwIYeNAHRPedTY
15,"Merry Christmas Everyone - Remastered","Shakin' Stevens",75383,https://open.spotify.com/track/2ISl1zekPsc26sUQpVt8UB
16,"Feel It Still","Portugal. The Man",74798,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
17,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",74746,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
18,Stargazing,Kygo,72427,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP
19,"What Lovers Do (feat. SZA)","Maroon 5",72110,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
20,"New Rules","Dua Lipa",71973,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
21,"I Like Me Better",Lauv,71455,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9
22,Rooftop,"Nico Santos",71163,https://open.spotify.com/track/637yH6Qs3wXdgjPjO7QGdr
23,Primo,"RAF Camora",70669,https://open.spotify.com/track/7y5chiQbuvviOYUfUmOPqo
24,"Happy Xmas (War Is Over) - Remastered 2010","John Lennon",70242,https://open.spotify.com/track/3zJw3rugfpVrmBeDDnUYzy
25,,,68132,https://open.spotify.com/track/5cjecvX0CmC9gK0Laf5EMQ
26,"Santa Tell Me","Ariana Grande",68074,https://open.spotify.com/track/1ADjWm8QNhgNV8yCNNgQ1T
27,"Whatever It Takes","Imagine Dragons",66915,https://open.spotify.com/track/4IWAyPf1KMq7JCyGeCjTeH
28,"More Than You Know","Axwell /\ Ingrosso",66564,https://open.spotify.com/track/3PEgB3fkiojxms35ntsTgs
29,"Wonderful Christmastime - Remastered 2011 / Edited Version","Paul McCartney",62745,https://open.spotify.com/track/4gavOCQdZ2g86gkvi17FM7
30,"Man's Not Hot","Big Shaq",61938,https://open.spotify.com/track/2nUJvBO87SkxCViQsLc9Zr
31,"Too Good At Goodbyes","Sam Smith",60556,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
32,"It's Beginning to Look a Lot like Christmas","Michael Bublé",60437,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI
33,Hallelujah,Pentatonix,58751,https://open.spotify.com/track/550rQQCGkrTzvp4SfpOPzx
34,Kogong,"Mark Forster",58586,https://open.spotify.com/track/2rv1aetlu3MEQ5sJWJuMG1
35,"Gucci Gang","Lil Pump",57246,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
36,"Shape of You","Ed Sheeran",56996,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
37,"Échame La Culpa","Luis Fonsi",54220,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
38,"Thank God It's Christmas - Non-Album Single",Queen,53509,https://open.spotify.com/track/05X6aMCQR09E6smUmw9qms
39,"I Believe I'm Fine","Robin Schulz",52833,https://open.spotify.com/track/2i3WO0WkrlnrA1I4GdUmxh
40,"Katchi - Ofenbach vs. Nick Waterhouse",Ofenbach,52079,https://open.spotify.com/track/2NF8A7C6tICScdRaZ0BrEe
41,"Lonely Together (feat. Rita Ora)",Avicii,51918,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab
42,Thunder,"Imagine Dragons",50714,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
43,Columbo,Wanda,49517,https://open.spotify.com/track/2mhwX8vAz2l3i2wlrG8Av1
44,Senorita,"Kay One",49091,https://open.spotify.com/track/5OHOykHs3Ct2pgbqod8uMD
45,"Jingle Bell Rock - Daryl's Version","Daryl Hall & John Oates",48335,https://open.spotify.com/track/6pVW5LRWgeLaHudxauOTJU
46,"Glorious (feat. Skylar Grey)",Macklemore,46486,https://open.spotify.com/track/0CokSRCu5hZgPxcZBaEzVE
47,"1 Schuss",Ufo361,46409,https://open.spotify.com/track/2O2WokTrPztBCAuuJKyCA2
48,,,45487,https://open.spotify.com/track/34IY2117PizF4NoRPoMth6
49,Unforgettable,"French Montana",45280,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
50,"Christmas Time","Bryan Adams",43963,https://open.spotify.com/track/0hnErtVKN1JyvfBNfpWDpO
51,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",42345,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
52,"Wonderful Dream (Holidays Are Coming) - Radio Version","Melanie Thornton",40092,https://open.spotify.com/track/0SvD6EdetxVtXei2JhkV4B
53,Butterflies,Kamaliya,39744,https://open.spotify.com/track/3ivjqi3gI4ierKNyoBcnID
54,"Kleiner Cabrón",Veysel,39654,https://open.spotify.com/track/18B8O0dI8RANa7Kx9vyemO
55,AMG2,"Azzi Memo",39635,https://open.spotify.com/track/2xYoWWLcFjYQsEvsKqof3P
56,"Christmas Lights",Coldplay,39067,https://open.spotify.com/track/4fzyvSu73BhGvi96p2zwjL
57,"My Only Wish (This Year)","Britney Spears",38760,https://open.spotify.com/track/7aiVBCp1ibIWE5GeHkbtxr
58,,,38682,https://open.spotify.com/track/3ireeOPKD5i6wN6CBp5koM
59,,,38350,https://open.spotify.com/track/0ocIyziRJhnicqGm1u0m1X
60,"Friends (with BloodPop®)","Justin Bieber",37702,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz
61,"Without You (feat. Sandro Cavazza)",Avicii,36920,https://open.spotify.com/track/6WbADFqMvR8N5u0BvtsWQE
62,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)","Machine Gun Kelly",36765,https://open.spotify.com/track/0OI7AFifLSoGzpb8bdBLLV
63,"I Fall Apart","Post Malone",36722,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
64,"Ohne mein Team","Bonez MC",36559,https://open.spotify.com/track/05Mp2UJulSttxQ4E6hQPH3
65,"So Far Away (feat. Jamie Scott & Romy Dya)","Martin Garrix",36355,https://open.spotify.com/track/0OlnLZY4cmQzT6ZGttvWBM
66,"Do They Know It's Christmas? - 1984 Version","Band Aid",36143,https://open.spotify.com/track/1hvpDAxZPKjKztOc72sv06
67,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",35532,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
68,"Underneath the Tree","Kelly Clarkson",35179,https://open.spotify.com/track/3nAp4IvdMPPWEH9uuXFFV5
69,"Feliz Navidad","José Feliciano",34996,https://open.spotify.com/track/7taXf5odg9xCAZERYfyOkS
70,"Mi Gente","J Balvin",34639,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
71,"White Christmas (with Shania Twain)","Michael Bublé",33831,https://open.spotify.com/track/2gbCG4Rt9984UZ7Tc0dIFd
72,,,33767,https://open.spotify.com/track/1xSTaiXN33Y5chE2bFixVo
73,Congratulations,"Post Malone",33283,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
74,"Andere Liga","RAF Camora",33017,https://open.spotify.com/track/2NWZiXyRdKEolP8QrjBGmp
75,"Your Song","Rita Ora",32766,https://open.spotify.com/track/4c2W3VKsOFoIg2SFaO6DY5
76,"XO Tour Llif3","Lil Uzi Vert",32693,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
77,"Feel Good","Felix Jaehn",32478,https://open.spotify.com/track/6a9vKVMFfNBi741DVSit3H
78,"Candy Paint","Post Malone",32359,https://open.spotify.com/track/42CeaId2XNlxugDvyqHfDf
