,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Was du Liebe nennst",Bausa,166886,https://open.spotify.com/track/4hKWUzhQWsOkgT6LnDEASe
2,rockstar,"Post Malone",131250,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
3,"River (feat. Ed Sheeran)",Eminem,127182,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
4,Havana,"Camila Cabello",118630,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
5,Rooftop,"Nico Santos",112647,https://open.spotify.com/track/637yH6Qs3wXdgjPjO7QGdr
6,Wolves,"Selena Gomez",110277,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
7,"Let You Down",NF,105432,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
8,"Him & I (with Halsey)",G-Eazy,102175,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4
9,Silence,Marshmello,94242,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
10,"Qa bone",Azet,93454,https://open.spotify.com/track/6X0pg9AHaLYLq8Cy5j8Suz
11,"Katchi - Ofenbach vs. Nick Waterhouse",Ofenbach,85590,https://open.spotify.com/track/2NF8A7C6tICScdRaZ0BrEe
12,Perfect,"Ed Sheeran",84061,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
13,"Sag Nix","RAF Camora",83477,https://open.spotify.com/track/0tW4YbVJ0z6CeQjYBFd09V
14,"New Rules","Dua Lipa",83394,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
15,"More Than You Know","Axwell /\ Ingrosso",82266,https://open.spotify.com/track/71bBFbfn2OBK5QwUJSLS44
16,"Gotham City","RAF Camora",81556,https://open.spotify.com/track/2axf5shPhjS8qdaGr5MWaS
17,"What Lovers Do (feat. SZA)","Maroon 5",80304,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
18,Stargazing,Kygo,79845,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP
19,Primo,"RAF Camora",74652,https://open.spotify.com/track/7y5chiQbuvviOYUfUmOPqo
20,"Whatever It Takes","Imagine Dragons",72885,https://open.spotify.com/track/4IWAyPf1KMq7JCyGeCjTeH
21,"Feel It Still","Portugal. The Man",72264,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
22,"Dusk Till Dawn - Radio Edit",ZAYN,71948,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
23,"I Like Me Better",Lauv,71651,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9
24,"Man's Not Hot","Big Shaq",68604,https://open.spotify.com/track/2nUJvBO87SkxCViQsLc9Zr
25,"Shape of You","Ed Sheeran",67073,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
26,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",60491,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
27,"So Far Away (feat. Jamie Scott & Romy Dya)","Martin Garrix",57568,https://open.spotify.com/track/0OlnLZY4cmQzT6ZGttvWBM
28,Senorita,"Kay One",56852,https://open.spotify.com/track/5OHOykHs3Ct2pgbqod8uMD
