,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"bad guy","Billie Eilish",2265542,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
2,"Old Town Road (feat. Billy Ray Cyrus) - Remix","Lil Nas X",1787533,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
3,"Old Town Road","Lil Nas X",1361268,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
4,"3 Nights","Dominic Fike",1202988,https://open.spotify.com/track/1tNJrcVe6gwLEiZCtprs1u
5,"Talk (feat. Disclosure)",Khalid,1157499,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq
6,Sucker,"Jonas Brothers",1119016,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO
7,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",1063156,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
8,Wow.,"Post Malone",923049,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
9,SOS,Avicii,912348,https://open.spotify.com/track/6nDKrPlXdpomGBgAlO7UdP
10,"bury a friend","Billie Eilish",887698,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF
11,"Boy With Luv (feat. Halsey)",BTS,837479,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
12,"Here With Me",Marshmello,806812,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac
13,"wish you were gay","Billie Eilish",803743,https://open.spotify.com/track/3Fj47GNK2kUF0uaEDgXLaD
14,"i'm so tired...",Lauv,784440,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI
15,"Outta My Head (with John Mayer)",Khalid,775150,https://open.spotify.com/track/09oZ9eXQ2fo6YDrPzJqAoP
16,"when the party's over","Billie Eilish",757843,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
17,"7 rings","Ariana Grande",740800,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
18,"So Am I","Ava Max",685872,https://open.spotify.com/track/0uUNN1nSoUx1A4fkDCWDQ7
19,"Someone You Loved","Lewis Capaldi",673892,https://open.spotify.com/track/2TIlqbIneP0ZY1O0EzYLlc
20,"Don't Call Me Up",Mabel,672146,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
21,"Eastside (with Halsey & Khalid)","benny blanco",663318,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
22,"Dancing With A Stranger (with Normani)","Sam Smith",651491,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
23,"Woke Up Late (feat. Hailee Steinfeld)","Drax Project",647543,https://open.spotify.com/track/3qLBz3j26AHO2jBYUQWLA6
24,"break up with your girlfriend, i'm bored","Ariana Grande",613310,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS
25,Better,Khalid,613084,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
26,Shallow,"Lady Gaga",605512,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
27,"Exit Sign","Hilltop Hoods",601251,https://open.spotify.com/track/4c2cdWv3GLKoP12tY0OzZl
28,"Who Do You Love","The Chainsmokers",593580,https://open.spotify.com/track/7ql71hBakyMi0Lxiq3Mugs
29,"all the good girls go to hell","Billie Eilish",587932,https://open.spotify.com/track/6IRdLKIyS4p7XNiP8r6rsx
30,"My Bad",Khalid,587146,https://open.spotify.com/track/2XKFnwB6djxrJCjR3PdeRb
31,"Without Me",Halsey,587060,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
32,Happier,Marshmello,585513,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
33,"Swervin (feat. 6ix9ine)","A Boogie Wit da Hoodie",581741,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6
34,Waiting,KIAN,579027,https://open.spotify.com/track/0TBFJanfWaByPIi3f7RR82
35,"Kill This Love",BLACKPINK,564681,https://open.spotify.com/track/4pUCKHjJ4Ijewc37rRrvHn
36,lovely,"Billie Eilish",555310,https://open.spotify.com/track/1NJcg626wLln4pGHpiV7mf
37,"Be Alright","Dean Lewis",547306,https://open.spotify.com/track/2H4gf1wLxvYreMj1jcaN0k
38,"7 Minutes","Dean Lewis",529913,https://open.spotify.com/track/5FXVrJhAOEEGhV6UonjE9N
39,"Sweet but Psycho","Ava Max",514107,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
40,"MIDDLE CHILD","J. Cole",511043,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
41,Paradise,Bazzi,506593,https://open.spotify.com/track/7njKgVl3AnLflRad38o7AG
42,Youngblood,"5 Seconds of Summer",501098,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
43,"thank u, next","Ariana Grande",487412,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
44,"Stay Awake","Dean Lewis",480603,https://open.spotify.com/track/6HZLMsw7ZdObf3Jk7lKAMX
45,"Walk Me Home",P!nk,477534,https://open.spotify.com/track/7DHApOHsIFo7EyfieArYGE
46,"Murder On My Mind","YNW Melly",475665,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC
47,"you should see me in a crown","Billie Eilish",472107,https://open.spotify.com/track/3XF5xLJHOQQRbWya6hBp7d
48,"my strange addiction","Billie Eilish",457894,https://open.spotify.com/track/3Tc57t9l2O8FwQZtQOvPXK
49,"Power is Power",SZA,454418,https://open.spotify.com/track/35RDmXJ59YYGNlv1KfTGsP
50,"SICKO MODE","Travis Scott",450823,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
51,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",Kygo,431760,https://open.spotify.com/track/3y3brCCecHC3Db18aIOnny
52,"MONOPOLY (with Victoria Monét)","Ariana Grande",424991,https://open.spotify.com/track/6tsOcBnaKgzK22yEiqRh8P
53,"Bohemian Rhapsody - Remastered 2011",Queen,416234,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
