,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"All I Want for Christmas Is You","Mariah Carey",180317,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
2,"Last Christmas",Wham!,175475,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
3,"Was du Liebe nennst",Bausa,163974,https://open.spotify.com/track/4hKWUzhQWsOkgT6LnDEASe
4,"Driving Home for Christmas","Chris Rea",138978,https://open.spotify.com/track/0ZoHHROTzwIYeNAHRPedTY
5,"River (feat. Ed Sheeran)",Eminem,136384,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
6,"Merry Christmas Everyone - Remastered","Shakin' Stevens",132303,https://open.spotify.com/track/2ISl1zekPsc26sUQpVt8UB
7,rockstar,"Post Malone",124909,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
8,"Happy Xmas (War Is Over) - Remastered 2010","John Lennon",124483,https://open.spotify.com/track/3zJw3rugfpVrmBeDDnUYzy
9,"Thank God It's Christmas - Non-Album Single",Queen,108843,https://open.spotify.com/track/05X6aMCQR09E6smUmw9qms
10,Hallelujah,Pentatonix,108674,https://open.spotify.com/track/550rQQCGkrTzvp4SfpOPzx
11,"Wonderful Christmastime - Remastered 2011 / Edited Version","Paul McCartney",104952,https://open.spotify.com/track/4gavOCQdZ2g86gkvi17FM7
12,Havana,"Camila Cabello",103507,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
13,"Santa Tell Me","Ariana Grande",101188,https://open.spotify.com/track/1ADjWm8QNhgNV8yCNNgQ1T
14,"Gotham City","RAF Camora",97512,https://open.spotify.com/track/2axf5shPhjS8qdaGr5MWaS
15,"Sag Nix","RAF Camora",96756,https://open.spotify.com/track/0tW4YbVJ0z6CeQjYBFd09V
16,"Let You Down",NF,94576,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
17,"Him & I (with Halsey)",G-Eazy,94163,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4
18,Perfect,"Ed Sheeran",90068,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
19,Wolves,"Selena Gomez",89054,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
20,"Jingle Bell Rock - Daryl's Version","Daryl Hall & John Oates",85748,https://open.spotify.com/track/6pVW5LRWgeLaHudxauOTJU
21,Silence,Marshmello,85095,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
22,"It's Beginning to Look a Lot like Christmas","Michael Bublé",84903,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI
23,Rooftop,"Nico Santos",81709,https://open.spotify.com/track/637yH6Qs3wXdgjPjO7QGdr
24,"Feliz Navidad","José Feliciano",79164,https://open.spotify.com/track/7taXf5odg9xCAZERYfyOkS
25,"Christmas Time","Bryan Adams",78330,https://open.spotify.com/track/0hnErtVKN1JyvfBNfpWDpO
26,Primo,"RAF Camora",78253,https://open.spotify.com/track/7y5chiQbuvviOYUfUmOPqo
27,"Do They Know It's Christmas? - 1984 Version","Band Aid",72039,https://open.spotify.com/track/1hvpDAxZPKjKztOc72sv06
28,"Katchi - Ofenbach vs. Nick Waterhouse",Ofenbach,68307,https://open.spotify.com/track/2NF8A7C6tICScdRaZ0BrEe
29,"Do They Know It's Christmas? - 2014","Band Aid 30",68028,https://open.spotify.com/track/5MJP0TRQebWaV6KrXuwyfv
30,"Merry Christmas, Happy Holidays",*NSYNC,67974,https://open.spotify.com/track/15coTBAzEN1bOeipoNDZAR
31,"Wonderful Dream (Holidays Are Coming) - Radio Version","Melanie Thornton",67677,https://open.spotify.com/track/0SvD6EdetxVtXei2JhkV4B
32,"Dusk Till Dawn - Radio Edit",ZAYN,67254,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
33,"White Christmas (with Shania Twain)","Michael Bublé",66787,https://open.spotify.com/track/2gbCG4Rt9984UZ7Tc0dIFd
34,"Underneath the Tree","Kelly Clarkson",66208,https://open.spotify.com/track/3nAp4IvdMPPWEH9uuXFFV5
35,"What Lovers Do (feat. SZA)","Maroon 5",63222,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
36,"My Only Wish (This Year)","Britney Spears",63131,https://open.spotify.com/track/7aiVBCp1ibIWE5GeHkbtxr
37,"More Than You Know","Axwell /\ Ingrosso",62234,https://open.spotify.com/track/71bBFbfn2OBK5QwUJSLS44
38,"Whatever It Takes","Imagine Dragons",62133,https://open.spotify.com/track/4IWAyPf1KMq7JCyGeCjTeH
39,"New Rules","Dua Lipa",61946,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
40,"Have Yourself A Merry Little Christmas","Sam Smith",61781,https://open.spotify.com/track/7Hz6LLOVxrojLPIHJJ1S0E
41,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",61604,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
42,Stargazing,Kygo,60719,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP
43,"Man's Not Hot","Big Shaq",60529,https://open.spotify.com/track/2nUJvBO87SkxCViQsLc9Zr
44,"I Like Me Better",Lauv,60166,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9
45,"Christmas Lights",Coldplay,59743,https://open.spotify.com/track/4fzyvSu73BhGvi96p2zwjL
46,"You Make It Feel Like Christmas (feat. Blake Shelton)","Gwen Stefani",59490,https://open.spotify.com/track/6C81GGUCNbEmR8gMIi0CpH
47,"Please Come Home For Christmas - Bonus Track",Eagles,58344,https://open.spotify.com/track/70f0ToGXTEtLKFSwHMbHoC
48,"Feel It Still","Portugal. The Man",58290,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
49,"The Best Side Of Life","Sarah Connor",58097,https://open.spotify.com/track/2opHCc3qNPHIaHPKQmOYIl
50,Kogong,"Mark Forster",56023,https://open.spotify.com/track/2rv1aetlu3MEQ5sJWJuMG1
51,"I'll Be Home","Meghan Trainor",54122,https://open.spotify.com/track/1hy6kKvsPbv7VTcllCuATC
52,"Stop the Cavalry","Jona Lewie",52902,https://open.spotify.com/track/095XSaT8I2uI6Uldj2QrSl
53,"Shape of You","Ed Sheeran",52542,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
54,"Step Into Christmas","Elton John",52488,https://open.spotify.com/track/3YQUpKTmtgPJf8u6ooi9KA
55,"It's the Most Wonderful Time of the Year","Andy Williams",51971,https://open.spotify.com/track/5hslUAKq9I9CG2bAulFkHN
56,"Gucci Gang","Lil Pump",51841,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
57,"Nema bolje","Jala Brat",50476,https://open.spotify.com/track/0fj95D2DF2DgzY1RaR6NBY
58,"The Power of Love","Frankie Goes To Hollywood",49177,https://open.spotify.com/track/12BTlaSwSGkH1bdgfwiv0l
59,"Rockin' Around The Christmas Tree","Miley Cyrus",49006,https://open.spotify.com/track/5lyikKk6KFWfWCuDDir9Fx
60,Waffen,"RAF Camora",48347,https://open.spotify.com/track/27CUvggbN4O6ASZEsExeAi
61,"Mistletoe and Wine","Cliff Richard",47959,https://open.spotify.com/track/3AgiRs3oxc2dFh0CPUHXJs
62,"Jingle Bell Rock","Bobby Helms",47573,https://open.spotify.com/track/1cImYkHOQMFE7AZC9aOk4y
63,"Too Good At Goodbyes","Sam Smith",46652,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
64,"Christmas All Over Again","Tom Petty and the Heartbreakers",46634,https://open.spotify.com/track/3nCcFA1iiehndgGSddMiV2
65,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975","Bruce Springsteen",46044,https://open.spotify.com/track/6s2wpWPFPAgKg2LXxi1Oee
66,GGGut,"Yung Hurn",45818,https://open.spotify.com/track/0xbHp9AXvMKteyvGuyGzBM
67,"Échame La Culpa","Luis Fonsi",45807,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
68,"Merry Xmas Everybody",Slade,45699,https://open.spotify.com/track/3iwZ8hg0q1kTBB5kjg0nO4
69,"Santa's Coming for Us",Sia,45308,https://open.spotify.com/track/3AlpkljBS1AU7HFVPms8K6
70,"Santa Claus Is Comin' to Town","Frank Sinatra",45250,https://open.spotify.com/track/75clRtmtXSkZsPm6SjjQ5j
71,"Santa Baby (with Henri René & His Orchestra)","Eartha Kitt",45015,https://open.spotify.com/track/1foCxQtxBweJtZmdxhEHVO
72,"Santa Baby","Kylie Minogue",43662,https://open.spotify.com/track/2SBr3MK1sdMs8IxdRcN6qz
73,"Ohne mein Team","Bonez MC",43541,https://open.spotify.com/track/05Mp2UJulSttxQ4E6hQPH3
74,"All I Want for Christmas Is New Year's Day",Hurts,43276,https://open.spotify.com/track/7L673Cv2lzQJkG4eyqjG0Q
75,"Shake up Christmas 2011 (Official Coca-Cola Christmas Song)","Natasha Bedingfield",43076,https://open.spotify.com/track/57fDcLa203GnDF9OYJd6mV
76,Senorita,"Kay One",42971,https://open.spotify.com/track/5OHOykHs3Ct2pgbqod8uMD
77,"So Far Away (feat. Jamie Scott & Romy Dya)","Martin Garrix",42505,https://open.spotify.com/track/0OlnLZY4cmQzT6ZGttvWBM
78,"Sleigh Ride","The Ronettes",42272,https://open.spotify.com/track/5ASM6Qjiav2xPe7gRkQMsQ
79,Thunder,"Imagine Dragons",41976,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
80,Columbo,Wanda,40792,https://open.spotify.com/track/2mhwX8vAz2l3i2wlrG8Av1
81,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)","Machine Gun Kelly",40677,https://open.spotify.com/track/0OI7AFifLSoGzpb8bdBLLV
82,"I Wish It Could Be Christmas Everyday",Wizzard,40199,https://open.spotify.com/track/1mH6tZC6iXIHPI6EixCwxw
83,"Mary's Boy Child / Oh My Lord","Boney M.",39900,https://open.spotify.com/track/2qqZ5fOGuNvYVzgPFDLQ4l
84,"Rudolph The Red-Nosed Reindeer","Dean Martin",39863,https://open.spotify.com/track/2L9QLAhrvtP4EYg1lY0Tnw
85,"Andere Liga","RAF Camora",39826,https://open.spotify.com/track/2NWZiXyRdKEolP8QrjBGmp
86,"Christmas Time","Backstreet Boys",39364,https://open.spotify.com/track/2VRNYpYmE2ToZQYgiUl4Hc
87,"Qa bone",Azet,39286,https://open.spotify.com/track/6X0pg9AHaLYLq8Cy5j8Suz
88,"Glorious (feat. Skylar Grey)",Macklemore,38721,https://open.spotify.com/track/0CokSRCu5hZgPxcZBaEzVE
89,"Santa Claus Is Coming To Town","Rod Stewart",38591,https://open.spotify.com/track/3bexRhE1syNajyDcA7u4L3
90,"Under the Stars","John Legend",38427,https://open.spotify.com/track/5MQnMbyLe8aviuxO4Wwh3L
91,,,37626,https://open.spotify.com/track/5cjecvX0CmC9gK0Laf5EMQ
92,"I Believe I'm Fine","Robin Schulz",37529,https://open.spotify.com/track/2i3WO0WkrlnrA1I4GdUmxh
93,"Friends (with BloodPop®)","Justin Bieber",36961,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz
94,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",36730,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
95,"It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra)","Perry Como",36559,https://open.spotify.com/track/6IeK3Ap5m3HabwJxgI6eSE
96,"River - Recorded At RAK Studios, London","Sam Smith",36201,https://open.spotify.com/track/29UQV9kjexf0TJAR0UElID
97,"Kleiner Cabrón",Veysel,36116,https://open.spotify.com/track/18B8O0dI8RANa7Kx9vyemO
98,"The More You Give (The More You'll Have)","Michael Bublé",36102,https://open.spotify.com/track/7f4zVC7NpraLjXjFx9DNDt
99,"Rockin' Around the Christmas Tree","Brenda Lee",36008,https://open.spotify.com/track/09OojFvtrM9YRzRjnXqJjA
100,"White Christmas - Spotify Singles - Holiday, Recorded at Air Studios, London","George Ezra",35878,https://open.spotify.com/track/7F9oCEKbqjN99cV5HpvYER
101,Gjynah,Azet,35202,https://open.spotify.com/track/1nP69R7Nc3yIbiN6EUNyZi
102,"What If","Kate Winslet",34960,https://open.spotify.com/track/1EK5Z3jnZh1nHXPUXpaLhK
103,"Winter Wonderland","Leona Lewis",34951,https://open.spotify.com/track/1YBItUnKj01KBXhpFtvINp
104,"Jingle Bells - Remastered 1999","Frank Sinatra",34938,https://open.spotify.com/track/4HEOgBHRCExyYVeTyrXsnL
105,"Tip Toe (feat. French Montana)","Jason Derulo",34844,https://open.spotify.com/track/2z4pcBLQXF2BXKFvd0BuB6
106,Unforgettable,"French Montana",34637,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
107,Kontrollieren,"RAF Camora",34468,https://open.spotify.com/track/1uGERQ2DVv7j9WSsWzOHVp
108,"White Christmas","The Drifters",34439,https://open.spotify.com/track/0iyrGs4yXc2lWQCqCgCx0C
109,"Carol of the Bells","Mykola Dmytrovych Leontovych",34415,https://open.spotify.com/track/4tHqQMWSqmL6YjXwsqthDI
110,"Christmas Eve - Recorded at Spotify Studios NYC","Kelly Clarkson",34394,https://open.spotify.com/track/0ezxVlILGg3XiTJONE7PEn
111,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",34024,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
112,"Bon Voyage","Miami Yacine",33213,https://open.spotify.com/track/1VfSu8qtTf5PMi3d8XVZGj
113,"A Holly Jolly Christmas - Single Version","Burl Ives",32444,https://open.spotify.com/track/65Q2mv3UlVi9eO70OpsmSe
