,name,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence,streams,country,id
0,RAPSTAR,0.41,0.789,0.536,0.0,0.129,-6.862,1,0.242,81.039,4,0.437,16256724,America,43PGPuHIlVOc04jrZVh9L6
1,MONTERO (Call Me By Your Name),0.297,0.61,0.508,0.0,0.384,-6.682,0,0.152,178.818,4,0.758,13250956,America,67BtfxlNbhBmCDR2L2l8qd
2,Peaches (feat. Daniel Caesar & Giveon),0.321,0.677,0.696,0.0,0.42,-6.181,1,0.119,90.03,4,0.464,10538561,America,4iJyoBOLtHqaGxP12qzhQI
3,Kiss Me More (feat. SZA),0.235,0.762,0.701,0.000158,0.123,-3.541,1,0.0286,110.968,4,0.742,9214644,America,748mdHapucXQri7IAO8yFK
4,deja vu,0.593,0.439,0.61,1.07e-05,0.341,-7.236,1,0.116,181.088,4,0.172,8460050,America,61KpQadow081I2AsbeLcsb
5,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),0.162,0.66,0.817,0.0,0.0667,-6.269,0,0.0521,135.942,4,0.714,7348585,America,2CYVETnhM9aytqrazYYwrK
6,Astronaut In The Ocean,0.175,0.778,0.695,0.0,0.15,-6.865,0,0.0913,149.996,4,0.472,6481465,America,3VT8hOC5vuDXBsHrR53WFh
7,Levitating (feat. DaBaby),0.00883,0.702,0.825,0.0,0.0674,-3.787,0,0.0601,102.977,4,0.915,6400894,America,5nujrmhLynf4yMoMtj8AQF
8,Up,0.0012,0.868,0.795,0.0193,0.0461,-6.044,1,0.269,166.0,4,0.819,6375913,America,1M4OcYkxAtu3ErzSgDEfoi
9,Calling My Phone,0.451,0.907,0.393,1.35e-06,0.135,-7.636,0,0.0539,104.949,4,0.202,6255709,America,3J8EOeKLTLXORtWPpOU5bE
10,Heartbreak Anniversary,0.524,0.449,0.465,1.02e-06,0.303,-8.964,1,0.0791,89.087,3,0.543,6013044,America,3FAJ6O0NOHQV8Mc5Ri6ENp
11,Leave The Door Open,0.182,0.586,0.616,0.0,0.0927,-7.964,1,0.0324,148.088,4,0.719,5667978,America,7MAibcTli4IisCtbHKrGMh
12,telepatía,0.112,0.653,0.524,0.0,0.203,-9.016,0,0.0502,83.97,4,0.553,5250324,America,6tDDoYIxWvMLTdKpjFkc1B
13,drivers license,0.721,0.585,0.436,1.31e-05,0.105,-8.761,1,0.0601,143.874,4,0.132,5218818,America,7lPN2DXiMsVn7XUKtOW1CS
14,Love Story (Taylor’s Version),0.13,0.627,0.792,3.97e-06,0.0845,-4.311,1,0.031,119.054,4,0.415,5008901,America,6YvqWjhGD8mB5QXcbcUKtx
15,What’s Next,0.0136,0.781,0.594,0.0,0.162,-6.959,0,0.0485,129.895,4,0.0628,4893274,America,3aQem4jVGdhtg116TmJnHz
16,Save Your Tears,0.0212,0.68,0.826,1.24e-05,0.543,-5.487,1,0.0309,118.051,4,0.644,4852215,America,5QO79kh1waicV47BqGRL3g
17,Streets,0.208,0.749,0.463,0.0371,0.337,-8.433,1,0.0828,90.028,4,0.19,4768073,America,60ynsPSSKe6O3sfwRnIBRf
18,Good Days,0.499,0.436,0.655,8.1e-06,0.688,-8.37,0,0.0583,121.002,4,0.412,4726053,America,3YJJjQPAbDT7mGpX3WtQ9A
19,Fearless (Taylor’s Version),0.0122,0.569,0.741,0.0,0.333,-4.963,1,0.0282,100.118,4,0.43,4718031,America,77sMIMlNaSURUAXq5coCxE
20,Heat Waves,0.44,0.761,0.525,6.7e-06,0.0921,-6.9,1,0.0944,80.87,4,0.531,4632129,America,02MWAaffLxlfxAUY7c5dvx
