,name,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence,streams,country,id
0,Was du Liebe nennst,0.393,0.874,0.487,2.96e-05,0.0524,-8.154,1,0.0641,144.956,4,0.746,4454870,Germany,6hw1Sy9wZ8UCxYGdpKrU6M
1,rockstar,0.13,0.577,0.522,9.03e-05,0.142,-6.594,0,0.0984,159.772,4,0.119,3279930,Germany,1rgnBhdG2JDFTbYkYRZAku
2,Havana,0.186,0.768,0.517,3.8e-05,0.104,-4.323,0,0.0312,104.992,4,0.418,1999917,Germany,1E1YyZjbteIz2XQyLvtRxD
3,Dusk Till Dawn - Radio Edit,0.101,0.258,0.437,1.27e-06,0.106,-6.593,0,0.039,180.043,4,0.0967,1919663,Germany,6dNB3XdAzx7kTf5wa8Rg89
4,Senorita,0.0141,0.821,0.75,0.0,0.0285,-6.856,1,0.17,98.071,4,0.709,1911971,Germany,2PGA1AsJal6cyMNmKyE56q
5,Zieh' den Rucksack aus,0.217,0.805,0.793,0.0,0.0827,-4.78,0,0.147,108.057,4,0.629,1758233,Germany,67ojvEGRPAUCOohuMPqoRC
6,More Than You Know,0.034,0.644,0.743,0.0,0.257,-5.002,0,0.0355,123.074,4,0.544,1744270,Germany,6oX9RuILbVIglevEhbg8iM
7,Silence,0.256,0.52,0.761,4.96e-06,0.17,-3.093,1,0.0853,141.971,4,0.286,1728376,Germany,3uhTOxvu2h2YEm0uPNF2vi
8,New Rules,0.00261,0.762,0.7,1.56e-05,0.153,-6.021,0,0.0694,116.073,4,0.608,1696159,Germany,2u8AXJyk8pICzj2wyPBL0b
9,Schnell machen,0.349,0.71,0.618,1.81e-06,0.0815,-5.227,1,0.343,91.02,4,0.634,1638506,Germany,41wZE5FpxbPaZqXtlmBhPG
10,Primo,0.358,0.748,0.754,0.000189,0.138,-6.479,1,0.157,119.989,4,0.487,1486997,Germany,4ktwDUoKdVlk50lUlSIMEY
11,What About Us,0.0281,0.491,0.588,2.01e-06,0.0906,-6.177,1,0.0506,113.608,4,0.193,1377064,Germany,2tnVG71enUj33Ic2nFN6kZ
12,I Like Me Better,0.535,0.752,0.505,2.55e-06,0.104,-7.621,1,0.253,91.97,4,0.419,1339872,Germany,5xrnFdas2cJEA7RVun9BGA
13,Perfect,0.163,0.599,0.448,0.0,0.106,-6.312,1,0.0232,95.05,3,0.168,1328708,Germany,0b9tA3TNHCzfbTh9mGloNx
14,Glorious (feat. Skylar Grey),0.0323,0.731,0.794,2.59e-05,0.112,-5.126,0,0.0522,139.994,4,0.356,1314517,Germany,6LcauUZjF1eXQrgqMUecHX
15,Sturmmaske Auf [Intro],0.105,0.422,0.738,0.0,0.109,-4.955,0,0.393,92.17,4,0.367,1309728,Germany,3ZCTVFBt2Brf31RLEnCkWJ
