,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,Call Out My Name,The Weeknd,2375643,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
2,God's Plan,Drake,1766994,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
3,Try Me,The Weeknd,1638565,https://open.spotify.com/track/2poOAWEj1CStqTVPgIHZ8s
4,Wasted Times,The Weeknd,1516856,https://open.spotify.com/track/72TyiiduRmczEbDIEtKQdR
5,Psycho (feat. Ty Dolla $ign),Post Malone,1433867,https://open.spotify.com/track/65NwOZqoXny4JxqAPlfxRF
6,Hurt You,The Weeknd,1267462,https://open.spotify.com/track/13wNEvWmBsWaWVtiLPRIW5
7,I Was Never There,The Weeknd,1244613,https://open.spotify.com/track/56d6kYZhfhzpoC3s1dRU2V
8,Look Alive (feat. Drake),BlocBoy JB,1203090,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
9,SAD!,XXXTENTACION,1197006,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
10,Privilege,The Weeknd,1101724,https://open.spotify.com/track/26Fqtv4Aa7kyd1WWGHai6A
11,Plug Walk,Rich The Kid,906938,https://open.spotify.com/track/6mAz8D1TmlTuef90dbNIiZ
12,Love Lies (with Normani),Khalid,881355,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
13,All The Stars (with SZA),Kendrick Lamar,849285,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
14,FRIENDS,Marshmello,846669,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
15,The Middle,Zedd,839674,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
16,In My Blood,Shawn Mendes,802359,https://open.spotify.com/track/79jX8RM5CgPqDKdGEKNW9K
17,Freaky Friday (feat. Chris Brown),Lil Dicky,754430,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
18,Walk It Talk It,Migos,718239,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
19,rockstar,Post Malone,688737,https://open.spotify.com/track/2U7Hu2RaNQNRi7izoJyZaX
20,Ric Flair Drip (& Metro Boomin),Offset,687053,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
21,Pray For Me (with Kendrick Lamar),The Weeknd,680298,https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x
22,Moonlight,XXXTENTACION,646768,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
23,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,626439,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
24,Powerglide (feat. Juicy J),Rae Sremmurd,615297,https://open.spotify.com/track/2yUbCEiaolfSMluDo9RMmG
25,Mine,Bazzi,605336,https://open.spotify.com/track/6tHWl8ows5JOZq9Yfaqn3M
26,Lemon (feat. Drake) - Drake Remix,N.E.R.D,596622,https://open.spotify.com/track/739vCwA3EpBSkk3uDsI2wB
27,Body,Loud Luxury,591859,https://open.spotify.com/track/43V1z6QToNNWNldV4FEG6r
