,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,In My Feelings,Drake,2823190,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
2,FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,1879772,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
3,No Brainer,DJ Khaled,1575557,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
4,Taste (feat. Offset),Tyga,1292466,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
5,I Like It,Cardi B,1270051,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
6,Girls Like You (feat. Cardi B),Maroon 5,1196072,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
7,Lucid Dreams,Juice WRLD,1134857,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
8,Better Now,Post Malone,1121698,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
9,Jackie Chan,Ti?sto,1070611,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
10,Eastside (with Halsey & Khalid),benny blanco,1050998,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
11,Nonstop,Drake,1037455,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
12,Body,Loud Luxury,1017755,https://open.spotify.com/track/43V1z6QToNNWNldV4FEG6r
13,God is a woman,Ariana Grande,963669,https://open.spotify.com/track/7gkWXbAxIYuvtOpcN3p9GJ
14,SAD!,XXXTENTACION,855093,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
15,DonÅft Matter To Me (with Michael Jackson),Drake,817855,https://open.spotify.com/track/6G8kHiVZ1jW7vHMPVRNZU0
16,Solo (feat. Demi Lovato),Clean Bandit,808664,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
17,Youngblood,5 Seconds of Summer,804771,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
18,Nice For What,Drake,802708,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw
19,Ocean (feat. Khalid),Martin Garrix,737971,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
20,Moonlight,XXXTENTACION,698104,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
21,God's Plan,Drake,691367,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
22,One Kiss (with Dua Lipa),Calvin Harris,677112,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
23,Rise,Jonas Blue,650681,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
24,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,628713,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
25,Back To You - From 13 Reasons Why ? Season 2 Soundtrack,Selena Gomez,621049,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
26,Yes Indeed,Lil Baby,612150,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
27,Psycho (feat. Ty Dolla $ign),Post Malone,611837,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
28,I'm Upset,Drake,606699,https://open.spotify.com/track/3qN5qMTKyEEmiTZD38BNTT
29,Born To Be Yours,Kygo,592930,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
30,Mob Ties,Drake,588916,https://open.spotify.com/track/7rC5Pl8rQSX4myONQHYPBK
31,Ball For Me (feat. Nicki Minaj),Post Malone,571865,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa
32,Look Alive (feat. Drake),BlocBoy JB,561769,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
33,Summertime Magic,Childish Gambino,556266,https://open.spotify.com/track/4j3GWI86JvSaF0BLdmgcfF
34,rockstar (feat. 21 Savage),Post Malone,529185,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
35,Bed (feat. Ariana Grande),Nicki Minaj,480542,https://open.spotify.com/track/1ZEm9cJC05rawV2tptNfTS
36,Nevermind,Dennis Lloyd,471760,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
37,no tears left to cry,Ariana Grande,456598,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
38,Jocelyn Flores,XXXTENTACION,443179,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
39,Simple,Florida Georgia Line,442407,https://open.spotify.com/track/4P92FrvmYQSAfOpp4cpFEi
40,you should see me in a crown,Billie Eilish,438354,https://open.spotify.com/track/6vsV4D8BM6PioRr1UOx0n2
41,Somebody,The Chainsmokers,436002,https://open.spotify.com/track/3pWcj8hxj3fsb9TDAcMpEl
42,SWISH,Tyga,431853,https://open.spotify.com/track/55GiOwtxNajXVbpjjIzMnD
43,Playinwitme (feat. Kehlani),KYLE,424439,https://open.spotify.com/track/4F1yvJfQ7gJkrcgFJQDjOr
44,changes,XXXTENTACION,423831,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
45,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,423244,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
46,OTW,Khalid,422015,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
47,High Hopes,Panic! At The Disco,421994,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
48,In My Mind,Dynoro,420059,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
49,Plug Walk,Rich The Kid,408183,https://open.spotify.com/track/1ZAyjvIk9YiD76yYy0TEG6
50,Happy Now,Zedd,404980,https://open.spotify.com/track/4keoy2fqgwGnbWlm3ZVZFa
51,Guatemala - From Swaecation,Rae Sremmurd,378646,https://open.spotify.com/track/0TCnOEVeLQMXOUrpPlM7uY
52,One Day (feat. Ryan Tedder),Logic,365711,https://open.spotify.com/track/6e2PtJYcltVk76nLwxBzRn
53,The Middle,Zedd,365073,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
54,Wasted (feat. Lil Uzi Vert),Juice WRLD,361774,https://open.spotify.com/track/3obgSF06ki98lYNLNq5vCB
55,I'm a Mess,Bebe Rexha,361766,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R
56,lovely (with Khalid),Billie Eilish,358942,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
57,Lie,NF,353821,https://open.spotify.com/track/07FkzikE6FuHIa8Ma7zJGc
58,2002,Anne-Marie,352136,https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB
59,Love Lies (with Normani),Khalid,348669,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
60,Natural,Imagine Dragons,341881,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
61,TAlk tO Me (with Rich The Kid),Tory Lanez,337492,https://open.spotify.com/track/49NhxprbG9oTtMunQCSXxA
62,Champion (feat. Travis Scott),NAV,336799,https://open.spotify.com/track/6nO3tr47nr2P7f3hXb8JIo
63,Hopeless Romantic (feat. Swae Lee),Wiz Khalifa,336747,https://open.spotify.com/track/7IBSffWIu7P2MC7kMwy2FM
64,Havana (feat. Young Thug),Camila Cabello,335203,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
65,Don't Leave Me Alone (feat. Anne-Marie),David Guetta,332256,https://open.spotify.com/track/2lYTJK94hb0fd1LQtb6Dhk
66,All Girls Are The Same,Juice WRLD,329957,https://open.spotify.com/track/0XySogm94T51XF5F2jumXm
67,Shape of You,Ed Sheeran,329184,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
68,"Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj",YG,326549,https://open.spotify.com/track/2RM4jf1Xa9zPgMGRDiht8O
69,Fuck Love (feat. Trippie Redd),XXXTENTACION,324438,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
70,FRIENDS,Marshmello,322836,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
71,Audio,Sia,312528,https://open.spotify.com/track/7boPPE857KEqCIHNwFkDop
72,Powerglide (feat. Juicy J) - From SR3MM,Rae Sremmurd,310527,https://open.spotify.com/track/1BuZAIO8WZpavWVbbq3Lci
73,JAPAN,Famous Dex,307211,https://open.spotify.com/track/5PTG6rrL6EPFD9E2QMI2pl
74,I Might Need Security,Chance the Rapper,299669,https://open.spotify.com/track/3EApebexZ7YqDIqw2EMTDh
75,I Fall Apart,Post Malone,299213,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
76,All Mine,Kanye West,297230,https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF
77,Ric Flair Drip (& Metro Boomin),Offset,297092,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
78,Sober,Demi Lovato,293130,https://open.spotify.com/track/0STK94RxUulYqWzwFlyAb5
79,CanÅft Take A Joke,Drake,286602,https://open.spotify.com/track/1dUHF4RyMmMTveJ0Rby6Xm
80,This Is America,Childish Gambino,285672,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
81,Mine,Bazzi,285155,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
82,APESHIT,The Carters,282487,https://open.spotify.com/track/0E6PsO3ymCfUh7pJQjBgkj
83,Connection,OneRepublic,278703,https://open.spotify.com/track/3T4UodGkfZObJ43RtA5KFU
84,Thunder,Imagine Dragons,278539,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
85,XO Tour Llif3,Lil Uzi Vert,275909,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
86,Yikes,Kanye West,274464,https://open.spotify.com/track/2r4JRwcbIeuAzWjH4YXlLs
87,Walk It Talk It,Migos,274101,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
88,I Like Me Better,Lauv,273349,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
