,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,,,
Position,Track Name,Artist,Streams,URL
1,Yikes,Kanye West,1845911,https://open.spotify.com/track/2r4JRwcbIeuAzWjH4YXlLs
2,All Mine,Kanye West,1670505,https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF
3,Better Now,Post Malone,1539559,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
4,Nice For What,Drake,1405271,https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN
5,Ghost Town,Kanye West,1327645,https://open.spotify.com/track/6Bg7MznA9X0dIhlAsLyBYj
6,I'm Upset,Drake,1182533,https://open.spotify.com/track/54oMZ3blwWwuPN4wEoG5mk
7,No Mistakes,Kanye West,1173816,https://open.spotify.com/track/1DdgqEZk4Hqfpl3drdXJun
8,Wouldn't Leave,Kanye West,1146708,https://open.spotify.com/track/3dG6tjetoR4GMmUGZUprLt
9,I Like It,Cardi B,1111745,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
10,Yes Indeed,Lil Baby,1082301,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
11,I Thought About Killing You,Kanye West,1072462,https://open.spotify.com/track/6EuE9M1viu9gkdFSafia9o
12,Violent Crimes,Kanye West,1046946,https://open.spotify.com/track/2VYb3Fb5iK5Y8HGZ8oEEkp
13,This Is America,Childish Gambino,1039080,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
14,Lucid Dreams,Juice WRLD,1031846,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc
15,Psycho (feat. Ty Dolla $ign),Post Malone,952926,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
16,Back To You,Selena Gomez,931847,https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9
17,Body,Loud Luxury,913048,https://open.spotify.com/track/43V1z6QToNNWNldV4FEG6r
18,God's Plan,Drake,907623,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
19,One Kiss (with Dua Lipa),Calvin Harris,852828,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
20,Look Alive (feat. Drake),BlocBoy JB,838522,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
21,no tears left to cry,Ariana Grande,830886,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
22,Girls Like You (feat. Cardi B),Maroon 5,816756,https://open.spotify.com/track/6FRLCMO5TUHTexlWo8ym1W
23,Taste (feat. Offset),Tyga,760050,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
24,Playinwitme (feat. Kehlani),KYLE,707851,https://open.spotify.com/track/4F1yvJfQ7gJkrcgFJQDjOr
25,rockstar (feat. 21 Savage),Post Malone,702047,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
26,Youngblood,5 Seconds of Summer,701052,https://open.spotify.com/track/55S2PQgSMYAhgoTCcGCDfw
27,OTW,Khalid,693856,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
28,Love Lies (with Normani),Khalid,658732,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
29,Youth feat. Khalid,Shawn Mendes,627868,https://open.spotify.com/track/5SwEgzUFDHwpWHKrbnP32Z
30,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,622082,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
31,Ball For Me (feat. Nicki Minaj),Post Malone,609467,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa
32,Plug Walk,Rich The Kid,609320,https://open.spotify.com/track/6mAz8D1TmlTuef90dbNIiZ
33,FRIENDS,Marshmello,602342,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
34,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,592674,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
35,lovely (with Khalid),Billie Eilish,585142,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
36,Nevermind,Dennis Lloyd,562188,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
37,The Middle,Zedd,556673,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
38,Powerglide (feat. Juicy J) - From SR3MM,Rae Sremmurd,554823,https://open.spotify.com/track/1BuZAIO8WZpavWVbbq3Lci
39,Jackie Chan,Ti?sto,551703,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
40,Call Out My Name,The Weeknd,548621,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
41,Walk It Talk It,Migos,522527,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
42,Solo (feat. Demi Lovato),Clean Bandit,522274,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
43,Paranoid,Post Malone,519456,https://open.spotify.com/track/3fpVWegR6YOS1Yk5HSMYIq
44,TATI,6ix9ine,516560,https://open.spotify.com/track/6kp0inxIexxSiDJfWqq0ZL
45,Champion (feat. Travis Scott),NAV,500231,https://open.spotify.com/track/6nO3tr47nr2P7f3hXb8JIo
46,SAD!,XXXTENTACION,496139,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
47,All Girls Are The Same,Juice WRLD,484074,https://open.spotify.com/track/3H2JThgdBxezwj1wwafQS8
48,Remind Me to Forget,Kygo,483899,https://open.spotify.com/track/6xTU6B6nFwKKTSZ9ySXS80
49,In My Blood,Shawn Mendes,482465,https://open.spotify.com/track/21YnmkSDhUkmkkni22Svc4
50,Ric Flair Drip (& Metro Boomin),Offset,478804,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
51,Somebody,The Chainsmokers,471357,https://open.spotify.com/track/3pWcj8hxj3fsb9TDAcMpEl
52,JAPAN,Famous Dex,463806,https://open.spotify.com/track/5PTG6rrL6EPFD9E2QMI2pl
53,KOD,J. Cole,461902,https://open.spotify.com/track/7yotKA30dwTKNEGomV9ZsI
54,Guatemala - From Swaecation,Rae Sremmurd,442670,https://open.spotify.com/track/0TCnOEVeLQMXOUrpPlM7uY
55,Spoil My Night (feat. Swae Lee),Post Malone,431040,https://open.spotify.com/track/5VuxWXbt7XENQCtE9TzpTv
56,"Welcome to the Party (with French Montana & Lil Pump, feat. Zhavia Ward) - from Deadpool 2",Diplo,428691,https://open.spotify.com/track/5mqzhMuUpvnMfwNz6iepmO
57,What You Want,Belly,423403,https://open.spotify.com/track/4RMqA9GixWNB7H6coZFXJN
58,Nervous,Shawn Mendes,421127,https://open.spotify.com/track/0Dq49j3dELbttQVUJbtn0c
59,Candy Paint,Post Malone,406165,https://open.spotify.com/track/32lItqlMi4LBhb4k0BaSaC
60,All The Stars (with SZA),Kendrick Lamar,405486,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
61,Havana (feat. Young Thug),Camila Cabello,404271,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
62,Watch (feat. Lil Uzi Vert & Kanye West),Travis Scott,389620,https://open.spotify.com/track/3DoBTwfr8yi2LN08SBpFkN
63,I Fall Apart,Post Malone,379519,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
64,Stay,Post Malone,370279,https://open.spotify.com/track/4H7WNRErSbONkM06blBoGc
65,Rich & Sad,Post Malone,363716,https://open.spotify.com/track/2VdT56BGpdqNHUgOe1j5vc
66,Chun-Li,Nicki Minaj,360628,https://open.spotify.com/track/2gTYVoQCUh0QNUaFix01ld
67,Mine,Bazzi,355580,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
68,FAKE LOVE,BTS,354828,https://open.spotify.com/track/3aW0ds4A4tSQDIp75FqWTo
69,Flames,David Guetta,351367,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
70,Simple,Florida Georgia Line,350240,https://open.spotify.com/track/4P92FrvmYQSAfOpp4cpFEi
71,New Light,John Mayer,349939,https://open.spotify.com/track/3bH4HzoZZFq8UpZmI2AMgV
72,Freaky Friday (feat. Chris Brown),Lil Dicky,346666,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
73,2002,Anne-Marie,344934,https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB
