,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,
Position,Track Name,Artist,Streams,URL
1,Was du Liebe nennst,Bausa,4753719,https://open.spotify.com/track/4hKWUzhQWsOkgT6LnDEASe
2,rockstar,Post Malone,2742275,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
3,Havana,Camila Cabello,2446370,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
4,Gamechanger,Kollegah,2078083,https://open.spotify.com/track/5gVkQehV7dXjnau9jjfJ7a
5,Dusk Till Dawn - Radio Edit,ZAYN,1866254,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
6,Silence,Marshmello,1785968,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
7,Let You Down,NF,1760007,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
8,New Rules,Dua Lipa,1578234,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
9,Mon chéri,Capo,1520890,https://open.spotify.com/track/4vN2F1v7WphIUva3S6hwaT
10,Perfect,Ed Sheeran,1504332,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
11,What Lovers Do (feat. SZA),Maroon 5,1417441,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
12,Wolves,Selena Gomez,1402213,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
13,More Than You Know,Axwell /\ Ingrosso,1387411,https://open.spotify.com/track/3PEgB3fkiojxms35ntsTgs
14,Kleiner Cabrón,Veysel,1384053,https://open.spotify.com/track/18B8O0dI8RANa7Kx9vyemO
15,Senorita,Kay One,1354734,https://open.spotify.com/track/5OHOykHs3Ct2pgbqod8uMD
16,Stargazing,Kygo,1333094,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP
17,Zieh' den Rucksack aus,Kollegah,1330873,https://open.spotify.com/track/6F0fXw4G0dqRWJnvWPZM67
18,Primo,RAF Camora,1265665,https://open.spotify.com/track/7y5chiQbuvviOYUfUmOPqo
19,Too Good At Goodbyes,Sam Smith,1205609,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
20,Soldaten 2.0,Kontra K,1170865,https://open.spotify.com/track/5RddxRDhCIcp8u8P5sV6n2
21,Feel It Still,Portugal. The Man,1167728,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
22,I Like Me Better,Lauv,1128396,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9
23,Monica Bellucci,RIN,1105555,https://open.spotify.com/track/06ieFuGkwHCOFP2cmOBmgb
24,Whatever It Takes,Imagine Dragons,1055162,https://open.spotify.com/track/4IWAyPf1KMq7JCyGeCjTeH
25,Unforgettable,French Montana,1041354,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
26,Lonely Together (feat. Rita Ora),Avicii,1037134,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab
27,Glorious (feat. Skylar Grey),Macklemore,1021814,https://open.spotify.com/track/0CokSRCu5hZgPxcZBaEzVE
28,What About Us,P!nk,940172,https://open.spotify.com/track/0Qh38w01QRXK6KHIv0e3hb
29,I Believe I'm Fine,Robin Schulz,921838,https://open.spotify.com/track/2i3WO0WkrlnrA1I4GdUmxh
30,If I'm Lucky,Jason Derulo,910919,https://open.spotify.com/track/6eUncuJutsFi9BGO1JaBHh
31,Knöcheltief,Trettmann,896577,https://open.spotify.com/track/1qfM92o8OuFfWouqqfUBF8
32,Mi Gente,J Balvin,888146,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
33,Without You (feat. Sandro Cavazza),Avicii,871736,https://open.spotify.com/track/6WbADFqMvR8N5u0BvtsWQE
34,Olé Olé,Capital Bra,868626,https://open.spotify.com/track/4v4ZuW2tjSyyci2BcE5bTp
35,Heute mit mir,Nimo,840726,https://open.spotify.com/track/7fUWZUNj5qbEuoL6K9947g
36,Bon Voyage,Miami Yacine,828314,https://open.spotify.com/track/1VfSu8qtTf5PMi3d8XVZGj
37,Besser als 50 Cent,Veysel,814668,https://open.spotify.com/track/47W6ZxlDfVEOSWcBh2wohZ
38,Na Na Na,Capital Bra,810679,https://open.spotify.com/track/3xZAsF5FS5WgT4UDFXYJxx
39,1-800-273-8255,Logic,805912,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
40,Vorankommen,Luciano,793762,https://open.spotify.com/track/5NiXbacOLkUazxO1qmfXI9
41,Sturmmaske Auf [Intro],Kollegah,789982,https://open.spotify.com/track/2nvUC76Xju4HuqIFXeiCyI
42,Friends (with BloodPop®),Justin Bieber,770792,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz
43,Gucci Gang,Lil Pump,769879,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
44,Shape of You,Ed Sheeran,761068,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
45,Thunder,Imagine Dragons,758898,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
46,Young Dumb & Broke,Khalid,750223,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
47,Bros,RIN,733018,https://open.spotify.com/track/5cV34hcKf632Ry0avUxx5k
48,Letzte Liebe,Prinz Pi,724866,https://open.spotify.com/track/3c0YI3VZ1aKfWlKBzTzah4
49,Gottseidank,Trettmann,723931,https://open.spotify.com/track/4FwwXRuwzJcpmfCR8ltO9b
50,Lambo Diablo GT (feat. Nimo),Capo,716471,https://open.spotify.com/track/6HxFJbQahRd5rWQ752D710
51,Wohin willst du,Gestört aber GeiL,706300,https://open.spotify.com/track/51WUacrCkukxCgym463uNN
52,Schnell machen,Sa4,663841,https://open.spotify.com/track/3dA1Z1MFUVbdY796jNEjr2
53,Summer Air,ItaloBrothers,638184,https://open.spotify.com/track/0V9cosR5jWa4fr2koARmhD
54,How Long,Charlie Puth,633163,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
55,Telefon,Dardan,612522,https://open.spotify.com/track/1SkeK7yhwSkCUkbAG9604j
56,Feel Good,Felix Jaehn,612187,https://open.spotify.com/track/6a9vKVMFfNBi741DVSit3H
57,Zigarren Havanna - KMN Street EP.2,Azet,598012,https://open.spotify.com/track/6ET5DRhoyIOUETNyDcGtk6
58,I Fall Apart,Post Malone,596840,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
59,Yakuza,Veysel,590190,https://open.spotify.com/track/6d90RoEzEKSRCmEdLI6ELC
60,XO Tour Llif3,Lil Uzi Vert,580054,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
61,Montpellier,Miami Yacine,571541,https://open.spotify.com/track/6ePid2SrWNYfRfZlWahbay
62,Man's Not Hot,Big Shaq,559499,https://open.spotify.com/track/2nUJvBO87SkxCViQsLc9Zr
63,Bam Bam,Veysel,550216,https://open.spotify.com/track/1X4hTQHlK0QgyybrAvMuTt
64,Ohne mein Team,Bonez MC,542790,https://open.spotify.com/track/05Mp2UJulSttxQ4E6hQPH3
65,OK,Robin Schulz,541248,https://open.spotify.com/track/3bWAqKDWg6u1davspr5IkS
66,Nice Girl 2.0,Ufo361,524560,https://open.spotify.com/track/607TgBgbTvP8CTgIHN0R6q
67,Millionär,187 Strassenbande,523522,https://open.spotify.com/track/6mw02h3qbWmuq2bJCRjRAe
68,"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX",Lorde,520676,https://open.spotify.com/track/69Naniu2KjKjaQOBUagE8U
69,All Stars,Martin Solveig,515755,https://open.spotify.com/track/3aLSrx8qhssXrh5yjB6oy9
70,Rhythm n' Flouz,Celo & Abdi,510180,https://open.spotify.com/track/0fbUK9Clvvx53FkLn8Wssn
71,Questions,Chris Brown,491664,https://open.spotify.com/track/3ojTJaonfkL96iIWa47SU3
72,Attention,Charlie Puth,488526,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
73,Mama,Jonas Blue,483352,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w
74,Sterben kannst du überall,Trailerpark,481103,https://open.spotify.com/track/33aYqVQ4EviRTd0BmHFxpF
75,Kontrollieren,RAF Camora,479669,https://open.spotify.com/track/1uGERQ2DVv7j9WSsWzOHVp
76,Nur noch Gucci,Capital Bra,479261,https://open.spotify.com/track/6zxFyURXhsMwwkLQGZbzBw
77,Look What You Made Me Do,Taylor Swift,478096,https://open.spotify.com/track/6uFsE1JgZ20EXyU0JQZbUR
78,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,477032,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
79,Das Original,Prinz Pi,466633,https://open.spotify.com/track/3upwGWP1sYtT0EvPSJkDew
80,Bank Account,21 Savage,466505,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
81,Mi Gente (feat. Beyoncé),J Balvin,464113,https://open.spotify.com/track/7fwXWKdDNI5IutOMc5OKYw
82,Gib ab,Veysel,458033,https://open.spotify.com/track/7sUDsZk6QcG2PcDhFMHqsV
83,Complicated (feat. Kiiara),Dimitri Vegas & Like Mike,453683,https://open.spotify.com/track/1Sl3njkhhz8nrSPZroDQ82
84,Your Song,Rita Ora,452348,https://open.spotify.com/track/4c2W3VKsOFoIg2SFaO6DY5
85,Sorry Not Sorry,Demi Lovato,452273,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
86,Andere Liga,RAF Camora,452136,https://open.spotify.com/track/2NWZiXyRdKEolP8QrjBGmp
87,Bargeld,Veysel,441702,https://open.spotify.com/track/3z7kfFpCcmYYdyi4qGdW82
88,Congratulations,Post Malone,438093,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
89,Murcielago,KC Rebell,435029,https://open.spotify.com/track/39qlqpwVzRkQP6WsILfIB5
90,Ya Salam,Kurdo,425260,https://open.spotify.com/track/5fpujciVjGBhnR2XFx06E7
91,Wie Falco,Nimo,424842,https://open.spotify.com/track/6ZyLo7sln0QFP7YXqgXCU8
92,Ghostface Killers,21 Savage,420937,https://open.spotify.com/track/5u6vkDnOyaf8LsteDAj2ub
93,Rush Hour,Sa4,416643,https://open.spotify.com/track/13ocGRA0tLxbMTZoPYklPn
94,Dirty Sexy Money (feat. Charli XCX & French Montana),David Guetta,411430,https://open.spotify.com/track/0tPQPaOKM32WgMSbPCYyRH
95,MotorSport,Migos,407579,https://open.spotify.com/track/1YZfcVLbbJwfizR5cDOp3q
96,Strip That Down,Liam Payne,405893,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ
97,Too Much To Ask,Niall Horan,395975,https://open.spotify.com/track/4v094LQ9eF10k2O2Te2ngK
98,I Help You Hate Me,Sunrise Avenue,390987,https://open.spotify.com/track/1eFR6APW8u8iISvBxWw5HK
99,Believer,Imagine Dragons,389935,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
100,Rotterdam,Miami Yacine,389426,https://open.spotify.com/track/2YG72tZyGOtbNsDTBhRLlL
101,Kein Rückwärtsgang,Celo & Abdi,388812,https://open.spotify.com/track/0Wyw4EtWEyZ2ZEj4qoTfhM
102,Hot2Touch,Felix Jaehn,388567,https://open.spotify.com/track/1sBhJGPUKrdRycgKxve70v
103,Bongzimmer,SXTN,387285,https://open.spotify.com/track/5peJfpkLPMilv44VqUa2AS
104,Nummer 1,Zuna,384653,https://open.spotify.com/track/3sgGmPQD2J6aQduN36RDBO
105,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,379807,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF
106,Something Just Like This,The Chainsmokers,364759,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
107,Von Party zu Party,SXTN,363864,https://open.spotify.com/track/4h6UIDvGWTYZvu4BLf2GpO
108,Solo Dance,Martin Jensen,362089,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN
109,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,361401,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi
110,Pray,Sam Smith,360174,https://open.spotify.com/track/7DsX5K72fewVGb47qj7Tbg
111,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,360122,https://open.spotify.com/track/1NDxZ7cFAo481dtYWdrUnR
