,,,Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.,
Position,Track Name,Artist,Streams,URL
1,Was du Liebe nennst,Bausa,3393600,https://open.spotify.com/track/4hKWUzhQWsOkgT6LnDEASe
2,rockstar,Post Malone,2238342,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
3,Sag Nix,RAF Camora,2135566,https://open.spotify.com/track/4m973PBeKbRIMCdLypmPWz
4,Havana,Camila Cabello,1926246,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
5,All I Want for Christmas Is You,Mariah Carey,1890491,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
6,Let You Down,NF,1846793,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
7,Gjynah,Azet,1723058,https://open.spotify.com/track/1nP69R7Nc3yIbiN6EUNyZi
8,Last Christmas,Wham!,1669044,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
9,,,1645304,https://open.spotify.com/track/5cjecvX0CmC9gK0Laf5EMQ
10,Silence,Marshmello,1488110,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
11,Rooftop,Nico Santos,1475427,https://open.spotify.com/track/637yH6Qs3wXdgjPjO7QGdr
12,Wolves,Selena Gomez,1430237,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
13,Dusk Till Dawn - Radio Edit,ZAYN,1333012,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
14,Him & I,G-Eazy,1314217,https://open.spotify.com/track/3YU6vJbjYUG0tiJyXf9x5V
15,Perfect,Ed Sheeran,1280345,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
16,Friends (with BloodPop®),Justin Bieber,1219670,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz
17,New Rules,Dua Lipa,1213862,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
18,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,1212447,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
19,1 Schuss,Ufo361,1198976,https://open.spotify.com/track/2O2WokTrPztBCAuuJKyCA2
20,Man's Not Hot,Big Shaq,1180442,https://open.spotify.com/track/2nUJvBO87SkxCViQsLc9Zr
21,Driving Home for Christmas,Chris Rea,1151766,https://open.spotify.com/track/0ZoHHROTzwIYeNAHRPedTY
22,,,1116834,https://open.spotify.com/track/0ocIyziRJhnicqGm1u0m1X
23,AMG2,Azzi Memo,1108457,https://open.spotify.com/track/2xYoWWLcFjYQsEvsKqof3P
24,Primo,RAF Camora,1098634,https://open.spotify.com/track/7y5chiQbuvviOYUfUmOPqo
25,,,1084455,https://open.spotify.com/track/34IY2117PizF4NoRPoMth6
26,Stargazing,Kygo,1080829,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP
27,,,1034874,https://open.spotify.com/track/3ireeOPKD5i6wN6CBp5koM
28,What Lovers Do (feat. SZA),Maroon 5,1014255,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
29,Wonderful Dream (Holidays Are Coming) - Radio Version,Melanie Thornton,998538,https://open.spotify.com/track/0SvD6EdetxVtXei2JhkV4B
30,Whatever It Takes,Imagine Dragons,976303,https://open.spotify.com/track/4IWAyPf1KMq7JCyGeCjTeH
31,More Than You Know,Axwell /\ Ingrosso,950498,https://open.spotify.com/track/3PEgB3fkiojxms35ntsTgs
32,Senorita,Kay One,939943,https://open.spotify.com/track/5OHOykHs3Ct2pgbqod8uMD
33,Feel It Still,Portugal. The Man,938478,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
34,Santa Tell Me,Ariana Grande,930544,https://open.spotify.com/track/1ADjWm8QNhgNV8yCNNgQ1T
35,Kleiner Cabrón,Veysel,918461,https://open.spotify.com/track/18B8O0dI8RANa7Kx9vyemO
36,Too Good At Goodbyes,Sam Smith,903362,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
37,Merry Christmas Everyone - Remastered,Shakin' Stevens,897189,https://open.spotify.com/track/2ISl1zekPsc26sUQpVt8UB
38,Shape of You,Ed Sheeran,891987,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
39,Unforgettable,French Montana,883821,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
40,Gucci Gang,Lil Pump,873350,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
41,,,866906,https://open.spotify.com/track/1xSTaiXN33Y5chE2bFixVo
42,It's Beginning to Look a Lot like Christmas,Michael Bublé,848155,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI
43,Soldaten 2.0,Kontra K,827065,https://open.spotify.com/track/5RddxRDhCIcp8u8P5sV6n2
