,name,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence,length,country,music_id
0,Despacito - Remix,0.229,0.694,0.815,0.0,0.0924,-4.328,1,0.12,88.931,4,0.813,137696,Australia,5CtI0qwDJkDQGwXD1H1cLb
1,Shape of You,0.581,0.825,0.652,0.0,0.0931,-3.183,0,0.0802,95.977,4,0.931,133330,Australia,7qiZfU4dY1lWllzX7mPBI3
2,It Ain't Me (with Selena Gomez),0.119,0.64,0.533,0.0,0.0864,-6.596,1,0.0706,99.968,4,0.515,120083,Australia,3eR23VReFzcdmS7TYCrhCe
3,Something Just Like This,0.0498,0.617,0.635,1.44e-05,0.164,-6.769,0,0.0317,103.019,4,0.446,119369,Australia,6RUKPb4LETWmmr3iAEQktW
4,Stay (with Alessia Cara),0.232,0.679,0.634,0.0,0.115,-5.024,0,0.0654,102.013,4,0.498,105863,Australia,0dA2Mk56wEzDgegdC6R17g
5,Despacito (Featuring Daddy Yankee),0.209,0.66,0.786,0.0,0.112,-4.757,1,0.17,177.833,4,0.846,100069,Australia,4aWmUDTfIPGksMNLV2rQP2
6,Swalla (feat. Nicki Minaj & Ty Dolla $ign),0.075,0.696,0.817,0.0,0.187,-3.862,1,0.109,98.064,4,0.782,95150,Australia,6kex4EBAj0WHXDKZMEJaaF
7,Symphony (feat. Zara Larsson),0.259,0.707,0.629,1.6e-05,0.138,-4.581,0,0.0563,122.863,4,0.457,95044,Australia,1x5sYLZiu9r5E43kMlt9f8
8,You Don't Know Me - Radio Edit,0.163,0.876,0.669,0.0,0.185,-6.054,0,0.138,124.007,4,0.682,93599,Australia,00lNx0OcTJrS3MKHcB80HY
9,Galway Girl,0.0735,0.624,0.876,0.0,0.327,-3.374,1,0.1,99.943,4,0.781,91032,Australia,0afhq8XCExXpqazXczTSve
10,Believer,0.0524,0.779,0.787,0.0,0.14,-4.305,0,0.108,124.982,4,0.708,89821,Australia,0CcQNd8CINkwQfe1RDtGV6
11,Tuesday,0.0156,0.841,0.639,0.0654,0.0545,-6.052,0,0.0688,99.002,4,0.675,87221,Australia,7abpmGpF7PGep2rDU68GBR
12,HUMBLE.,0.000282,0.908,0.621,5.39e-05,0.0958,-6.638,0,0.102,150.011,4,0.421,84389,Australia,7KXjTSCq5nL1LoYtL7XAwS
13,Solo Dance,0.0435,0.744,0.836,0.0,0.194,-2.396,0,0.0507,114.965,4,0.36,83045,Australia,6HUnnBwYZqcED1eQztxMBN
14,Paris,0.0215,0.653,0.658,1.66e-06,0.0939,-6.428,1,0.0304,99.99,4,0.219,82364,Australia,72jbDTw1piOOj770jWNeaG
15,Mask Off,0.0102,0.833,0.434,0.0219,0.165,-8.795,1,0.431,150.062,4,0.281,76375,Australia,3rOSwuTsUlJp0Pu0MkN8r8
16,Scared to Be Lonely,0.0895,0.584,0.54,0.0,0.261,-7.786,0,0.0576,137.972,4,0.195,73913,Australia,3ebXMykcMXOcLeJ9xZ17XH
17,There's Nothing Holdin' Me Back,0.381,0.857,0.8,0.0,0.0913,-4.035,1,0.0583,121.996,4,0.966,63991,Australia,79cuOz3SPQTuFrp8WgftAu
18,Good Life (with G-Eazy & Kehlani),0.00464,0.565,0.771,0.0,0.0568,-5.22,1,0.213,168.385,4,0.573,61776,Australia,1Eck97uRMlprKOOJN9oO1E
19,Call On Me - Ryan Riback Extended Remix,0.0604,0.67,0.838,0.000611,0.159,-4.031,1,0.0362,104.998,4,0.717,60608,Australia,78rIJddV4X0HkNAInEcYde
20,Green Light,0.0162,0.616,0.714,1.23e-05,0.0817,-7.792,1,0.0982,128.924,4,0.24,60263,Australia,0gbBzIqrECJOEPvQJIBFs5
21,Passionfruit,0.256,0.809,0.463,0.085,0.109,-11.377,1,0.0396,111.98,4,0.364,58872,Australia,7hDc8b7IXETo14hHIHdnhd
22,Sign of the Times,0.0275,0.516,0.595,0.0,0.109,-4.63,1,0.0313,119.972,4,0.222,56994,Australia,5Ohxk2dO5COHF1krpoPigN
23,Issues,0.368,0.683,0.427,0.0,0.0604,-6.827,1,0.0777,113.634,4,0.426,56847,Australia,1sXUWdKx03aP9Gmzft58rt
24,September Song,0.0545,0.623,0.654,0.0,0.0838,-5.675,0,0.0372,95.921,4,0.401,56841,Australia,0FuTx2s3YH1ppmtiM6l0zI
25,All Time Low,0.0584,0.617,0.567,0.0,0.0933,-4.188,1,0.0828,90.246,4,0.505,56210,Australia,1CnPYaKxTVb4LWOtiGOm0m
26,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",0.0631,0.735,0.451,1.3e-05,0.325,-8.374,1,0.0585,117.973,4,0.0862,54959,Australia,3NdDpSvN911VPGivFlV5d0
27,Slide (feat. Frank Ocean & Migos),0.498,0.736,0.795,1.21e-06,0.254,-3.299,0,0.0545,104.066,4,0.511,54453,Australia,7tr2za8SQg2CI8EDgrdtNl
28,Castle on the Hill,0.0232,0.461,0.834,1.14e-05,0.14,-4.868,1,0.0989,135.007,4,0.471,52920,Australia,6PCUP3dWmTjcTtXY02oFdT
29,DNA.,0.00454,0.638,0.523,0.0,0.0842,-6.664,1,0.357,139.913,4,0.422,52216,Australia,6HZILIRieu8S0iqY8kIKhj
30,Skin,0.265,0.564,0.745,0.0,0.147,-7.733,1,0.31,170.661,4,0.351,50661,Australia,6y2Kaz9QI01XBKJ8mTb7Pf
31,Weak,0.137,0.673,0.637,0.0,0.184,-4.518,1,0.0429,123.98,4,0.678,50187,Australia,3E2Zh20GDCR9B1EYjfXWyv
32,Way down We Go,0.579,0.489,0.505,0.000333,0.104,-8.022,0,0.117,163.255,4,0.337,49865,Australia,0y1QJc3SJVPKJ1OvFmFqe6
33,Lot to Learn,0.0948,0.405,0.846,0.0,0.0666,-3.57,1,0.195,82.232,4,0.602,47806,Australia,3TRFq09DUgYj1mug6RRqJW
34,The One,0.238,0.76,0.303,8.09e-06,0.294,-11.362,1,0.0284,99.991,4,0.15,47524,Australia,0wfbD5rAksdXUzRvMfM3x5
35,Nummer 1,0.231,0.823,0.514,3.82e-06,0.186,-7.969,0,0.421,111.24,4,0.515,46204,Australia,3sgGmPQD2J6aQduN36RDBO
36,Two Princes - Radio Mix,0.0139,0.747,0.803,5.48e-05,0.0668,-5.314,1,0.0345,118.019,4,0.814,45987,Australia,1iTKkkgXj8kJkGdjGGBFqL
37,Chasing Highs,0.303,0.782,0.764,1.17e-05,0.433,-4.591,0,0.0572,111.968,4,0.526,45608,Australia,6fTsxhIosAU6zXTAhSaemI
38,Eine ins Leben,0.145,0.735,0.85,0.0,0.119,-3.434,1,0.189,97.969,4,0.84,45516,Australia,1tdohH49HMAFjlp1QSo6j8
39,SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),0.0744,0.684,0.823,0.0,0.111,-3.297,0,0.0773,91.048,4,0.647,44139,Australia,7nKBxz47S9SD79N086fuhn
40,Heavy (feat. Kiiara),0.0484,0.59,0.671,0.0,0.0604,-6.098,1,0.0706,149.982,4,0.438,44096,Australia,104buTcnP2AsxqB7U1FIZ4
41,History,0.096,0.76,0.63,0.0,0.113,-6.752,1,0.0582,100.977,4,0.502,43583,Australia,0WCEaydwN65cvwaW8aqptF
42,Rockabye (feat. Sean Paul & Anne-Marie),0.406,0.72,0.763,0.0,0.18,-4.068,0,0.0523,101.965,4,0.742,42951,Australia,5knuzwU65gJK7IF5yJsuaW
43,Chained To The Rhythm,0.0733,0.448,0.801,0.0,0.146,-5.363,1,0.165,189.798,4,0.462,42793,Australia,6520aj0B4FSKGVuKNsOCOi
44,That's What I Like,0.013,0.853,0.56,0.0,0.0944,-4.961,1,0.0406,134.066,4,0.86,41765,Australia,0KKkJNfGyhkQ5aFogxQAPU
45,Alone,0.186,0.676,0.929,0.000405,0.121,-3.194,1,0.0458,97.019,4,0.157,41535,Australia,0JiVRyTJcJnmlwCZ854K4p
46,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),0.105,0.803,0.743,2.12e-06,0.099,-3.602,0,0.0681,108.005,4,0.674,41397,Australia,0fg8CqpjdojMyXLNzM2PaJ
47,Cold,0.139,0.703,0.715,0.0,0.0456,-6.285,0,0.114,99.924,4,0.497,37774,Australia,5NNlUMcOEOdoOIwwaWXv0k
48,Closer,0.414,0.748,0.524,0.0,0.111,-5.599,1,0.0338,95.01,4,0.661,36763,Australia,7BKLCZ1jbUBVqRi2FVlTVw
49,LOYALTY. FEAT. RIHANNA.,0.0265,0.658,0.535,0.0,0.2,-8.983,0,0.0573,110.684,4,0.419,35320,Australia,6SwRhMLwNqEi6alNPVG00n
50,Congratulations,0.215,0.63,0.804,0.0,0.253,-4.183,1,0.0363,123.146,4,0.492,30982,Australia,3a1lNhkSLSkpJE4MSHpDu9
51,Ohne mein Team,0.16,0.766,0.8,1.6e-05,0.0744,-6.062,0,0.0938,129.999,4,0.635,28331,Australia,05Mp2UJulSttxQ4E6hQPH3
52,All Night,0.00251,0.563,0.775,0.0,0.326,-6.433,1,0.0366,144.945,4,0.458,27433,Australia,1yNyoWWWikbLhwIGWjZuDW
53,ELEMENT.,0.204,0.748,0.705,0.0,0.246,-4.547,0,0.485,189.891,4,0.483,27175,Australia,1EaKU4dMbesXXd3BrLCtYG
54,Ciao Adios,0.127,0.698,0.882,0.0,0.15,-3.078,0,0.0863,106.083,4,0.445,26684,Australia,3EfugazgSddQvzZpkof5I4
55,Happier,0.536,0.522,0.385,0.0,0.135,-7.355,1,0.0288,89.792,4,0.236,26648,Australia,2RttW7RAu5nOAfq6YFvApB
56,No Promises (feat. Demi Lovato),0.0575,0.741,0.667,0.0,0.106,-5.445,1,0.134,112.956,4,0.595,26394,Australia,1louJpMmzEicAn7lzDalPW
57,Bungalow,0.0341,0.705,0.845,0.00351,0.134,-5.498,1,0.128,91.19,4,0.57,26174,Australia,0xCXcq4y44uHJtJ7zZDF3d
58,I Feel It Coming,0.426,0.773,0.819,0.0,0.0679,-5.946,0,0.118,92.99,4,0.585,26143,Australia,5GXAXm5YOmYT0kL5jHvYBt
59,Now Or Never,0.1,0.663,0.575,3.16e-06,0.133,-4.907,0,0.0458,110.04,4,0.458,25745,Australia,0Nhu3zSYbEz32IYiobV75e
60,Bad Ideas,0.0163,0.749,0.71,0.0237,0.0892,-6.63,1,0.0331,120.005,4,0.678,25731,Australia,76gwG061wqdatYhicO2hG4
61,Nicht jetzt,0.00498,0.834,0.841,2.93e-05,0.5,-6.249,0,0.176,116.029,4,0.378,25728,Australia,0RCSckg7PFBBfwG73ydbOG
62,Lust for Life (with The Weeknd),0.588,0.499,0.676,0.00484,0.358,-8.618,0,0.0582,99.979,4,0.295,25496,Australia,5LYQSNHZxEA880URXFHg6h
63,Shed a Light,0.112,0.483,0.787,0.0,0.257,-5.244,1,0.102,122.058,4,0.58,25245,Australia,1cG0umU5TKStygKsPFZ9pY
64,iSpy (feat. Lil Yachty),0.378,0.746,0.653,0.0,0.229,-6.745,1,0.289,75.016,4,0.672,25073,Australia,2EEeOnHehOozLq4aS0n6SL
65,Say You Won't Let Go,0.695,0.358,0.557,0.0,0.0902,-7.398,1,0.059,85.043,4,0.494,24603,Australia,5uCax9HTNlzGybIStD3vDh
66,Pretty Girl - Cheat Codes X CADE Remix,0.15,0.703,0.868,0.132,0.104,-4.661,0,0.0291,121.03,4,0.733,24519,Australia,1NDxZ7cFAo481dtYWdrUnR
67,Unforgettable,0.0293,0.726,0.769,0.0101,0.104,-5.043,1,0.123,97.985,4,0.733,23538,Australia,1F2HXIJrE2Xn81OzT2zZvW
68,Perfect,0.163,0.599,0.448,0.0,0.106,-6.312,1,0.0232,95.05,3,0.168,23014,Australia,0tgVpDi06FyKpA1z0VMD4v
69,Legendary,0.0503,0.529,0.63,0.0,0.099,-5.412,0,0.0394,141.594,4,0.427,22987,Australia,1HxvdVlvQH5NUPi1wsq5L1
70,The Cure,0.0745,0.696,0.503,0.0,0.0869,-4.842,1,0.0356,99.977,4,0.559,22653,Australia,51PIvodunv6NmX5250zxAh
71,No Roots,0.263,0.864,0.656,0.00495,0.0712,-7.286,1,0.104,115.959,4,0.821,22031,Australia,4bPWDXpN6MlTZBedxega3X
72,LOVE. FEAT. ZACARI.,0.264,0.8,0.585,0.0,0.153,-7.343,1,0.0924,126.058,4,0.779,22007,Australia,6PGoSes0D9eUDeeAafB2As
73,Show You Love,0.297,0.515,0.827,0.0,0.0754,-5.149,0,0.086,123.767,4,0.674,21619,Australia,4tX7Nt68zEeb0Lt32ngQR0
74,Starving,0.371,0.636,0.633,0.0,0.102,-4.23,1,0.126,99.721,4,0.512,21041,Australia,1qOLh0tI7trd1zdDKxYZTe
75,Touch,0.032,0.607,0.718,0.0,0.403,-4.095,1,0.0978,101.821,4,0.551,20933,Australia,5Ua3GXyHwiSfpNTMjq6m2z
76,Hear Me Now,0.537,0.788,0.43,0.00261,0.0936,-7.757,1,0.0419,121.996,4,0.461,20524,Australia,1a5Yu5L18qNxVhXx38njON
77,Love On The Brain,0.0717,0.509,0.637,1.08e-05,0.0789,-4.83,0,0.0471,172.006,3,0.378,20401,Australia,2aksifNn5ph8igDOkPBA02
78,XO TOUR Llif3,0.00264,0.732,0.75,0.0,0.109,-6.366,0,0.231,155.096,4,0.401,20221,Australia,2eMwDehkIC1j68U6FA3Eiq
79,Love on Me,0.105,0.562,0.906,0.0,0.145,-2.085,1,0.0758,124.146,4,0.674,20078,Australia,2MHCiOohBZEQuLgDTPvSzF
80,Scars To Your Beautiful,0.0285,0.573,0.739,0.0,0.111,-5.74,1,0.129,97.085,4,0.451,20012,Australia,0prNGof3XqfTvNDxHonvdK
81,Irgendwas (feat. Bengio),0.167,0.43,0.457,2.91e-05,0.202,-8.923,1,0.0616,82.547,4,0.132,20006,Australia,3qlF4ENgFTbAbPZfFF9lxt
