,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Shape of You","Ed Sheeran",180625,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
2,打上花火,DAOKO,141943,https://open.spotify.com/track/4IouQaO9GkaHC7AtMErdSa
3,Wolves,"Selena Gomez",121996,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
4,"What Lovers Do (feat. SZA)","Maroon 5",113864,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
5,"All I Want for Christmas Is You","Mariah Carey",108760,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
6,"My Boo","Shota Shimizu",103909,https://open.spotify.com/track/2gasr6aemUqZIBBN05EO03
7,"Wherever you are","ONE OK ROCK",103221,https://open.spotify.com/track/0YAMQSmHk6BSUGTYpaoqTJ
8,LIKEY,TWICE,102750,https://open.spotify.com/track/4Eb5cLWxKQUoUQaKUYSRgI
9,"New Rules","Dua Lipa",101779,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
10,Havana,"Camila Cabello",99253,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
11,恋音と雨空,AAA,97386,https://open.spotify.com/track/46gSY0U7ZZCmd7EuJuo15N
12,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",94235,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
13,愛をこめて花束を,Superfly,90885,https://open.spotify.com/track/7CmWXD3w1xOO53AAO4LRVQ
14,"Stay (with Alessia Cara)",Zedd,88345,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g
15,"How Long","Charlie Puth",85815,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
16,ワタリドリ,[Alexandros],85447,https://open.spotify.com/track/0ve9Tpz8Yw0I4eXhWsy21o
17,"TT - Japanese ver.",TWICE,84105,https://open.spotify.com/track/0PAyiPTz8gL0udQnSasc5G
18,君が好き,"Shota Shimizu",83906,https://open.spotify.com/track/5Bg0HkfaRYRx8A7tMrjT9Z
19,愛唄,GReeeeN,82481,https://open.spotify.com/track/7iXHLtPosbHvglVSJ4rxLq
20,Perfect,"Ed Sheeran",81947,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
21,さよならの前に,AAA,81890,https://open.spotify.com/track/7vwXjDrZT2mqiFynlEwwgG
22,Closer,"The Chainsmokers",81747,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
23,"Too Good At Goodbyes","Sam Smith",80350,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
24,"I LOVE YOU","Chris Hart",80317,https://open.spotify.com/track/0mf82mK5aeZm4vN9HM2InQ
25,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",79854,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
26,"BIG CITY RODEO","GENERATIONS from EXILE TRIBE",79500,https://open.spotify.com/track/468Jl0mOuztlhQDKMhO8Rq
27,DREAM,"Shota Shimizu",79062,https://open.spotify.com/track/6PO8T4qt3FHfauSs98zO9j
28,RAIN,"SEKAI NO OWARI",78194,https://open.spotify.com/track/40cPkRjw5aLQIOjaqgUVnB
29,Attention,"Charlie Puth",76777,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
30,"Heart Shaker",TWICE,76592,https://open.spotify.com/track/6gxF4ibm6S95UUC6vyIiln
31,小さな恋のうた,MONGOL800,75725,https://open.spotify.com/track/7swIKcU4tFRk4iFJpi12Fg
32,"Something Just Like This","The Chainsmokers",75502,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
33,"Last Christmas",Wham!,73948,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
34,ONE,Aimer,72834,https://open.spotify.com/track/66KjxbYrSBdnxJcHjnLM7o
35,"Lonely Together (feat. Rita Ora)",Avicii,71213,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab
36,"I Miss You (feat. Julia Michaels)","Clean Bandit",71009,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL
37,"Despacito - Remix","Luis Fonsi",70946,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
38,"Symphony (feat. Zara Larsson)","Clean Bandit",70718,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8
39,キセキ,GReeeeN,70036,https://open.spotify.com/track/7ztdl6cnbJgHRdMkKldkts
40,"Friends (with BloodPop®)","Justin Bieber",69388,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz
41,"One More Time",TWICE,69380,https://open.spotify.com/track/6q2cJXwzu89N8okT69L7KC
42,"WanteD! WanteD!","Mrs. GREEN APPLE",69201,https://open.spotify.com/track/4m8ayeTlVnsYAtR42NhDqZ
43,rockstar,"Post Malone",68922,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
44,"Look What You Made Me Do","Taylor Swift",67567,https://open.spotify.com/track/1P17dC1amhFzptugyAO7Il
45,LIFE,AAA,65905,https://open.spotify.com/track/6IxWbmElUUj7AstEEzIgtl
46,"What Do You Mean?","Justin Bieber",65775,https://open.spotify.com/track/3pzjHKrQSvXGHQ98dx18HI
47,Chocolate,CHANMINA,65495,https://open.spotify.com/track/6CU3VvoeQgkg4Wb1vS0zj7
48,"Sorry Not Sorry","Demi Lovato",63771,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
49,"Dusk Till Dawn - Radio Edit",ZAYN,63595,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
50,Silence,Marshmello,62641,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
51,"The Beginning","ONE OK ROCK",52192,https://open.spotify.com/track/4f3nDjgqXurMryYBSp0TZD
52,Stargazing,Kygo,51530,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP
53,Mama,"Jonas Blue",50696,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w
