,name,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence,streams,country,id
0,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",0.0552,0.609,0.668,0.0,0.167,-4.284,1,0.0367,80.924,4,0.811,4414448,England,3DXncPQOG4VBw3QHh3S817
1,Despacito - Remix,0.229,0.694,0.815,0.0,0.0924,-4.328,1,0.12,88.931,4,0.813,3790653,England,5CtI0qwDJkDQGwXD1H1cLb
2,Symphony (feat. Zara Larsson),0.259,0.707,0.629,1.6e-05,0.138,-4.581,0,0.0563,122.863,4,0.457,2882753,England,1x5sYLZiu9r5E43kMlt9f8
3,Shape of You,0.581,0.825,0.652,0.0,0.0931,-3.183,0,0.0802,95.977,4,0.931,2620236,England,7qiZfU4dY1lWllzX7mPBI3
4,Swalla (feat. Nicki Minaj & Ty Dolla $ign),0.075,0.696,0.817,0.0,0.187,-3.862,1,0.109,98.064,4,0.782,2480895,England,6kex4EBAj0WHXDKZMEJaaF
5,There's Nothing Holdin' Me Back,0.381,0.857,0.8,0.0,0.0913,-4.035,1,0.0583,121.996,4,0.966,2469291,England,79cuOz3SPQTuFrp8WgftAu
6,Galway Girl,0.0735,0.624,0.876,0.0,0.327,-3.374,1,0.1,99.943,4,0.781,2393098,England,0afhq8XCExXpqazXczTSve
7,Passionfruit,0.256,0.809,0.463,0.085,0.109,-11.377,1,0.0396,111.98,4,0.364,2350161,England,7hDc8b7IXETo14hHIHdnhd
8,Unforgettable,0.0293,0.726,0.769,0.0101,0.104,-5.043,1,0.123,97.985,4,0.733,2256847,England,1F2HXIJrE2Xn81OzT2zZvW
9,Stay (with Alessia Cara),0.232,0.679,0.634,0.0,0.115,-5.024,0,0.0654,102.013,4,0.498,2050177,England,0dA2Mk56wEzDgegdC6R17g
10,HUMBLE.,0.000282,0.908,0.621,5.39e-05,0.0958,-6.638,0,0.102,150.011,4,0.421,2041585,England,7KXjTSCq5nL1LoYtL7XAwS
11,That's What I Like,0.013,0.853,0.56,0.0,0.0944,-4.961,1,0.0406,134.066,4,0.86,1974791,England,0KKkJNfGyhkQ5aFogxQAPU
12,Mask Off,0.0102,0.833,0.434,0.0219,0.165,-8.795,1,0.431,150.062,4,0.281,1946242,England,3rOSwuTsUlJp0Pu0MkN8r8
13,Solo Dance,0.0435,0.744,0.836,0.0,0.194,-2.396,0,0.0507,114.965,4,0.36,1942162,England,6HUnnBwYZqcED1eQztxMBN
14,Something Just Like This,0.0498,0.617,0.635,1.44e-05,0.164,-6.769,0,0.0317,103.019,4,0.446,1792825,England,6RUKPb4LETWmmr3iAEQktW
15,Did You See,0.387,0.579,0.579,0.0,0.17,-6.787,0,0.394,104.757,4,0.842,1777443,England,6DXEZzM4wBa3EOl0NCNSvz
16,It Ain't Me (with Selena Gomez),0.119,0.64,0.533,0.0,0.0864,-6.596,1,0.0706,99.968,4,0.515,1726924,England,3eR23VReFzcdmS7TYCrhCe
17,Issues,0.368,0.683,0.427,0.0,0.0604,-6.827,1,0.0777,113.634,4,0.426,1674919,England,1sXUWdKx03aP9Gmzft58rt
18,Slide (feat. Frank Ocean & Migos),0.498,0.736,0.795,1.21e-06,0.254,-3.299,0,0.0545,104.066,4,0.511,1668400,England,7tr2za8SQg2CI8EDgrdtNl
19,Attention,0.0969,0.774,0.626,3.12e-05,0.0848,-4.432,0,0.0432,100.041,4,0.777,1642655,England,4iLqG9SeJSnt0cSPICSjxv
20,Ciao Adios,0.127,0.698,0.882,0.0,0.15,-3.078,0,0.0863,106.083,4,0.445,1589343,England,3EfugazgSddQvzZpkof5I4
21,No Promises (feat. Demi Lovato),0.0575,0.741,0.667,0.0,0.106,-5.445,1,0.134,112.956,4,0.595,1531582,England,1louJpMmzEicAn7lzDalPW
22,Sign of the Times,0.0275,0.516,0.595,0.0,0.109,-4.63,1,0.0313,119.972,4,0.222,1453754,England,5Ohxk2dO5COHF1krpoPigN
23,Castle on the Hill,0.0232,0.461,0.834,1.14e-05,0.14,-4.868,1,0.0989,135.007,4,0.471,1438303,England,6PCUP3dWmTjcTtXY02oFdT
24,Still Got Time (feat. PARTYNEXTDOOR),0.131,0.748,0.627,0.0,0.0852,-6.029,1,0.0639,120.963,4,0.524,1437426,England,000xQL6tZNLJzIrtIgxqSl
25,No More Sad Songs,0.0771,0.709,0.782,4.71e-06,0.302,-3.526,0,0.0469,102.032,4,0.728,1404985,England,5ZnJsoJGkQ5K15W7Rcr5JO
